pddikti_institution_code,institution_name,address,province,contact,average_semester_fee,starting_semester_fee,ending_semester_fee,average_yearly_fee,starting_yearly_fee,ending_yearly_fee,body_type,link,student_amount,lecturer_amount,description
79,UNIVERSITAS NAHDLATUL ULAMA KALIMANTAN SELATAN,"Jl. Ahmad Yani Km. 12.5, KABUPATEN BANJAR",KALIMANTAN SELATAN,"{""website"": ""www.unukase.ac.id"", ""email"": ""unu.kalsel@gmail.com"", ""phone"": ""0511 5511701""}",3875000,1750000,6000000,7750000,3500000,12000000,SWASTA,-,-1,-1,-
80,INSTITUT TEKNOLOGI INDONESIA,"Jalan Raya Puspiptek Serpong, KOTA TANGERANG SELATAN",BANTEN,"{""website"": ""https://iti.ac.id"", ""email"": ""humas@iti.ac.id"", ""phone"": ""021-7560545 / 021-7560542""}",6200000,4000000,8400000,12400000,8000000,16800000,SWASTA,-,-1,-1,-
81,SEKOLAH TINGGI ILMU ADMINISTRASI SATYA NEGARA,"Jalan Sukarejo Sukatani, KOTA PALEMBANG",SUMATERA SELATAN,"{""website"": ""stiasatyanegara.ac.id"", ""email"": ""satyanegerapalembang@yahoo.co.id"", ""phone"": ""0711-826043 / 0711-826043""}",3200000,2400000,4000000,6400000,4800000,8000000,SWASTA,-,-1,-1,-
82,UNIVERSITAS MUHAMMADIYAH KOTABUMI,"Jln. Hasan Kepala Ratu No. 1052 Sindangsari Kotabumi  Lampung Utara 34517, KABUPATEN LAMPUNG UTARA",LAMPUNG,"{""website"": ""https://www.umko.ac.id"", ""email"": ""humas@umko.ac.id"", ""phone"": ""+6272422287 / +6272422287""}",5975000,100000,11850000,11950000,200000,23700000,SWASTA,-,-1,-1,-
83,AKADEMI AKUNTANSI YAI JAKARTA,"Jl. P. Diponegoro No 74 Jakarta Pusat, KOTA JAKARTA PUSAT",D.K.I. JAKARTA,"{""website"": ""www.yai.ac.id"", ""email"": ""webmail@yai.ac.id"", ""phone"": ""3928075 / 3914591""}",6862500,6825000,6900000,13725000,13650000,13800000,SWASTA,-,-1,-1,-
84,UNIVERSITAS POTENSI UTAMA,"Jl. K.L. Yos Sudarso Km 6 5 No. 3A Tanjung Mulia - Medan, KOTA MEDAN",SUMATERA UTARA,"{""website"": ""www.potensi-utama.ac.id"", ""email"": ""info@potensi-utama.ac.id"", ""phone"": ""061-6640525 / 061-6636830""}",5162500,350000,9975000,10325000,700000,19950000,SWASTA,-,-1,-1,-
85,SEKOLAH TINGGI ILMU KESEHATAN BHAKTI HUSADA BENGKULU,"Jalan Kinibalu 8 Kebun Tebeng Bengkulu, KOTA BENGKULU",BENGKULU,"{""website"": ""stikesbhaktihusada.ac.id"", ""email"": ""stikesbh03@gmail.com"", ""phone"": ""0736-23422 / 0736-23422""}",2200000,400000,4000000,4400000,800000,8000000,SWASTA,-,-1,-1,-
86,UNIVERSITAS KATOLIK DE LA SALLE,"Kairagi I Kombos Manado  Sulawesi Utara, KOTA MANADO",SULAWESI UTARA,"{""website"": ""https://unikadelasalle.ac.id"", ""email"": ""info@unikadelasalle.ac.id"", ""phone"": ""081143901500""}",9635000,15000,19255000,19270000,30000,38510000,SWASTA,-,-1,-1,-
87,AKADEMI MANAJEMEN BISNIS KENDARI,KOTA KENDARI,SULAWESI TENGGARA,"{""website"": ""www.ambkendari.ac.id"", ""email"": ""amb.kdi001@gmail.com"", ""phone"": """"}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
88,UNIVERSITAS MUHAMMADIYAH METRO,"Jl Ki Hajar Dewantara No 116 Iringmulyo Kec Metro Timur, KOTA METRO",LAMPUNG,"{""website"": ""www.ummetro.ac.id"", ""email"": ""info@ummetro.ac.id"", ""phone"": ""42445-42454 / 42445""}",24057500,1,48115000,48115001,2,96230000,SWASTA,-,-1,-1,-
89,POLITEKNIK BELITUNG,KABUPATEN BELITUNG,BANGKA BELITUNG,"{""website"": ""polbel.ac.id"", ""email"": ""polbel21@gmail.com"", ""phone"": ""0719 - 24970""}",3775000,2400000,5150000,7550000,4800000,10300000,SWASTA,-,-1,-1,-
90,SEKOLAH TINGGI ILMU KESEHATAN PATRIOT BANGSA LAMPUNG,KOTA BANDAR LAMPUNG,LAMPUNG,"{""website"": ""https://stikes.patriotbangsa.ac.id/"", ""email"": ""stikespatriotbangsalampung@gmail.com"", ""phone"": """"}",5500000,5500000,5500000,11000000,11000000,11000000,SWASTA,-,-1,-1,-
91,SEKOLAH TINGGI ILMU EKONOMI PARIPURNA,KOTA DEPOK,JAWA BARAT,"{""website"": ""www.stieparipurna.ac.id"", ""email"": ""stieparipurna15@gmail.com"", ""phone"": ""088213272135 / 021 - 29445514""}",2250000,500000,4000000,4500000,1000000,8000000,SWASTA,-,-1,-1,-
92,SEKOLAH TINGGI ILMU EKONOMI KBP,"Jalan Khatib Sulaiman No 61, KOTA PADANG",SUMATERA BARAT,"{""website"": ""http://www.akbpstie.ac.id/"", ""email"": ""ppmkbp@gmail.com"", ""phone"": ""0751-51398 / 0751-55450""}",5000000,3000000,7000000,10000000,6000000,14000000,SWASTA,-,-1,-1,-
93,UNIVERSITAS GALUH,"Jalan R.E. Martadinata No. 150, KABUPATEN CIAMIS",JAWA BARAT,"{""website"": ""https://unigal.ac.id/"", ""email"": ""info@unigal.ac.id"", ""phone"": ""776787 / 776787""}",6000000,1500000,10500000,12000000,3000000,21000000,SWASTA,-,-1,-1,-
94,POLITEKNIK JAMBI,"Jalan Lingkar Barat III Lrg Veteran Kelurahan Bagan Bete Kecamatan Kotabaru Jamb, KOTA JAMBI",JAMBI,"{""website"": ""www.politeknikjambi.ac.id"", ""email"": ""info@politeknikjambi.ac.id"", ""phone"": ""0741-5917477 / 0741-581505""}",6238500,1700000,10777000,12477000,3400000,21554000,SWASTA,-,-1,-1,-
95,UNIVERSITAS KARYA HUSADA SEMARANG,KOTA SEMARANG,JAWA TENGAH,"{""website"": ""www.unkaha.ac.id"", ""email"": ""info@unkaha.ac.id"", ""phone"": ""024 6724581 / 024 6724581""}",7000000,3000000,11000000,14000000,6000000,22000000,SWASTA,-,-1,-1,-
96,STMIK PGRI TANGERANG,"Jalan Perintis Kemerdekaan II Cikokol, KOTA TANGERANG",BANTEN,"{""website"": ""www.pgri-tng.ac.id"", ""email"": ""stmik@pgri.id"", ""phone"": ""021-5523052 / 021-55795777""}",2400000,2400000,2400000,4800000,4800000,4800000,SWASTA,-,-1,-1,-
97,AKADEMI PERTANIAN HKTI BANYUMAS,"Jalan Raya Purwokerto Km 12 Kalibagor, KABUPATEN BANYUMAS",JAWA TENGAH,"{""website"": """", ""email"": ""aktan_hkti@yahoo.com"", ""phone"": ""08156974743""}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
98,SEKOLAH TINGGI ILMU EKONOMI TAMAN SISWA,"Jalan Garuda No 44  Kemayoran, KOTA JAKARTA PUSAT",D.K.I. JAKARTA,"{""website"": """", ""email"": ""stietamsisjakarta@yahoo.com"", ""phone"": ""021 4265630 / 021 42884122""}",2400000,2400000,2400000,4800000,4800000,4800000,SWASTA,-,-1,-1,-
99,UNIVERSITAS SULBAR MANARANG,KABUPATEN MAMUJU,SULAWESI BARAT,"{""website"": ""-"", ""email"": ""-"", ""phone"": """"}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
100,UNIVERSITAS MUHAMMADIYAH JEMBER,"Jalan Karimata No 49, KABUPATEN JEMBER",JAWA TIMUR,"{""website"": ""www.unmuhjember.ac.id"", ""email"": ""kantorpusat@unmuhjember.ac.id"", ""phone"": ""336728 / 337957""}",23430100,200,46860000,46860200,400,93720000,SWASTA,-,-1,-1,-
101,UNIVERSITAS PRADITA,"Scienta Busines Park  Jl. gading Serpong Boulevard No.1 Curug Tangerang  Kelapa Dua  Tangerang Banten 15810, KABUPATEN TANGERANG",BANTEN,"{""website"": ""www.pradita.ac.id"", ""email"": ""info@pradita.ac.id"", ""phone"": ""55689999""}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
102,AKADEMI TEKNIK RADIODIAGNOSTIK DAN RADIOTERAPI PERSADA NUSANTARA BEKASI,KOTA BEKASI,JAWA BARAT,"{""website"": ""-"", ""email"": ""-"", ""phone"": """"}",4750000,4500000,5000000,9500000,9000000,10000000,SWASTA,-,-1,-1,-
103,INSTITUT TEKNOLOGI DAN BISNIS ARUNGPALAKKA,KABUPATEN BONE,SULAWESI SELATAN,"{""website"": ""https://itbarungpalakka.ac.id/"", ""email"": ""itbapbone@gmail.com"", ""phone"": ""082258079671""}",2700000,2400000,3000000,5400000,4800000,6000000,SWASTA,-,-1,-1,-
104,UNIVERSITAS ISLAM LAMONGAN,"Jalan Veteran 53A Lamongan Jawa Timur, KABUPATEN LAMONGAN",JAWA TIMUR,"{""website"": ""www.unisla.ac.id"", ""email"": ""info@unisla.ac.id"", ""phone"": ""0322-324706  322158 / 0322-324706  324707""}",3750000,2500000,5000000,7500000,5000000,10000000,SWASTA,-,-1,-1,-
105,POLITEKNIK SENI YOGYAKARTA,"Klidon Sukoharjo Ngaglik Sleman, KABUPATEN SLEMAN",D.I. YOGYAKARTA,"{""website"": ""www.poliseni.ac.id"", ""email"": ""poliseniyogyakarta@gamil.com"", ""phone"": ""0274-4464892 / 0274-4464892""}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
106,AKADEMI KEPERAWATAN TEUNGKU FAKINAH BANDA ACEH,"Jalan Jenderal Sudirman No 27-29 Banda Aceh, KOTA BANDA ACEH",ACEH,"{""website"": ""http://www.akpertgkfakinah.ac.id"", ""email"": ""akper_fakinah@yahoo.com ; akperfakinah@gmail.com"", ""phone"": ""0651-46245  46243 / 0651-46243""}",3000000,3000000,3000000,6000000,6000000,6000000,SWASTA,-,-1,-1,-
107,POLITEKNIK PALOPO,KOTA PALOPO,SULAWESI SELATAN,"{""website"": ""-"", ""email"": ""poltekpalopo@gmail.com"", ""phone"": """"}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
108,SEKOLAH TINGGI BAHASA ASING PRAYOGA,"Jalan Veteran No 8 Padang Sumbar, KOTA PADANG",SUMATERA BARAT,"{""website"": ""www.stba-prayoga.ac.id"", ""email"": ""info@stba-prayoga.ac.id"", ""phone"": ""085830305317 / 0751-31717""}",2575000,150000,5000000,5150000,300000,10000000,SWASTA,-,-1,-1,-
109,UNIVERSITAS SAINS DAN TEKNOLOGI JAYAPURA,"Jl Raya Sentani Padang Bulan Abepura  Jayapura - Papua, KOTA JAYAPURA",PAPUA,"{""website"": ""https://ustj.ac.id"", ""email"": ""ustj.papua21@gmail.com"", ""phone"": ""0967-581659; 582449 / 0967-582550""}",5250000,3700000,6800000,10500000,7400000,13600000,SWASTA,-,-1,-1,-
110,POLITEKNIK META INDUSTRI CIKARANG,"Jalan Inti I Blok C1 No. 7  Lippo Cikarang  Cikarang Bekasi, KABUPATEN BEKASI",JAWA BARAT,"{""website"": ""www.politeknikmeta.ac.id"", ""email"": ""info@politeknikmeta.ac.id"", ""phone"": ""02189902403 / 02189902404""}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
111,POLITEKNIK MALINAU,"Malinau, KABUPATEN MALINAU",KALIMANTAN UTARA,"{""website"": ""Politeknikmalinau.ac.id"", ""email"": ""poltek_malinau@yahoo.com"", ""phone"": ""0553-2022085 / 0553-2022085""}",2400000,2400000,2400000,4800000,4800000,4800000,SWASTA,-,-1,-1,-
112,SEKOLAH TINGGI ILMU MARITIM AMI,"Jl Pacuan Kuda No 1-5 Pulomas  Jakarta Timur, KOTA JAKARTA TIMUR",D.K.I. JAKARTA,"{""website"": ""www.stimar.ac.id"", ""email"": ""info@stimar.ac.id"", ""phone"": ""021-4754729 / 021-47861144""}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
113,SEKOLAH TINGGI BAHASA ASING CAKRAWALA NUSANTARA,"Jalan Bunga Jati No 88 Oesapa  Kelapa Lima, KOTA KUPANG",NUSA TENGGARA TIMUR,"{""website"": ""www.stibacnk.blogspot.com"", ""email"": ""stiba_cnkupang@yahoo.com"", ""phone"": ""0380-8586177 / 0380 - 8586177""}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
114,POLITEKNIK WAHDAH ISLAMIYAH MAKASSAR,KOTA MAKASSAR,SULAWESI SELATAN,"{""website"": ""-"", ""email"": ""-"", ""phone"": """"}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
115,STIKES WIJAYA HUSADA BOGOR,"Jl Raya Sindang Barang KM 86, KOTA BOGOR",JAWA BARAT,"{""website"": """", ""email"": ""wijayahusada@gmail.com"", ""phone"": ""0251-8327396""}",1,1,1,2,2,2,SWASTA,-,-1,-1,-
116,SEKOLAH TINGGI ILMU EKONOMI MIFTAHUL HUDA,"Jalan Rancasari Dalam No B-33 Pamanukan, KABUPATEN SUBANG",JAWA BARAT,"{""website"": ""www.stiemifdasubang.ac.id"", ""email"": ""mail@stiemifdasubang.ac.id"", ""phone"": ""081312360839""}",2950000,2900000,3000000,5900000,5800000,6000000,SWASTA,-,-1,-1,-
117,AKADEMI KEBIDANAN AR-RAHMA,"Jalan Raya Carat Gempol, KABUPATEN PASURUAN",JAWA TIMUR,"{""website"": ""www.akbidarrahma.ac.id"", ""email"": ""mail@akbidarrahma.ac.id"", ""phone"": ""0343857067 / 0343857067""}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
118,SEKOLAH TINGGI ILMU KEHUTANAN PANTE KULU,"Jalan Teuku Nyak Arief Darussalam, KOTA BANDA ACEH",ACEH,"{""website"": ""https://stikpantekulu.ac.id"", ""email"": ""official@stikpantekulu.ac.id"", ""phone"": ""081366660845""}",2400000,1800000,3000000,4800000,3600000,6000000,SWASTA,-,-1,-1,-
119,STIKES PAMENANG,KABUPATEN KEDIRI,JAWA TIMUR,"{""website"": ""www.stikespamenang.ac.id"", ""email"": ""stikespamenang@gmail.com"", ""phone"": ""399840""}",4000000,2000000,6000000,8000000,4000000,12000000,SWASTA,-,-1,-1,-
120,INSTITUT BIO SCIENTIA INTERNASIONAL INDONESIA,"Jl. Pulomas Barat Kav 88, KOTA JAKARTA TIMUR",D.K.I. JAKARTA,"{""website"": ""www.i3L.ac.id"", ""email"": ""operations@i3l.ac.id"", ""phone"": ""021-29567899 / 021-29617296""}",25750000,2500000,49000000,51500000,5000000,98000000,SWASTA,-,-1,-1,-
121,AKADEMI KEBIDANAN BUNGA BANGSAKU BANGKA,KABUPATEN OGAN KOMERING ILIR,SUMATERA SELATAN,"{""website"": ""akbid-bungabangsakubangka.ac.id"", ""email"": ""akbidbbb@gmail.com"", ""phone"": ""081 / 07174256437""}",3300000,600000,6000000,6600000,1200000,12000000,SWASTA,-,-1,-1,-
122,AKADEMI KOMUNITAS DARUSSALAM BLOKAGUNG,KABUPATEN BANYUWANGI,JAWA TIMUR,"{""website"": ""http://www.akd.ac.id"", ""email"": ""info@akd.ac.id"", ""phone"": ""081336492029""}",3030000,3030000,3030000,6060000,6060000,6060000,SWASTA,-,-1,-1,-
123,UNIVERSITAS PANCA MARGA,"Jl Yos Sudarso Pabean Dringu, KABUPATEN PROBOLINGGO",JAWA TIMUR,"{""website"": ""www.upm.ac.id"", ""email"": ""baak@upm.ac.id"", ""phone"": ""+62 335 422715 / +62 335 427923""}",2775000,2350000,3200000,5550000,4700000,6400000,SWASTA,-,-1,-1,-
124,UNIVERSITAS DR. DJAR WATTIHELUW,KABUPATEN MALUKU TENGAH,MALUKU,"{""website"": ""-"", ""email"": ""-"", ""phone"": """"}",2200000,2000000,2400000,4400000,4000000,4800000,SWASTA,-,-1,-1,-
125,UNIVERSITAS NAHDLATUL ULAMA SIDOARJO,"Jalan Monginsidi Dalam Kav. DPR Sidoklumpuk Sidoarjo, KABUPATEN SIDOARJO",JAWA TIMUR,"{""website"": ""www.unusida.ac.id"", ""email"": ""unu@unusida.ac.id"", ""phone"": ""8079900/8949736""}",3000000,1500000,4500000,6000000,3000000,9000000,SWASTA,-,-1,-1,-
126,SEKOLAH TINGGI ILMU ADMINISTRASI SANDIKTA,"Jalan Hankam No 208 Jatirahayu Pondok Gede, KOTA BEKASI",JAWA BARAT,"{""website"": ""stiasandikta.ac.id"", ""email"": ""stiasandikta@gmail.com"", ""phone"": ""021-8466569 / 021-84972414""}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
127,UNIVERSITAS MUHAMMADIYAH BUTON,"Jalan Betoambari No 36  Lanto  Batupoara, KOTA BAUBAU",SULAWESI TENGGARA,"{""website"": ""umbuton.ac.id"", ""email"": ""rektorat@umbuton.ac.id"", ""phone"": ""0402 2827038 / 0402 2827038""}",3850000,1200000,6500000,7700000,2400000,13000000,SWASTA,-,-1,-1,-
128,UNIVERSITAS ISLAM NUSANTARA,"Jalan Soekarno-Hatta No. 530, KOTA BANDUNG",JAWA BARAT,"{""website"": ""uninus.ac.id"", ""email"": ""info@uninus.ac.id"", ""phone"": ""-7509656 / -7509656""}",33520000,40000,67000000,67040000,80000,134000000,SWASTA,-,-1,-1,-
129,UNIVERSITAS LA TANSA MASHIRO,KABUPATEN LEBAK,BANTEN,"{""website"": ""https://unilam.ac.id"", ""email"": ""admin@unilam.ac.id"", ""phone"": ""0252 207163 / 0252 206794""}",1950000,1250000,2650000,3900000,2500000,5300000,SWASTA,-,-1,-1,-
130,STMIK AKI PATI,"Jalan Kamandowo No 13, KABUPATEN PATI",JAWA TENGAH,"{""website"": ""https://stmik-aki.ac.id/"", ""email"": ""stmik.aki06@gmail.com"", ""phone"": ""0295-382087 / 0295-382344""}",1750000,500000,3000000,3500000,1000000,6000000,SWASTA,-,-1,-1,-
131,SEKOLAH TINGGI ILMU KESEHATAN PEMKAB PURWOREJO,KABUPATEN PURWOREJO,JAWA TENGAH,"{""website"": ""https://spp.ac.id"", ""email"": ""info@spp.ac.id"", ""phone"": ""02753140576 / 02753140576""}",6175000,2400000,9950000,12350000,4800000,19900000,SWASTA,-,-1,-1,-
132,UNIVERSITAS SATYAGAMA,"Jalan Kamal Raya No 2-A Cengkareng, KOTA JAKARTA BARAT",D.K.I. JAKARTA,"{""website"": ""www.satyagama.ac.id"", ""email"": ""info@satyagama.ac.id"", ""phone"": ""5452377-78 / 54391325""}",3600037100,74201,7200000000,7200074201,148402,14400000000,SWASTA,-,-1,-1,-
133,UNIVERSITAS TOMPOTIKA LUWUK,"Jalan Dewi Sartika No 67 Luwuk, KABUPATEN BANGGAI",SULAWESI TENGAH,"{""website"": ""www.untika.ac.id"", ""email"": ""untika.luwuk67@gmail.com"", ""phone"": ""0461324027 / 0461324027""}",2800000,100000,5500000,5600000,200000,11000000,SWASTA,-,-1,-1,-
134,SEKOLAH TINGGI ILMU ADMINISTRASI MALANG,"Jalan Baiduri Bulan No 1, KOTA MALANG",JAWA TIMUR,"{""website"": ""www.stia-malang.ac.id"", ""email"": ""info@stia-malang.ac.id"", ""phone"": ""0341-553401 / 0341-562768""}",3750000,200000,7300000,7500000,400000,14600000,SWASTA,-,-1,-1,-
135,SEKOLAH TINGGI BAHASA ASING JIA,"Jl. Cut Muthia No. 30 KOTAMADYA BEKASI, KOTA BEKASI",JAWA BARAT,"{""website"": ""www.stba-jia.ac.id"", ""email"": ""info.mail@stba-jia.ac.id"", ""phone"": ""021-8822727 / 021-8822727""}",6012500,250000,11775000,12025000,500000,23550000,SWASTA,-,-1,-1,-
136,STKIP MUHAMMADIYAH LUMAJANG,"Jalan Brantas No 7, KABUPATEN LUMAJANG",JAWA TIMUR,"{""website"": ""-"", ""email"": ""stkipmuhlmj@gmail.com"", ""phone"": ""0334-881984""}",3700000,50000,7350000,7400000,100000,14700000,SWASTA,-,-1,-1,-
137,AMIK TOMAKAKA,"Jalan Ir H Juanda No 7744, KABUPATEN MAJENE",SULAWESI BARAT,"{""website"": """", ""email"": ""-"", ""phone"": ""0426-22-085 / 0426-22-085""}",2460000,2460000,2460000,4920000,4920000,4920000,SWASTA,-,-1,-1,-
138,UNIVERSITAS KATOLIK WEETEBULA,KABUPATEN SUMBA BARAT DAYA,NUSA TENGGARA TIMUR,"{""website"": ""-"", ""email"": ""-"", ""phone"": ""081237963139""}",2685000,2560000,2810000,5370000,5120000,5620000,SWASTA,-,-1,-1,-
139,UNIVERSITAS ABDUL AZIS LAMADJIDO,KOTA PALU,SULAWESI TENGAH,"{""website"": ""-"", ""email"": ""-"", ""phone"": """"}",2000000,1000000,3000000,4000000,2000000,6000000,SWASTA,-,-1,-1,-
140,POLITEKNIK GUSDURIAN,KABUPATEN BANYUMAS,JAWA TENGAH,"{""website"": ""poltekgusdurian.ac.id"", ""email"": ""campus@poltekgusdurian.ac.id"", ""phone"": ""0281636133""}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
141,STKIP AL HIKMAH SURABAYA,"Jl. Kebonsari Elveka V Surabaya, KOTA SURABAYA",JAWA TIMUR,"{""website"": ""www.hikmahuniversity.ac.id"", ""email"": ""stkiph@hikmahuniversity.ac.id"", ""phone"": ""031-8295825 /8295817""}",3850000,3800000,3900000,7700000,7600000,7800000,SWASTA,-,-1,-1,-
142,UNIVERSITAS SARI MUTIARA INDONESIA,"Jalan Kapten Muslim No. 79 Medan, KOTA MEDAN",SUMATERA UTARA,"{""website"": ""www.sari-mutiara.ac.id"", ""email"": ""info@sari-mutiara.ac.id"", ""phone"": ""085361670151 / -8471550""}",30060003,120000,60000006,60120006,240000,120000012,SWASTA,-,-1,-1,-
143,SEKOLAH TINGGI TEKNIK MULTIMEDIA INTERNASIONAL MALANG,KOTA MALANG,JAWA TIMUR,"{""website"": ""-"", ""email"": ""-"", ""phone"": """"}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
144,UNIVERSITAS HARAPAN MEDAN,"Jln. H.M. Joni No. 70 C Medan, KOTA MEDAN",SUMATERA UTARA,"{""website"": ""https://unhar.ac.id/"", ""email"": ""unhar@harapan.ac.id"", ""phone"": ""061-4514560 / 061-4514560""}",3500000,1000000,6000000,7000000,2000000,12000000,SWASTA,-,-1,-1,-
145,AKADEMI KEPERAWATAN YAYASAN DHARMA BHAKTI JAKARTA,"Jl. Jagakarsa Raya No. 20  Ciganjur, KOTA JAKARTA SELATAN",D.K.I. JAKARTA,"{""website"": ""-"", ""email"": ""-"", ""phone"": """"}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
146,UNIVERSITAS JANABADRA,"Jl Tentara Rakyat Mataram 55, KOTA YOGYAKARTA",D.I. YOGYAKARTA,"{""website"": ""www.janabadra.ac.id"", ""email"": ""info@janabadra.ac.id"", ""phone"": ""561039 / 561039""}",4050000,500000,7600000,8100000,1000000,15200000,SWASTA,-,-1,-1,-
147,AKADEMI AKUNTANSI INDONESIA PADANG,"Jalan Veteran Dalam No 26 B, KOTA PADANG",SUMATERA BARAT,"{""website"": ""akademiakuntansi.unespadang.ac.id"", ""email"": ""aaipadang@unespadang.ac.id"", ""phone"": ""0751-28859 / 0751-32694""}",1162500,175000,2150000,2325000,350000,4300000,SWASTA,-,-1,-1,-
148,UNIVERSITAS TJUT NYAK DHIEN,"Jalan Gatot Subroto / Jl. Rasmi No. 28, KOTA MEDAN",SUMATERA UTARA,"{""website"": ""www.utnd.ac.id"", ""email"": ""univ.utnd@gmail.com"", ""phone"": ""061-8451508 / 061-8441163""}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
149,AKADEMI KEPERAWATAN KESDAM I/BUKIT BARISAN BINJAI,"Jl. Bandung No. 4  Binjai, KOTA BINJAI",SUMATERA UTARA,"{""website"": ""http://akperkesdam-binjai.ac.id/"", ""email"": """", ""phone"": """"}",4200000,4200000,4200000,8400000,8400000,8400000,SWASTA,-,-1,-1,-
150,UNIVERSITAS DIRGANTARA MARSEKAL SURYADARMA,"Komplek Bandar Udara Halim Perdanakusuma  Jl Protokol Halim PK - Jakarta, KOTA JAKARTA TIMUR",D.K.I. JAKARTA,"{""website"": ""www.universitassuryadarma.ac.id"", ""email"": ""baaunsurya1@gmail.com"", ""phone"": ""021 - 8093475 / 021- 8009246""}",9612500,1,19225000,19225001,2,38450000,SWASTA,-,-1,-1,-
151,INSTITUT SWADIRI,KOTA JAYAPURA,PAPUA,"{""website"": ""https://institutswadiri.ac.id/"", ""email"": ""kampus@institutswadiri.ac.id"", ""phone"": ""081377454545""}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
152,GEORGETOWN UNIVERSITY,KOTA JAKARTA PUSAT,D.K.I. JAKARTA,"{""website"": ""-"", ""email"": ""-"", ""phone"": """"}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
153,STIKES BHAKTI PERTIWI LUWU RAYA,"Jalan Imam Bonjol No 27, KOTA PALOPO",SULAWESI SELATAN,"{""website"": ""stikesbhaktipertiwi.ac.id"", ""email"": ""stikesluwuraya9@gmail.com"", ""phone"": ""04713307444 / 047121053""}",2000000,2000000,2000000,4000000,4000000,4000000,SWASTA,-,-1,-1,-
154,STKIP PESISIR SELATAN,"Jln. Limau Sundai  Balai Selasa  Kecamatan Ranah Pesisir  Kabupaten Pesisir Sela, KABUPATEN PESISIR SELATAN",SUMATERA BARAT,"{""website"": ""www.stkip-pessel.ac.id"", ""email"": ""stkip_ps@yahoo.com"", ""phone"": """"}",325,325,325,650,650,650,SWASTA,-,-1,-1,-
155,UNIVERSITAS SANGGA BUANA,"Jalan PHH Mustopa No 68, KOTA BANDUNG",JAWA BARAT,"{""website"": ""www.usbypkp.ac.id"", ""email"": ""pddikti@usbypkp.ac.id"", ""phone"": ""022-7275489 / 022-7201756""}",8225000,10000,16440000,16450000,20000,32880000,SWASTA,-,-1,-1,-
156,AKADEMI KEPERAWATAN YPSBR MUARA BULIAN,"Jalan Pramuka  Muara Bulian, KABUPATEN BATANG HARI",JAMBI,"{""website"": """", ""email"": ""akperypsbr@yahoo.co.id"", ""phone"": ""081366844545""}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
157,STKIP MODERN NGAWI,"Jl. A. Yani 99 Beran Ngawi, KABUPATEN NGAWI",JAWA TIMUR,"{""website"": ""stkipmodernngawi.ac.id"", ""email"": ""info@stkipmodernngawi.ac.id"", ""phone"": ""0351 7401546 / 000""}",1575000,500000,2650000,3150000,1000000,5300000,SWASTA,-,-1,-1,-
158,UNIVERSITAS MUHAMMADIYAH KUDUS,KABUPATEN KUDUS,JAWA TENGAH,"{""website"": ""www.umku.ac.id"", ""email"": ""sekretariat@umku.ac.id"", ""phone"": ""0291437218 / 0291442993""}",4250000,500000,8000000,8500000,1000000,16000000,SWASTA,-,-1,-1,-
159,UNIVERSITAS MUHAMMADIYAH PURWOREJO,"Jalan KH Ahmad Dahlan No 3, KABUPATEN PURWOREJO",JAWA TENGAH,"{""website"": ""www.umpwr.ac.id"", ""email"": ""info@umpwr.ac.id"", ""phone"": ""0275-321494 / 0275-321494-116""}",1973750,160000,3787500,3947500,320000,7575000,SWASTA,-,-1,-1,-
160,SEKOLAH TINGGI HUKUM INDONESIA JENTERA,"Puri Imperium Office Plaza Upper Ground Floor Unit 15  Jl. Kuningan Madya Kav. 5-, KOTA JAKARTA SELATAN",D.K.I. JAKARTA,"{""website"": ""www.jentera.ac.id"", ""email"": ""info@jentera.ac.id"", ""phone"": ""021 8302070 / 021 83701810""}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
161,UNIVERSITAS MADANI,KABUPATEN BANTUL,D.I. YOGYAKARTA,"{""website"": ""http://umad.ac.id"", ""email"": ""info@umad.ac.id"", ""phone"": ""2842380""}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
