id_sp,kab_kota_pt,provinsi_pt,akreditasi,nama_singkat,status_pt,nama_pt,jenis_pt,jumlah_prodi,range_biaya_kuliah,kelompok,pembina,kode_pt,email,no_tel,no_fax,website,alamat,nm_singkat,kode_pos,kecamatan_pt,lintang_pt,bujur_pt,tgl_berdiri_pt,tgl_sk_pendirian_sp,sk_pendirian_sp,akreditasi_pt,status_akreditasi
9U5ehXjrt2wWzp1mZv9mztNj8LENZWXi80gc7cmaey5FZgGuhquL5WGBfo885tjKWJY8xQ==,Kab. Purbalingga,Prov. Jawa Tengah,Baik,POLMATHIK,Aktif,Politeknik Madyathika ,Swasta,3,1.250.000 - 3.750.000,Perguruan Tinggi Swasta,LLDIKTI VI,065045  ,humas@polmathik.ac.id,+62 89527861133,-,polmathik.ac.id,-,POLMATHIK,-,Tidak Diisi,-7.3995699,109.3758869,2023-07-21T00:00:00Z,2023-07-21T00:00:00Z,179/D/OT/2023,Baik,-
HdVja_DNjM_jtw5p_SNoK5YUzrwa4rWKoFYHl34kh378oLr-LsRzsItuFZNs-M-VD31Ejw==,Kab. Solok Selatan,Prov. Sumatera Barat,Baik,-,Aktif,STKIP Widyaswara Indonesia,Swasta,2,200.000 - 2.500.000,Perguruan Tinggi Swasta,LLDIKTI X,103113  ,infostkip.wi@gmail.com, 0755-70416, 0755-70946, www.kampuswidyaswaraindonesia.ac.id,Muara Labuh,-,12345,Kec. Sungai Pagu,-1.468111,101.031483,2009-08-03T00:00:00Z,2009-08-03T00:00:00Z,115/D/O/2009,Baik,-
C8TzVLnWysSuWtYGzfT636i0u_nnuLKdZjJzf-UeWAZpaw_Zv_kq7-OdWiHMJe0xx487Cg==,Kota tangerang Selatan,Prov. Banten,-,-,Tutup,Akademi Bahasa Asing YPKK Tangerang,Swasta,1,-,Perguruan Tinggi Swasta,LLDIKTI IV,044008  ,aba_ypkk_tng1@plasa.com,021-7431814,021-7431814,-,Perum Bukit Cirendeu C 6 No 7 Pisangan Ciputat,-,15419,Kec. Ciputat,0.0,0.0,2000-09-19T00:00:00Z,2019-03-08T00:00:00Z,83/M/KPT/2019,-,-
1-J0GRVo73sH5eeTcaj4ETz9e2VU5izkxFFg9r7EdYswVzaFWgJZXGkl11tLk7RKLb-6UA==,Kota Palangka Raya,Prov. Kalimantan Tengah,Baik,STMIK PALANGKARAYA,Aktif,STMIK Palangka Raya,Swasta,4,2.400.000 - 4.000.000,Perguruan Tinggi Swasta,LLDIKTI XI,113066  ,humas@stmikplk.ac.id,0536-3224593,0536-3225515,www.stmikplk.ac.id,Jalan G. Obos No.114,STMIK PALANGKARAYA,73112,Tidak Diisi,-2.228009,113.896694,1995-09-28T00:00:00Z,2007-05-24T00:00:00Z,71DO2007,Baik,-
hxV65i5KikwecJRKwfN9kOHG7vNutRCebEpbnmqFs0pldKrVjKdn6l0Fmk4JxuMPMqDJcQ==,Kota Jayapura,Prov. Papua,Baik,STISIP SILAS PAPARE ,Aktif,STISIP Silas Papare Jayapura,Swasta,2,-,Perguruan Tinggi Swasta,LLDIKTI XIV,143002  ,stisipoljayapura@yahoo.co.id,09675163071,09675163071, www.stisipol-silaspapare-jayapura.com,Jalan Diponegoro No 14 Jayapura,STISIP SILAS PAPARE ,99111,Tidak Diisi,-2.5441758,140.6952684,1985-10-05T00:00:00Z,1985-10-05T00:00:00Z,0434/0/1985,Baik,-
4pLksrEilciQ2swW8gQtC4Jkw9jJx-2mNMMLsTvtqG5TC-MIUdKSeACCnjY17xrtEVrjNA==,Kota Denpasar,Prov. Bali,Baik Sekali,Prime-U,Aktif,Universitas Primakara,Swasta,8,2.370.000 - 30.100.000,Perguruan Tinggi Swasta,LLDIKTI VIII,081050  ,info@primakara.ac.id,03618956084,-,www.primakara.ac.id,-,Prime-U,-,Tidak Diisi,-8.689625,115.237758,2023-05-22T00:00:00Z,2023-05-22T00:00:00Z,433/E/O/2023,Baik Sekali,-
inDk6ODqvGCGSOMfZH5b2Dxctxs9QzAzMy-hlBddnIAn5DppASoYEiKYJk5Xfw-5pGUtWg==,Kab. Soppeng,Prov. Sulawesi Selatan,Baik,STISIPOL Petta Barin,Aktif,STISIP Petta Baringeng Soppeng,Swasta,3,-,Perguruan Tinggi Swasta,LLDIKTI IX,093058  ,stisipolpb@yahoo.com,0484-421512,0484-421512,http//www.stisipolpb.ac.id,Jalan Poros Salaonro Kelurahan Ujung Kecamatan Lilirilau,STISIPOL Petta Barin,90871,Kec. Lili Rilau,-4.3390365,119.9941997,1987-05-15T00:00:00Z,1993-11-23T00:00:00Z,152/D/O/1993,Baik,-
dBVMDW63LWpXKMxNjo7Gnf5YtECVVqILZ9_7pUtA_nkQlOrGHI9WxtcfjKe_4cPhv1D36Q==,Kab. Lampung Selatan,Prov. Lampung,-,STKIP TUNAS PALAPA,Alih Bentuk,STKIP Tunas Palapa,Swasta,4,-,Perguruan Tinggi Swasta,LLDIKTI II,023126  ,stkip.tunaspalapa.bandarjaya@gmail.com,0725-7039600,0725-7039600,tunaspalapa.com,-,STKIP TUNAS PALAPA,-,Tidak Diisi,-4.934277,105.221599,2014-07-24T00:00:00Z,2014-07-24T00:00:00Z,273/E/O/2014,-,-
e-YNobenR79xTeqAvSP17u3TusUmh8i2Guu0LCvGxD2MQ5xR0J7FJtZR9hkkbkwZgA5eZA==,Kota Jakarta Barat,Prov. D.K.I. Jakarta,-,STKIP MNC,Alih Bentuk,Sekolah Tinggi Keguruan dan Ilmu Pendidikan Media Nusantara Citra,Swasta,2,-,Perguruan Tinggi Swasta,LLDIKTI III,033213  ,sekretariat@stkipmnc.ac.id,021-58302068,-,www.stkipmnc.ac.id,Jalan Panjang Komplek Green Garden Blok ZIII Kedoya Utara,STKIP MNC,11520,Tidak Diisi,-6.1640741,106.7634882,2018-03-15T00:00:00Z,2018-03-15T00:00:00Z,277/KPT/I/2018,-,-
ez8c8LOXAAc134aI9C0HYgPSDwNiMmGAFBb6er8-xSYfc-K8-bjUVVsh_P7nXmonGnzkZw==,Kota Makassar,Prov. Sulawesi Selatan,-,STIKes Mega Rezky,Alih Bentuk,Sekolah Tinggi Ilmu Kesehatan Mega Rezky,Swasta,14,-,Perguruan Tinggi Swasta,LLDIKTI IX,093145  ,stikesmegarezky@yahoo.co.id,0411-492401-496-401,0411-496-614,www.stikesmegarezky.ac.id,Jalan Antang Raya No. 43 Makassar,STIKes Mega Rezky,90223,Kec. Makasar,0.0,0.0,2005-11-16T00:00:00Z,2005-11-16T00:00:00Z,166DO2005,-,-
ilW2q1U3pd19_s3JUAHJnUuax91LmUFTsDJpzgeznEHOTdJS08BLtU2-BawRIPjopXKEqA==,Kab. Lamongan,Prov. Jawa Timur,Baik,UMLA,Aktif,Universitas Muhammadiyah Lamongan,Swasta,23,-,Perguruan Tinggi Swasta,LLDIKTI VII,071096  ,um.lamongan@yahoo.co.id,0322 322356,0322 322356,www.umla.ac.id,-,UMLA,-,Tidak Diisi,-7.1062329,112.3899618,2018-10-12T00:00:00Z,2018-10-12T00:00:00Z,880/KPT/I/2018,Baik,-
8HmnNqs9XaVB1jfrUosOI1MZAK4KNQvZLg-EpXHN5q2zXGpPTIAyGOLkFI8_1TekdzZVBg==,Kota Malang,Prov. Jawa Timur,Baik Sekali,UBHINUS,Aktif,Universitas Bhinneka Nusantara,Swasta,6,600.000 - 22.500.000,Perguruan Tinggi Swasta,LLDIKTI VII,071127  ,ubhinus@ubhinus.ac.id,(0341) 560823,-,https://ubhinus.ac.id/,-,UBHINUS,-,Tidak Diisi,0.0,0.0,2025-01-10T00:00:00Z,2025-01-10T00:00:00Z,52/A/O/2025,Baik Sekali,-
o4Y43gZEC6VP43WbAqBMM4Ad5uC4HwVsMTAnTiAyHK6P35QeB029KBAP4LSSHzkFvyaT8Q==,Kota Pontianak,Prov. Kalimantan Barat,Baik,STIEP,Alih Bentuk,Sekolah Tinggi Ilmu Ekonomi Pontianak,Swasta,3,-,Perguruan Tinggi Swasta,LLDIKTI XI,113007  ,stiepontianak163@gmail.com,05618172645       ,05618172645       , http://stiepontianak.ac.id,Jalan Sultan Hamid II No 163 ,STIEP,78235,Kec. Pontianak Timur,-0.031345,109.359043,1983-03-11T00:00:00Z,1986-06-04T00:00:00Z,0628/O/1990,Baik,-
ZQVmcVsEmKDtg9Ov9ZIzSciRjeUzeDKmlleUBBxh7XzxN8__Vz9ZILvFnjCRtoBiJE8ilw==,Kota Medan,Prov. Sumatera Utara,Baik,STIEGK,Aktif,Sekolah Tinggi Ilmu Ekonomi Graha Kirana,Swasta,2,-,Perguruan Tinggi Swasta,LLDIKTI I,013068  , stie@graha-kirana.com,061-4521924,061-4154630, www.grahakirana.ac.id,Jalan Kirana Raya No 20-22 ,STIEGK,20112,Tidak Diisi,3.5903436,98.6633903,1998-07-14T00:00:00Z,1998-07-14T00:00:00Z,53DO1998,Baik,-
zqdr2XKueHVGg9ESgJK2d5ap2_uSBsnlVnjh6KQuCBOYTdwWRvn_xZsM2VgQU87zmP15kw==,Kota Padang,Prov. Sumatera Barat,B,STIA LPPN Padang,Aktif,Sekolah Tinggi Ilmu Administrasi Lppn,Swasta,4,-,Perguruan Tinggi Swasta,LLDIKTI X,103014  ,info@stia-lppn.ac.id,0751-25-052,0751-25-052,stia-lppn.ac.id,Jl Seberang Padang Selatan I No 13 15,STIA LPPN Padang,25214,Tidak Diisi,-0.957138,100.373662,1984-05-22T00:00:00Z,1984-05-22T00:00:00Z,038701986,B,-
pqsbytiBfBh72MaRef-T24toCMtDC16Aa6300Z3kxFKPL91_QujAiaW5-0_1Tc9rTgMFwg==,Kota Sukabumi,Prov. Jawa Barat,Baik,POLIKAMI,Aktif,Politeknik Sukabumi,Swasta,5,1.000.000 - 4.600.000,Perguruan Tinggi Swasta,LLDIKTI IV,045020  ,direktorat@polteksmi.ac.id,0266215417,0266215417,www.polteksmi.ac.id,Jalan Babakan Sirna No 25 Kelurahan Benteng,POLIKAMI,43111,Kec. Warudoyong,-6.9197745,106.9127762,2002-06-20T00:00:00Z,2002-12-30T00:00:00Z,281D02002,Baik,-
RLQ8U_HQ3rsUdE5hnWgodyOWXck2wnOiRLyqYj5e3TlaHKIc33KzRSvFQBH8-_a9DVcRtw==,Kab. Maluku Tengah,Prov. Maluku,-,(STISIP) Kebangsaan,Aktif,Sekolah Tinggi Ilmu Sosial Ilmu Politik Kebangsaan,Swasta,3,-,Perguruan Tinggi Swasta,LLDIKTI XII,123032  ,stisipkebangsaan_masohi@yahoo.co.id,0914-2311688,0914-2311688,www.stisipkebangsaanmasohi.com,Jalan Abdullah Soulissa ,(STISIP) Kebangsaan,97511,Tidak Diisi,-3.3345839,128.9359132,2002-08-02T00:00:00Z,2002-08-02T00:00:00Z,152DO2002,-,-
ADO0j8dLPCO8eSClOFhSPNUN4OgikJfuf1WHgLbpJu5esWNk-hHJEuAMAfCa6aaNSTzEfA==,Kota Padang,Prov. Sumatera Barat,Baik Sekali,UNITAS,Aktif,Universitas Tamansiswa,Swasta,14,1 - 6.500.000,Perguruan Tinggi Swasta,LLDIKTI X,101005  ,unitaspadang@yahoo.com,(0751) 40020,(0751) 4447170,unitas-pdg.ac.id,Jalan Tamansiswa No 9 Padang,UNITAS,25138,Kec. Padang Utara,-0.9293342,100.3629613,1987-05-09T00:00:00Z,2017-08-29T00:00:00Z,469/KPT/I/2017,Baik Sekali,-
E1NTxKkqI_uM7q9qeBhbgvXDwVT2KXWCHR08UTplhCAU8XJn0u0NVM1KPApUgljj7K9lBg==,Kab. Nias,Prov. Sumatera Utara,-,IKIP Gunungsitoli,Alih Bentuk,IKIP Gunung Sitoli,Swasta,8,-,Perguruan Tinggi Swasta,LLDIKTI I,012001  ,adminen@ikipgunungsitoli.ac.id,0639-21616,0639-21616,http://ikipgunungsitoli.ac.id,Jl Yos Sudarso No 118E-S ,IKIP Gunungsitoli,22815,Tidak Diisi,1.3020333,97.6080912,1965-11-15T00:00:00Z,1965-11-15T00:00:00Z,15,-,-
sytg8Wiz8KQvR3O90UiJIV1LvlJuJWuaVuVE8CoOr0pv5bSbleccPuVy3kAvObG6SDN0AQ==,Kab. Cirebon,Prov. Jawa Barat,-,AAK An Nasher,Alih Bentuk,Akademi Analis Kesehatan An Nasher Cirebon,Swasta,2,5.785.000 - 6.960.000,Perguruan Tinggi Swasta,LLDIKTI IV,044132  ,info@aakannasher.ac.id,(0231) 322919,(0231) 322919,www.aakannasher.ac.id,PP. Tarbiyatul Banin Kaliwadas Sumber Cirebon,AAK An Nasher,45611,Tidak Diisi,-6.7478085,108.4812845,2003-10-17T00:00:00Z,2006-11-27T00:00:00Z,4337DT2006,-,-
0l5DA9BJ7FN7sDp4heYj3gUneL_aTPEOE_8vEf6IIGhCIC9tWkrEg8hAvdY4OAmd1KMaNw==,Kab. Takalar,Prov. Sulawesi Selatan,Baik,-,Aktif,STIKES Tanawali Takalar,Swasta,4,2.500.000 - 5.000.000,Perguruan Tinggi Swasta,LLDIKTI IX,093148  ,info@stikestanawali.ac.id,041822000,04182200, stikestanawali.ac.id,Jalan Jenderal Sudirman No 23 ,-,92012,Tidak Diisi,0.0,0.0,2006-08-03T00:00:00Z,2006-08-03T00:00:00Z,155DO2006,Baik,-
22ACS_VKh14B2OTPPzCLbUTT7hv9irdng3uzvRgOKXI1EckUFeUiqn2Gu3kTYHEmwL3j4w==,Kab. Aceh Tenggara,Prov. Aceh,-,AKBID YNH,Alih Bentuk,Akademi Kebidanan Nurul Hasanah,Swasta,1,-,Perguruan Tinggi Swasta,LLDIKTI XIII,134021  , akbidynh@gmail.com,082269007606,0629-21934, https://akbidnurulhasanah.ac.id/,Jl Ahmad Yani No 23 Pulo Kemiri,AKBID YNH,64561,Kec. Babussalam,3.49517,97.807816,2006-04-20T00:00:00Z,2006-04-20T00:00:00Z,21,-,-
zf3SvQdWgatbmAIlkvnQPK6vcnsO5phj9ywKgEdnV16YtgG9kBQJhm7A9e0qGtNFxCraoQ==,Kota Bandung,Prov. Jawa Barat,Baik,ABA Internasional ,Aktif,Akademi Bahasa Asing Internasional Bandung,Swasta,2,1.000.000 - 8.500.000,Perguruan Tinggi Swasta,LLDIKTI IV,044133  ,info@abainter.ac.id,"022 - 6005133, 68030","022 - 6005133, 68030",abainter.ac.id,"Jalan Soekarno Hatta No 22 Bandung
Jalan Parahyangan Km. 1,2, Kota Baru Parahya",ABA Internasional ,40221,Tidak Diisi,0.0,0.0,2004-04-06T00:00:00Z,2006-07-05T00:00:00Z,2620DT2006,Baik,-
jduE8mnO7-GNPWMUb3OAKxMvthfRRDn0J8hVDHKuaKwXNN5HGLQFo_6FQFG0vri2i4oNcg==,Kab. Lampung Timur,Prov. Lampung,-,-,Alih Bentuk,Akademi Perikanan Bhima Sakti,Swasta,1,-,Perguruan Tinggi Swasta,LLDIKTI II,024015  ,-,08127252725,-,-,Jalan Pramuka Labuhan Ratu II Lampung Timur,-,34196,Kec. Way Jepara,0.0,0.0,1998-04-01T00:00:00Z,1998-04-01T00:00:00Z,18DO1998,-,-
PRgFxVd2nWQANA-bV7CZPVOhPGaptArM_5-8dx_42AF4Ht_rHZ8wq5WimaLXZzoEmLo33Q==,Kab. Jombang,Prov. Jawa Timur,Baik,AKPER BU,Aktif,Akademi Keperawatan Bahrul  Ulum Jombang,Swasta,1,-,Perguruan Tinggi Swasta,LLDIKTI VII,074038  ,akperbu2001@gmail.com,0321-876040,0321-876040,www.akper-bu.ac.id,Jl KH A Wahab Chasbullah Gg Iv Tambakberas,AKPER BU,61451,Tidak Diisi,0.0,0.0,2001-09-28T00:00:00Z,2003-12-10T00:00:00Z,4027DT2003,Baik,-
O-GlIFPmqpiWSWlFpxrLOyNujUZpe4QG-7lzl7SPHxti0bYbssbjO85snG052_m8OPdosg==,Kab. Brebes,Prov. Jawa Tengah,Baik Sekali,UMUS,Aktif,Universitas Muhadi Setiabudi,Swasta,11,850.000 - 6.501.000,Perguruan Tinggi Swasta,LLDIKTI VI,061036  ,umus@umus.ac.id,(0283) 6199000,(0283) 6199001,www.umus.ac.id ," Jl. P. Diponegoro Km 2 Pesantunan, Wanasari Brebes – Jawa Tengah
",UMUS,52252,Tidak Diisi,-6.8652962,109.0178671,2012-10-02T00:00:00Z,2012-10-02T00:00:00Z,348/E/O/2012,Baik Sekali,-
q-3LPNCLC0NA1i7jWmkuecSlvPQy2P-ieS9uItvLJQAAgarHW3QVYwACWB7WHQ7m69XLKw==,Kab. Yapen Waropen,Prov. Papua,Baik,STIE OG SERUI,Aktif,Sekolah Tinggi Ilmu Ekonomi Ottow & Geissler Serui,Swasta,2,2.500.000 - 2.500.000,Perguruan Tinggi Swasta,LLDIKTI XIV,143011  ,stieogs@gmail.com,0983-32-869,0983-32-869,www.stieogserui.ac.id,Jalan Hasanudin Serui ,STIE OG SERUI,98111,Tidak Diisi,-1.8755445,136.2386442,2000-10-04T00:00:00Z,2000-10-04T00:00:00Z,211/D/O/2000,Baik,-
KoBNATCHL7YamIsc0bOhTNX8uCKmkryWY-kjl5aP0o_fvl4W3pcTvUekW6h0Qkoh9RGg6A==,Kota Malang,Prov. Jawa Timur,-,STMIK ASIA Malang,Alih Bentuk,STMIK Asia Malang,Swasta,3,-,Perguruan Tinggi Swasta,LLDIKTI VII,073116  ,asia@asia.ac.id,0341-478877,0341-4345225,www.asia.ac.id,Jl. Soekarno Hatta - Rembuksari 1A Malang   ,STMIK ASIA Malang,61234,Kec. Lowokwaru,-7.937792,112.626839,2001-09-28T00:00:00Z,2008-05-28T00:00:00Z,89DO2008,-,-
pCCwDx2X9u7nbmjJrJ6EWYJ-wmRztwswpzO3Hq1OcGwCa0jooqqvhCgEjsIZPLEVFdHc3g==,Kab. Kep. Sangihe,Prov. Sulawesi Utara,Baik,AKP GMIST Tahuna,Aktif,Akademi Keuangan Perbankan Tahuna,Swasta,1,2.250.000 - 2.250.000,Perguruan Tinggi Swasta,LLDIKTI XVI,164005  ,akademik@akptahuna.ac.id,0432-22-860,0432-21-403, www.akptahuna.ac.id,Jalan Gereja Komplek Sinode GMIST,AKP GMIST Tahuna,95812,Tidak Diisi,3.608893,125.487178,1997-12-30T00:00:00Z,1997-10-30T00:00:00Z,73DO1997,Baik,-
bunrbZ92xwuQQyQuuhNBN_EqwAV10rcHFw6PQ-StUeHSaUpQHYiMvZB3cH-8kVjUfXL2Jg==,Kota Depok,Prov. Jawa Barat,Baik,Poltek Tiara Bunda,Aktif,Politeknik Tiara Bunda,Swasta,5,6.000.000 - 9.000.000,Perguruan Tinggi Swasta,LLDIKTI IV,045049  ,poltektiarabunda@gmail.com,021-7541172,021-7541172,politekniktiarabunda.ac.id,-,Poltek Tiara Bunda,-,Tidak Diisi,-6.3363896,106.7815864,2019-09-27T00:00:00Z,2019-09-27T00:00:00Z,860/KPT/I/2019,Baik,-
J7CwP9EP9pBZ8lU3NRlCHiqQ2Idv8G_8e9ZfC09gNgwscNkXcgqFl_6uNo_P25KpcZG7Fg==,Kota Medan,Prov. Sumatera Utara,Baik Sekali,UMI MEDAN,Aktif,Universitas Methodist Indonesia,Swasta,14,1.710.000 - 30.000.000,Perguruan Tinggi Swasta,LLDIKTI I,011006  ,info@methodist.ac.id,0614536465,0614567533,www.methodist.ac.id,Jalan Hang Tuah No 8 ,UMI MEDAN,20152,Kec. Medan Polonia,1.5798829,100.3623782,1965-08-01T00:00:00Z,2017-01-19T00:00:00Z,87/KPT/I/2017,Baik Sekali,-
u96NbM8hWSJfFUHoYSJdvGVwB4wEwpDvPcKohWviuG3qudhXEt5Z--xFSOf8D5Fh9qkRfg==,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,-,-,Aktif,Akademi Komunitas Bisnis Internasional,Swasta,1,-,Perguruan Tinggi Swasta,LLDIKTI III,036002  ,-,-,-,-,-,-,-,Tidak Diisi,0.0,0.0,2022-09-06T00:00:00Z,2022-09-06T00:00:00Z,253/D/OT/2022,-,-
jHbRkwY-hAkoERNRjyTBgGGDtBJIxURZIoyhihA6hX6D4J-hB_ss3G_Sp-DsZCC9OUAL9A==,Kab. Pekalongan,Prov. Jawa Tengah,-,POLITEKNIK MUHAMMADI,Alih Bentuk,Politeknik Muhammadiyah Pekalongan,Swasta,3,-,Perguruan Tinggi Swasta,LLDIKTI VI,065019  ,admin@politeknikmuhpkl.ac.id,0285 385313,0285 385313,politeknikmuhpkl.ac.id,Jalan Pahlawan No 10 Kajen,POLITEKNIK MUHAMMADI,51161,Tidak Diisi,-7.0219,109.58461,2005-06-24T00:00:00Z,2005-06-24T00:00:00Z,91DO2005,-,-
_wIqXFBBO6Sa7jmbOcPurvif3L_LwtH2gupaKezJgbmtAwIKY27-79_Hb1yHpMIYwU8vMQ==,Kota Baubau,Prov. Sulawesi Tenggara,Baik,POLBA,Aktif,Politeknik Baubau,Swasta,8,350.000 - 22.200.000,Perguruan Tinggi Swasta,LLDIKTI IX,095009  ,politeknikbaubau@gmail.com,04022823600,04022823600,www.poltekbaubau.ac.id,Jl. Lakarambu,POLBA,-,Kec. Betoambari,-5.4791878,122.5876571,2017-09-04T00:00:00Z,2017-09-04T00:00:00Z,478/KPT/I/2017,Baik,-
pRuTgML_2j1NbUgjHtoV4TvzbJdiWK8T0XQXqplwOOBC3FLJ7MqDecU2d0zWMeb_DAcHtQ==,Kota Jakarta Utara,Prov. D.K.I. Jakarta,Baik,STMT MALAHAYATI,Aktif,Sekolah Tinggi Manajemen Transportasi Malahayati,Swasta,2,2.400.000 - 4.000.000,Perguruan Tinggi Swasta,LLDIKTI III,033143  ,stmt_malahayati@yahoo.com,021 21483354,021 44854101,http://www.stmt-malahayati.ac.id/,"Jl Sungai Tirem No 43, Marunda Baru- Cilincing Jakarta Utara",STMT MALAHAYATI,14150,Tidak Diisi,-6.1243791,106.9576688,2000-11-12T00:00:00Z,2002-04-04T00:00:00Z,70D02002,Baik,-
2Kz6HLJCGH4kpO6HGzZf6GZ5N4aGDLFoAZzbFgENYW_3KJ1crSkZFW7Unsqi4NwnZQssLg==,Kota Yogyakarta,Prov. D.I. Yogyakarta,B,STSRD VISI,Aktif,Sekolah Tinggi Seni Rupa Dan Desain Visi Indonesia,Swasta,4,1.200.000 - 4.850.000,Perguruan Tinggi Swasta,LLDIKTI V,053039  ,info@stsrdvisi.ac.id,0274-377787,0274-388680,www.stsrdvisi.ac.id,Jl. Taman Siswa No. 150 B ,STSRD VISI,55151,Tidak Diisi,-7.813472,110.376264,2008-12-23T00:00:00Z,2016-04-14T00:00:00Z,148/KPT/I/2016,B,-
-j7PMF-mCzWzVfoJj4FKMbpDgGOtyfkqyOCyY22rsPGnEqGl79VtN1blZLwWIt9ecnjwLA==,Kota Bandar Lampung,Prov. Lampung,Baik,-,Tutup,AMIK Master Lampung,Swasta,2,-,Perguruan Tinggi Swasta,LLDIKTI II,024030  ,amikmaster96@gmail.com,08117901010,0721-251676,-,Jalan Kartini No 33 Blok 6-10 ,-,35116,Tidak Diisi,0.0,0.0,2000-01-05T00:00:00Z,2024-09-10T00:00:00Z,259/D/O/2024,Baik,-
lB_pYxom4Y_rl3h-SHSM0byYu43zzbOkhVYBTYsNKBRgV3VrGfJ6GaACbZBxJL42_a7IXA==,Kota Medan,Prov. Sumatera Utara,Baik,POLGAN,Aktif,Politeknik Ganesha Medan,Swasta,3,-,Perguruan Tinggi Swasta,LLDIKTI I,015004  ,polganmedan@gmail.com,061-844-0344,061-844-0344,www.poltekganeshamedan.ac.id,"KAMPUS 1. JL.VETERAN KOMP. BRAYAN TRADE CENTER (BTC) NO. 39-41 
KAMPUS 2. JL. A",POLGAN,20000,Kec. Medan Area,0.0,0.0,2002-03-12T00:00:00Z,2002-03-12T00:00:00Z,48/D/O/2002,Baik,-
j53tI0hWcdXveLTEMDc40eQpWPjjXyvjaQY1WmHsW5JN7OMuWxFD3cQoLhnReQ4ZWsml7g==,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,-,-,Tutup,Akademi Komunitas Kosmetik Ristra,Swasta,3,-,Perguruan Tinggi Swasta,LLDIKTI III,036001  ,-,-,-,-,"Jl. Bintaro Permai No. 29, Bintaro",-,     ,Kec. Pesanggrahan,0.0,0.0,2015-10-28T00:00:00Z,2025-02-14T00:00:00Z,85/KPT/I/2015 (36/B/O/2025),-,-
IFkIsRJpZdGAw6nBEvEgs6oMGIrRsS4evxV310zZfDigrb18f0Q7_DpmzQzDmLArq6SQbA==,Kota Malang,Prov. Jawa Timur,Baik,UKWK,Aktif,Universitas Katolik Widya Karya,Swasta,13,750.000 - 8.500.000,Perguruan Tinggi Swasta,LLDIKTI VII,071026  ,widyakarya@widyakarya.ac.id,0341-553171,0341-560596,www.widyakarya.ac.id,Jalan Bondowoso No 2 ,UKWK,65115,Tidak Diisi,-7.968536,112.617703,1990-05-09T00:00:00Z,2019-03-05T00:00:00Z,189/KPT/I/2019,Baik,-
akkFAq5cSxsqw17TaNu7D8K70JV4mLtJm8BwYYfJVGO3EvB8gxIYGC-7_LyUAK1JuY4xDw==,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,-,-,Alih Bentuk,Sekolah Tinggi Ilmu Komunikasi ITKP,Swasta,2,-,Perguruan Tinggi Swasta,LLDIKTI III,033151  ,adschool@itkp.ac.id,021 7227338,021 7227340, www.itkp.ac.id,Radio Dalam Center Jl Kramat Pela 40 A-b,-,12140,Tidak Diisi,0.0,0.0,1996-03-13T00:00:00Z,1996-03-13T00:00:00Z,3,-,-
REToXM8QMJlRvNjSSVx-lnfoaaXv-LfbJetv60IrCEt0_Y-byRepgz1AE2gDU6D2swEgQw==,Kab. Dharmas Raya,Prov. Sumatera Barat,Baik,UNDHARI,Aktif,Universitas Dharmas Indonesia,Swasta,20,397.500 - 9.900.000,Perguruan Tinggi Swasta,LLDIKTI X,101027  ,undhari@gmail.com, -,-,https://undhari.ac.id,Jl Lintas Sumatera km 18 Koto Baru,UNDHARI,27581,Tidak Diisi,-1.058547,101.643816,2015-10-02T00:00:00Z,2015-10-02T00:00:00Z,70/KPT/I/2015,Baik,-
eF8RAlTKQa5NklyERXQcFzeA2LbEUPkhYbpmUVQTvsiLlpUhWGoiRXIE8aj3NdMzSMqrVQ==,Kota Surabaya,Prov. Jawa Timur,-,-,Alih Bentuk,Akademi Keperawatan Adi Husada,Swasta,1,-,Perguruan Tinggi Swasta,LLDIKTI VII,074078  ,info@akper-adihusada.ac.id,0313721750,0313721700,www.akper-adihusada.ac.id,Jalan Manggar No 9 ,-,60272,Kec. Genteng,0.0,0.0,1983-11-23T00:00:00Z,2008-08-11T00:00:00Z,2695DT2008,-,-
pVqlt5NunlxmJBrsRTntukKvNaPMSkvNb4i48qRPv4awRSevUUavDPMITgtyfnKUXCytKQ==,Kota Palembang,Prov. Sumatera Selatan,Baik Sekali,-,Aktif,Institut Teknologi dan Bisnis Palcomtech,Swasta,6,-,Perguruan Tinggi Swasta,LLDIKTI II,022014  ,-,-,-,-,-,-,-,Tidak Diisi,0.0,0.0,2022-04-20T00:00:00Z,2022-04-20T00:00:00Z,280/E/O/2022,Baik Sekali,-
0ve6GgrpiET5Yx9Ix3sngfLfBFrNK3xJLyRpyDwUNtGjNr_lFucy9Y2NUpPArVrQEWfDZQ==,Kab. Tanah Datar,Prov. Sumatera Barat,Baik,-,Aktif,Sekolah Tinggi Ilmu Administrasi Pagaruyung,Swasta,3,-,Perguruan Tinggi Swasta,LLDIKTI X,103039  ,stiapagaruyung@gmail.com,0752-574112,0752-71171,stiapagaruyung.ac.id,batusangkar - Sumatera Barat,-,27211,Tidak Diisi,-2.093708,102.251567,1999-12-10T00:00:00Z,2007-03-20T00:00:00Z,SK MENDIKNAS RI 576DT2007,Baik,-
