faculty,prodi,institution_code
Fakultas Ilmu Tarbiyah dan Keguruan,Ilmu Agama Islam,quipper-199
Fakultas Ilmu Tarbiyah dan Keguruan,Sastra Arab,quipper-199
Fakultas Ilmu Tarbiyah dan Keguruan,Keguruan & Pendidikan,quipper-199
Fakultas Ilmu Tarbiyah dan Keguruan,Pendidikan Guru Sekolah Dasar,quipper-199
Fakultas Ilmu Tarbiyah dan Keguruan,Pendidikan Anak Usia Dini (PAUD),quipper-199
Fakultas Ilmu Tarbiyah dan Keguruan,Manajemen Pendidikan,quipper-199
Fakultas Ilmu Tarbiyah dan Keguruan,Sastra Inggris,quipper-199
Fakultas Ilmu Tarbiyah dan Keguruan,Pendidikan Bahasa Inggris,quipper-199
Fakultas Ilmu Tarbiyah dan Keguruan,Pendidikan Bahasa Indonesia,quipper-199
Fakultas Ekonomi dan Bisnis,Ilmu Ekonomi,quipper-200
Fakultas Ekonomi dan Bisnis,Manajemen,quipper-200
Fakultas Ekonomi dan Bisnis,Perbankan,quipper-200
Fakultas Ekonomi dan Bisnis,Akuntansi,quipper-200
Fakultas Ekonomi dan Bisnis,Perpajakan,quipper-200
Fakultas Ekonomi dan Bisnis,Ekonomi Pembangunan,quipper-200
Fakultas Ekonomi dan Bisnis,Ekonomi Syariah,quipper-200
Fakultas Ekonomi dan Bisnis,Manajemen Pemasaran,quipper-200
Fakultas Keperawatan,Ilmu Keperawatan,quipper-200
Fakultas Hukum,Ilmu Hukum,quipper-200
Fakultas Keguruan dan Ilmu Pendidikan,Kesejahteraan Sosial,quipper-200
Fakultas Keguruan dan Ilmu Pendidikan,Keguruan & Pendidikan,quipper-200
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Matematika,quipper-200
Fakultas Keguruan dan Ilmu Pendidikan,Kimia,quipper-200
Fakultas Keguruan dan Ilmu Pendidikan,Biologi,quipper-200
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Olahraga,quipper-200
Fakultas Keguruan dan Ilmu Pendidikan,Fisika,quipper-200
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Bahasa Inggris,quipper-200
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Bahasa Indonesia,quipper-200
Fakultas Keguruan dan Ilmu Pendidikan,Seni Rupa,quipper-200
Fakultas Keguruan dan Ilmu Pendidikan,Tari,quipper-200
Fakultas Keguruan dan Ilmu Pendidikan,Musik,quipper-200
Fakultas Keguruan dan Ilmu Pendidikan,Ilmu Ekonomi,quipper-200
Fakultas Keguruan dan Ilmu Pendidikan,Sejarah,quipper-200
Fakultas Keguruan dan Ilmu Pendidikan,Geografi,quipper-200
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Guru Sekolah Dasar,quipper-200
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Anak Usia Dini (PAUD),quipper-200
Fakultas Keguruan dan Ilmu Pendidikan,"Pendidikan Jasmani, Kesehatan, dan Rekreasi",quipper-200
Fakultas Keguruan dan Ilmu Pendidikan,Bimbingan dan Konseling,quipper-200
Fakultas Keguruan dan Ilmu Pendidikan,Kesehatan Masyarakat,quipper-200
Fakultas Keguruan dan Ilmu Pendidikan,Matematika,quipper-200
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Geografi,quipper-200
Fakultas Ilmu Sosial dan Ilmu Politik,Sosiologi,quipper-200
Fakultas Ilmu Sosial dan Ilmu Politik,Ilmu Politik,quipper-200
Fakultas Ilmu Sosial dan Ilmu Politik,Ilmu Komunikasi,quipper-200
Fakultas Ilmu Sosial dan Ilmu Politik,Ilmu Pemerintahan,quipper-200
Fakultas Pertanian,Ilmu dan Teknologi Pangan,quipper-200
Fakultas Pertanian,Peternakan,quipper-200
Fakultas Pertanian,Agroteknologi,quipper-200
Fakultas Pertanian,Teknik Pertanian,quipper-200
Fakultas Pertanian,Agribisnis,quipper-200
Fakultas Pertanian,Ilmu Tanah,quipper-200
Fakultas Pertanian,Kehutanan,quipper-200
Fakultas Pertanian,Proteksi Tanaman,quipper-200
Fakultas Pertanian,Manajemen Agribisnis,quipper-200
Fakultas Kedokteran Hewan,Kesehatan Masyarakat,quipper-200
Fakultas Kedokteran Hewan,Kedokteran Hewan,quipper-200
Fakultas Teknik,Teknik Industri,quipper-200
Fakultas Teknik,Ilmu Teknik,quipper-200
Fakultas Teknik,Teknik Sipil,quipper-200
Fakultas Teknik,Teknik Pertambangan,quipper-200
Fakultas Teknik,Teknik Mesin,quipper-200
Fakultas Teknik,Teknik Kimia,quipper-200
Fakultas Teknik,Teknik Elektro,quipper-200
Fakultas Teknik,Arsitektur,quipper-200
Fakultas Teknik,Perencanaan Wilayah dan Kota,quipper-200
Fakultas Teknik,Teknik Geologi,quipper-200
Fakultas Teknik,Geofisika,quipper-200
Fakultas Teknik,Ilmu Komputer,quipper-200
Fakultas Kedokteran,Kebidanan,quipper-200
Fakultas Kedokteran,Pendidikan Dokter,quipper-200
Fakultas Kedokteran,Psikologi,quipper-200
Fakultas Kedokteran Gigi,Pendidikan Dokter Gigi,quipper-200
Fakultas Kelautan dan Perikanan,Perikanan,quipper-200
Fakultas Kelautan dan Perikanan,Kelautan,quipper-200
Fakultas Kelautan dan Perikanan,Budidaya Perairan (Akuakultur),quipper-200
Fakultas Matematika dan Ilmu Pengetahun Alam,Farmasi,quipper-200
Fakultas Matematika dan Ilmu Pengetahun Alam,Teknik Elektro,quipper-200
Fakultas Matematika dan Ilmu Pengetahun Alam,Matematika,quipper-200
Fakultas Matematika dan Ilmu Pengetahun Alam,Biologi,quipper-200
Fakultas Matematika dan Ilmu Pengetahun Alam,Kimia,quipper-200
Fakultas Matematika dan Ilmu Pengetahun Alam,Fisika,quipper-200
Fakultas Matematika dan Ilmu Pengetahun Alam,Teknik Informatika,quipper-200
Fakultas Matematika dan Ilmu Pengetahun Alam,Statistika,quipper-200
Fakultas Ilmu Sosial dan Ilmu Politik,Ilmu Administrasi,quipper-201
Fakultas Ilmu Sosial dan Ilmu Politik,Kesejahteraan Sosial,quipper-201
Fakultas Ilmu Sosial dan Ilmu Politik,Ilmu Komunikasi,quipper-201
Fakultas Ilmu Sosial dan Ilmu Politik,Ilmu Perpustakaan,quipper-201
Fakultas Ilmu Sosial dan Ilmu Politik,Sosiologi,quipper-201
Fakultas Ilmu Sosial dan Ilmu Politik,Administrasi Negara (Publik),quipper-201
Fakultas Ilmu Sosial dan Ilmu Politik,Jurnalistik,quipper-201
Fakultas Teknik,Teknik Elektro,quipper-201
Fakultas Teknik,Teknik Informatika,quipper-201
Fakultas Teknik,Teknik Mesin,quipper-201
Fakultas Teknik,Teknik Sipil,quipper-201
Fakultas Teknik,Sistem Informasi,quipper-201
Fakultas Teknik,Arsitektur,quipper-201
Fakultas Pertanian,Agribisnis,quipper-201
Fakultas Pertanian,Agroteknologi,quipper-201
Fakultas Pertanian,Kelautan,quipper-201
Fakultas Pertanian,Kehutanan,quipper-201
Fakultas Pertanian,Peternakan,quipper-201
Fakultas Pertanian,Ilmu Tanah,quipper-201
Fakultas Pertanian,Teknik Pertanian,quipper-201
Fakultas Pertanian,Lainnya,quipper-201
Fakultas Pertanian,Proteksi Tanaman,quipper-201
Fakultas Hukum,Ilmu Hukum,quipper-201
Fakultas Keguruan dan Ilmu Pendidikan,Keguruan & Pendidikan,quipper-201
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Bahasa Indonesia,quipper-201
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Bahasa Inggris,quipper-201
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Matematika,quipper-201
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Guru Sekolah Dasar,quipper-201
Fakultas Keguruan dan Ilmu Pendidikan,Biologi,quipper-201
Fakultas Keguruan dan Ilmu Pendidikan,Fisika,quipper-201
Fakultas Keguruan dan Ilmu Pendidikan,Kimia,quipper-201
Fakultas Keguruan dan Ilmu Pendidikan,Bimbingan dan Konseling,quipper-201
Fakultas Keguruan dan Ilmu Pendidikan,Administrasi Pendidikan,quipper-201
Fakultas Keguruan dan Ilmu Pendidikan,Teknologi Pendidikan,quipper-201
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Anak Usia Dini (PAUD),quipper-201
Fakultas Keguruan dan Ilmu Pendidikan,"Pendidikan Jasmani, Kesehatan, dan Rekreasi",quipper-201
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Luar Sekolah,quipper-201
Fakultas Ekonomi dan Bisnis,Akuntansi,quipper-201
Fakultas Ekonomi dan Bisnis,Manajemen,quipper-201
Fakultas Ekonomi dan Bisnis,Ekonomi Pembangunan,quipper-201
Fakultas Kedokteran dan Ilmu Kesehatan,Pendidikan Dokter,quipper-201
Fakultas Matematika dan Ilmu Pengetahuan Alam,Biologi,quipper-201
Fakultas Matematika dan Ilmu Pengetahuan Alam,Fisika,quipper-201
Fakultas Matematika dan Ilmu Pengetahuan Alam,Kimia,quipper-201
Fakultas Matematika dan Ilmu Pengetahuan Alam,Matematika,quipper-201
Fakultas Matematika dan Ilmu Pengetahuan Alam,Statistika,quipper-201
Fakultas Matematika dan Ilmu Pengetahuan Alam,Farmasi,quipper-201
Fakultas Matematika dan Ilmu Pengetahuan Alam,Geofisika,quipper-201
Fakultas Matematika dan Ilmu Pengetahuan Alam,Kebidanan,quipper-201
Fakultas Matematika dan Ilmu Pengetahuan Alam,Ilmu Keperawatan,quipper-201
Fakultas Ilmu Sosial,Keguruan & Pendidikan,quipper-202
Fakultas Ilmu Sosial,Geografi,quipper-202
Fakultas Ilmu Sosial,Sejarah,quipper-202
Fakultas Ilmu Sosial,Sosiologi,quipper-202
Fakultas Ilmu Sosial,Pendidikan Geografi,quipper-202
Fakultas Ilmu Keolahragaan,Pendidikan Olahraga,quipper-202
Fakultas Ilmu Keolahragaan,Kesehatan Masyarakat,quipper-202
Fakultas Ilmu Keolahragaan,"Pendidikan Jasmani, Kesehatan, dan Rekreasi",quipper-202
Fakultas Ekonomi,Keguruan & Pendidikan,quipper-202
Fakultas Ekonomi,Ilmu Administrasi,quipper-202
Fakultas Ekonomi,Manajemen,quipper-202
Fakultas Ekonomi,Akuntansi,quipper-202
Fakultas Ekonomi,Ilmu Ekonomi,quipper-202
Fakultas Ekonomi,Bisnis,quipper-202
Fakultas Ekonomi,Ekonomi Pembangunan,quipper-202
Fakultas Ekonomi,Administrasi Perkantoran,quipper-202
Fakultas Ekonomi,Manajemen Pemasaran,quipper-202
Fakultas Ilmu Pendidikan,Pendidikan Guru Sekolah Dasar,quipper-202
Fakultas Ilmu Pendidikan,Keguruan & Pendidikan,quipper-202
Fakultas Ilmu Pendidikan,Teknologi Pendidikan,quipper-202
Fakultas Ilmu Pendidikan,Bimbingan dan Konseling,quipper-202
Fakultas Ilmu Pendidikan,Manajemen Pendidikan,quipper-202
Fakultas Ilmu Pendidikan,Pendidikan Anak Usia Dini (PAUD),quipper-202
Fakultas Ilmu Pendidikan,Administrasi Pendidikan,quipper-202
Fakultas Ilmu Pendidikan,Pendidikan Luar Sekolah,quipper-202
Fakultas Matematika dan IPA,Keguruan & Pendidikan,quipper-202
Fakultas Matematika dan IPA,Pendidikan Matematika,quipper-202
Fakultas Matematika dan IPA,Matematika,quipper-202
Fakultas Matematika dan IPA,Fisika,quipper-202
Fakultas Matematika dan IPA,Kimia,quipper-202
Fakultas Matematika dan IPA,Biologi,quipper-202
Fakultas Matematika dan IPA,Bioteknologi,quipper-202
Fakultas Sastra,Musik,quipper-202
Fakultas Sastra,Pendidikan Bahasa Indonesia,quipper-202
Fakultas Sastra,Sastra Indonesia,quipper-202
Fakultas Sastra,Ilmu Perpustakaan,quipper-202
Fakultas Sastra,Pendidikan Bahasa Inggris,quipper-202
Fakultas Sastra,Sastra Inggris,quipper-202
Fakultas Sastra,Sastra Arab,quipper-202
Fakultas Sastra,Sastra & Bahasa Asing,quipper-202
Fakultas Sastra,Seni Rupa,quipper-202
Fakultas Sastra,Tari,quipper-202
Fakultas Sastra,Desain Komunikasi Visual (DKV),quipper-202
Fakultas Sastra,Animasi,quipper-202
Fakultas Teknik,Rias dan Busana,quipper-202
Fakultas Teknik,Ilmu Teknik,quipper-202
Fakultas Teknik,Teknik Industri,quipper-202
Fakultas Teknik,Teknik Sipil,quipper-202
Fakultas Teknik,Teknik Informatika,quipper-202
Fakultas Teknik,Teknik Elektro,quipper-202
Fakultas Teknik,Teknik Mesin,quipper-202
Fakultas Teknik,Teknik Otomotif,quipper-202
Fakultas Teknik,Tata Boga,quipper-202
Fakultas Pendidikan Psikologi,Psikologi,quipper-202
Program Pascasarjana,Pendidikan Guru Sekolah Dasar,quipper-202
Jurusan Teknik Mesin,Teknologi Rekayasa Perancangan Manufaktur,quipper-203
Jurusan Teknik Mesin,Teknik Mesin dan Manufaktur,quipper-203
Jurusan Teknik Mesin,Teknik Perancangan Mekanik,quipper-203
Jurusan Teknik Mesin,Teknik Perawatan dan Perbaikan Mesin,quipper-203
Jurusan Teknik Elektro dan Informatika,Teknik Elektro,quipper-203
Jurusan Teknik Elektro dan Informatika,Teknik Elektronika,quipper-203
Jurusan Teknik Elektro dan Informatika,Rekayasa Perangkat Lunak,quipper-203
Fakultas Ilmu Komputer,Sistem Informasi,quipper-204
Fakultas Ilmu Komputer,Ilmu Komputer,quipper-204
Fakultas Ilmu Komputer,Teknik Informatika,quipper-204
Fakultas Kedokteran Gigi,Pendidikan Dokter Gigi,quipper-204
Fakultas Ilmu Administrasi,Ilmu Administrasi,quipper-204
Fakultas Ilmu Administrasi,Administrasi Negara (Publik),quipper-204
Fakultas Ilmu Administrasi,Administrasi Bisnis (Niaga),quipper-204
Fakultas Kesehatan Masyarakat,Kesehatan Masyarakat,quipper-204
Fakultas Kesehatan Masyarakat,Gizi,quipper-204
Fakultas Kesehatan Masyarakat,Kesehatan Lingkungan,quipper-204
Fakultas Kesehatan Masyarakat,Administrasi Kesehatan,quipper-204
Fakultas Kesehatan Masyarakat,Lainnya,quipper-204
Fakultas Psikologi,Psikologi,quipper-204
Fakultas Ilmu Keperawatan,Ilmu Keperawatan,quipper-204
Fakultas Kedokteran,Gizi,quipper-204
Fakultas Kedokteran,Pendidikan Dokter,quipper-204
Fakultas Ekonomi dan Bisnis,Manajemen,quipper-204
Fakultas Ekonomi dan Bisnis,Akuntansi,quipper-204
Fakultas Ekonomi dan Bisnis,Bisnis,quipper-204
Fakultas Ekonomi dan Bisnis,Ilmu Ekonomi,quipper-204
Fakultas Ekonomi dan Bisnis,Ekonomi Syariah,quipper-204
Fakultas Ekonomi dan Bisnis,Lainnya,quipper-204
Fakultas Farmasi,Farmasi,quipper-204
Fakultas Teknik,Teknik Kimia,quipper-204
Fakultas Teknik,Teknik Sipil,quipper-204
Fakultas Teknik,Teknik Lingkungan,quipper-204
Fakultas Teknik,Teknik Mesin,quipper-204
Fakultas Teknik,Ilmu Teknik,quipper-204
Fakultas Teknik,Teknik Elektro,quipper-204
Fakultas Teknik,Teknik Pertambangan,quipper-204
Fakultas Teknik,Arsitektur,quipper-204
Fakultas Teknik,Teknik Industri,quipper-204
Fakultas Teknik,Teknik Perkapalan,quipper-204
Fakultas Teknik,Teknik Metalurgi,quipper-204
Fakultas Teknik,Teknik Biomedis,quipper-204
Fakultas Teknik,Desain Interior,quipper-204
Fakultas Hukum,Ilmu Hukum,quipper-204
Fakultas Pendidikan Vokasi,Pariwisata,quipper-204
Fakultas Pendidikan Vokasi,Ilmu Administrasi,quipper-204
Fakultas Pendidikan Vokasi,Akuntansi,quipper-204
Fakultas Pendidikan Vokasi,Perpajakan,quipper-204
Fakultas Pendidikan Vokasi,Perbankan,quipper-204
Fakultas Pendidikan Vokasi,Fisioterapi,quipper-204
Fakultas Pendidikan Vokasi,Broadcasting (Penyiaran),quipper-204
Fakultas Pendidikan Vokasi,Bisnis,quipper-204
Fakultas Pendidikan Vokasi,Administrasi Perkantoran,quipper-204
Fakultas Pendidikan Vokasi,Public Relations,quipper-204
Fakultas Pendidikan Vokasi,Administrasi Kesehatan,quipper-204
Fakultas Pendidikan Vokasi,Kearsipan,quipper-204
Fakultas Pendidikan Vokasi,Lainnya,quipper-204
Fakultas Pendidikan Vokasi,Multimedia,quipper-204
Fakultas Pendidikan Vokasi,Administrasi Perpajakan,quipper-204
Fakultas Ilmu Sosial Ilmu Politik,Ilmu Hukum,quipper-204
Fakultas Ilmu Sosial Ilmu Politik,Hubungan Internasional,quipper-204
Fakultas Ilmu Sosial Ilmu Politik,Ilmu Komunikasi,quipper-204
Fakultas Ilmu Sosial Ilmu Politik,Ilmu Politik,quipper-204
Fakultas Ilmu Sosial Ilmu Politik,Kesejahteraan Sosial,quipper-204
Fakultas Ilmu Sosial Ilmu Politik,Sosiologi,quipper-204
Fakultas Ilmu Sosial Ilmu Politik,Antropologi,quipper-204
Fakultas Ilmu Sosial Ilmu Politik,Kriminologi,quipper-204
Fakultas Matematika dan Ilmu Pengetahuan Alam,Biologi,quipper-204
Fakultas Matematika dan Ilmu Pengetahuan Alam,Geografi,quipper-204
Fakultas Matematika dan Ilmu Pengetahuan Alam,Teknik Geologi,quipper-204
Fakultas Matematika dan Ilmu Pengetahuan Alam,Geofisika,quipper-204
Fakultas Matematika dan Ilmu Pengetahuan Alam,Fisika,quipper-204
Fakultas Matematika dan Ilmu Pengetahuan Alam,Kimia,quipper-204
Fakultas Matematika dan Ilmu Pengetahuan Alam,Matematika,quipper-204
Fakultas Matematika dan Ilmu Pengetahuan Alam,Statistika,quipper-204
Fakultas Matematika dan Ilmu Pengetahuan Alam,Farmasi,quipper-204
Fakultas Matematika dan Ilmu Pengetahuan Alam,Aktuaria,quipper-204
Fakultas Matematika dan Ilmu Pengetahuan Alam,Kelautan,quipper-204
Fakultas Ilmu Pengetahuan Budaya,Sejarah,quipper-204
Fakultas Ilmu Pengetahuan Budaya,Arkeologi,quipper-204
Fakultas Ilmu Pengetahuan Budaya,Filsafat,quipper-204
Fakultas Ilmu Pengetahuan Budaya,Sastra & Bahasa Asing,quipper-204
Fakultas Ilmu Pengetahuan Budaya,Sastra & Bahasa Daerah,quipper-204
Fakultas Ilmu Pengetahuan Budaya,Sastra Arab,quipper-204
Fakultas Ilmu Pengetahuan Budaya,Sastra Indonesia,quipper-204
Fakultas Ilmu Pengetahuan Budaya,Sastra Inggris,quipper-204
Fakultas Ilmu Pengetahuan Budaya,Sastra Jepang,quipper-204
Fakultas Ilmu Pengetahuan Budaya,Sastra Korea,quipper-204
Fakultas Ilmu Pengetahuan Budaya,Sastra Cina,quipper-204
Fakultas Ilmu Pengetahuan Budaya,Sastra Jawa,quipper-204
Fakultas Teknik,Teknik Informatika,quipper-205
Fakultas Teknik,Sistem Informasi,quipper-205
Fakultas Teknik,Arsitektur,quipper-205
Fakultas Teknik,Teknik Mesin,quipper-205
Fakultas Teknik,Teknik Sipil,quipper-205
Fakultas Teknik,Teknik Kimia,quipper-205
Fakultas Teknik,Teknik Elektro,quipper-205
Fakultas Teknik,Teknik Industri,quipper-205
Fakultas Teknik,Ilmu Teknik,quipper-205
Fakultas Hukum,Ilmu Hukum,quipper-205
Fakultas Ilmu Sosial dan Ilmu Politik,Ilmu Komunikasi,quipper-205
Fakultas Ilmu Sosial dan Ilmu Politik,Ilmu Politik,quipper-205
Fakultas Ilmu Sosial dan Ilmu Politik,Sosiologi,quipper-205
Fakultas Ilmu Sosial dan Ilmu Politik,Antropologi,quipper-205
Fakultas Ilmu Sosial dan Ilmu Politik,Administrasi Negara (Publik),quipper-205
Fakultas Ilmu Sosial dan Ilmu Politik,Administrasi Bisnis (Niaga),quipper-205
Fakultas Kedokteran,Pendidikan Dokter,quipper-205
Fakultas Kedokteran,Psikologi,quipper-205
Fakultas Pertanian,Agroteknologi,quipper-205
Fakultas Pertanian,Agribisnis,quipper-205
Fakultas Pertanian,Budidaya Perairan (Akuakultur),quipper-205
Fakultas Pertanian,Kelautan,quipper-205
Fakultas Ilmu Keguruan dan Ilmu Pendidikan,Fisika,quipper-205
Fakultas Ilmu Keguruan dan Ilmu Pendidikan,Kimia,quipper-205
Fakultas Ilmu Keguruan dan Ilmu Pendidikan,Pendidikan Matematika,quipper-205
Fakultas Ilmu Keguruan dan Ilmu Pendidikan,Teknik Mesin,quipper-205
Fakultas Ilmu Keguruan dan Ilmu Pendidikan,Pendidikan Bahasa Indonesia,quipper-205
Fakultas Ilmu Keguruan dan Ilmu Pendidikan,Keguruan & Pendidikan,quipper-205
Fakultas Ekonomi dan Bisnis,Akuntansi,quipper-205
Fakultas Ekonomi dan Bisnis,Manajemen,quipper-205
Fakultas Ekonomi dan Bisnis,Ekonomi Pembangunan,quipper-205
Fakultas Ekonomi dan Bisnis,Ekonomi Syariah,quipper-205
Fakultas Teknik,Teknik Pertambangan,quipper-206
Fakultas Teknik,Teknik Elektro,quipper-206
Fakultas Teknik,Teknik Geologi,quipper-206
Fakultas Teknik,Teknik Industri,quipper-206
Fakultas Teknik,Teknik Informatika,quipper-206
Fakultas Teknik,Teknik Kimia,quipper-206
Fakultas Teknik,Teknik Lingkungan,quipper-206
Fakultas Teknik,Teknik Sipil,quipper-206
Fakultas Teknik,Sistem Informasi,quipper-206
Fakultas Kehutanan,Kehutanan,quipper-206
Fakultas Kedokteran,Pendidikan Dokter Gigi,quipper-206
Fakultas Kedokteran,Pendidikan Dokter,quipper-206
Fakultas Ilmu Sosial dan Ilmu Politik,Psikologi,quipper-206
Fakultas Ilmu Sosial dan Ilmu Politik,Administrasi Negara (Publik),quipper-206
Fakultas Ilmu Sosial dan Ilmu Politik,Administrasi Bisnis (Niaga),quipper-206
Fakultas Ilmu Sosial dan Ilmu Politik,Administrasi Perkantoran,quipper-206
Fakultas Ilmu Sosial dan Ilmu Politik,Ilmu Pemerintahan,quipper-206
Fakultas Ilmu Sosial dan Ilmu Politik,Hubungan Internasional,quipper-206
Fakultas Ilmu Sosial dan Ilmu Politik,Lainnya,quipper-206
Fakultas Perikanan dan Ilmu Kelautan,Perikanan,quipper-206
Fakultas Perikanan dan Ilmu Kelautan,Budidaya Perairan (Akuakultur),quipper-206
Fakultas Perikanan dan Ilmu Kelautan,Kelautan,quipper-206
Fakultas Perikanan dan Ilmu Kelautan,Manajemen Sumber Daya Perairan,quipper-206
Fakultas Perikanan dan Ilmu Kelautan,Teknologi Hasil Perikanan,quipper-206
Fakultas Ilmu Budaya,Sastra Inggris,quipper-206
Fakultas Ilmu Budaya,Sastra Indonesia,quipper-206
Fakultas Ilmu Budaya,Musik,quipper-206
Fakultas Kesehatan Masyarakat,Kesehatan Masyarakat,quipper-206
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Matematika,quipper-206
Fakultas Keguruan dan Ilmu Pendidikan,Keguruan & Pendidikan,quipper-206
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Bahasa Indonesia,quipper-206
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Bahasa Inggris,quipper-206
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Guru Sekolah Dasar,quipper-206
Fakultas Keguruan dan Ilmu Pendidikan,Fisika,quipper-206
Fakultas Keguruan dan Ilmu Pendidikan,Biologi,quipper-206
Fakultas Keguruan dan Ilmu Pendidikan,Kimia,quipper-206
Fakultas Keguruan dan Ilmu Pendidikan,Sejarah,quipper-206
Fakultas Keguruan dan Ilmu Pendidikan,Ilmu Ekonomi,quipper-206
Fakultas Keguruan dan Ilmu Pendidikan,Geografi,quipper-206
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Anak Usia Dini (PAUD),quipper-206
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Luar Sekolah,quipper-206
Fakultas Keguruan dan Ilmu Pendidikan,"Pendidikan Jasmani, Kesehatan, dan Rekreasi",quipper-206
Fakultas Keguruan dan Ilmu Pendidikan,Ilmu Komputer,quipper-206
Fakultas Keguruan dan Ilmu Pendidikan,Manajemen Pendidikan,quipper-206
Fakultas Keguruan dan Ilmu Pendidikan,Bimbingan dan Konseling,quipper-206
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Geografi,quipper-206
Fakultas Farmasi,Farmasi,quipper-206
Fakultas Ekonomi dan Bisnis,Ilmu Ekonomi,quipper-206
Fakultas Ekonomi dan Bisnis,Akuntansi,quipper-206
Fakultas Ekonomi dan Bisnis,Manajemen,quipper-206
Fakultas Ekonomi dan Bisnis,Ekonomi Pembangunan,quipper-206
Fakultas Ekonomi dan Bisnis,Ekonomi Syariah,quipper-206
Fakultas Hukum,Ilmu Hukum,quipper-206
Fakultas Pertanian,Teknik Pertanian,quipper-206
Fakultas Pertanian,Agroteknologi,quipper-206
Fakultas Pertanian,Agribisnis,quipper-206
Fakultas Pertanian,Peternakan,quipper-206
Fakultas Matematika dan Ilmu Pengetahuan Alam,Statistika,quipper-206
Fakultas Matematika dan Ilmu Pengetahuan Alam,Biologi,quipper-206
Fakultas Matematika dan Ilmu Pengetahuan Alam,Fisika,quipper-206
Fakultas Matematika dan Ilmu Pengetahuan Alam,Kimia,quipper-206
Fakultas Matematika dan Ilmu Pengetahuan Alam,Matematika,quipper-206
Fakultas Matematika dan Ilmu Pengetahuan Alam,Geofisika,quipper-206
Fakultas Ilmu Komputer dan Teknologi Informasi,Sistem Informasi,quipper-206
Fakultas Ilmu Komputer dan Teknologi Informasi,Ilmu Komputer,quipper-206
Fakultas Keguruan dan Ilmu Pendidikan,Sejarah,quipper-207
Fakultas Keguruan dan Ilmu Pendidikan,Keguruan & Pendidikan,quipper-207
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Bahasa Indonesia,quipper-207
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Bahasa Inggris,quipper-207
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Guru Sekolah Dasar,quipper-207
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Matematika,quipper-207
Fakultas Keguruan dan Ilmu Pendidikan,Fisika,quipper-207
Fakultas Keguruan dan Ilmu Pendidikan,Biologi,quipper-207
Fakultas Keguruan dan Ilmu Pendidikan,Geografi,quipper-207
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Anak Usia Dini (PAUD),quipper-207
Fakultas Keguruan dan Ilmu Pendidikan,Ilmu Ekonomi,quipper-207
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Geografi,quipper-207
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Sejarah,quipper-207
Fakultas Ilmu Sosial dan Ilmu Politik,Kesejahteraan Sosial,quipper-207
Fakultas Ilmu Sosial dan Ilmu Politik,Hubungan Internasional,quipper-207
Fakultas Ilmu Sosial dan Ilmu Politik,Sosiologi,quipper-207
Fakultas Ilmu Sosial dan Ilmu Politik,Administrasi Negara (Publik),quipper-207
Fakultas Ilmu Sosial dan Ilmu Politik,Administrasi Bisnis (Niaga),quipper-207
Fakultas Ilmu Sosial dan Ilmu Politik,Perpajakan,quipper-207
Fakultas Ilmu Sosial dan Ilmu Politik,Travel,quipper-207
Fakultas Kedokteran,Pendidikan Dokter,quipper-207
Fakultas Kedokteran Gigi,Pendidikan Dokter Gigi,quipper-207
Fakultas Teknik,Teknik Mesin,quipper-207
Fakultas Teknik,Teknik Elektro,quipper-207
Fakultas Teknik,Teknik Sipil,quipper-207
Fakultas Teknik,Teknik Pertambangan,quipper-207
Fakultas Teknik,Teknik Kimia,quipper-207
Fakultas Teknik,Teknik Lingkungan,quipper-207
Fakultas Teknik,Perencanaan Wilayah dan Kota,quipper-207
Fakultas Teknik,Teknik Perminyakan,quipper-207
Fakultas Teknik,Ilmu Teknik,quipper-207
Fakultas Teknik,Teknik Perkapalan,quipper-207
Fakultas Teknologi Pertanian,Teknik Pertanian,quipper-207
