id_sp,kab_kota_pt,provinsi_pt,akreditasi,nama_singkat,status_pt,nama_pt,jenis_pt,jumlah_prodi,range_biaya_kuliah,kelompok,pembina,kode_pt,email,no_tel,no_fax,website,alamat,nm_singkat,kode_pos,kecamatan_pt,lintang_pt,bujur_pt,tgl_berdiri_pt,tgl_sk_pendirian_sp,sk_pendirian_sp,akreditasi_pt,status_akreditasi
Ciz_tXnyYNdzx6IZuPLU1zk68-fhQ7m3dvadQJIeRDCVJ8xTe4IcXwBjETdORuAJjQrPWQ==,Kab. Kediri,Prov. Jawa Timur,-,STIS Faqih Asy'ari,Alih Bentuk,STIS Faqih Asy`ari,Agama,6,-,Perguruan Tinggi Agama,PTA Islam Swasta,213437  ,stisfa.kediri@gmail.com,0354-398867 /3391113,0354-398867,www.stisfa-kediri.com,Sumbersari  Kencong  Kepung  Kediri  Jawa Timur. PO BOX 111 Pare 64201 ,STIS Faqih Asy'ari,64201,Tidak Diisi,-7.763253,112.23851,2013-04-03T00:00:00Z,2013-04-03T00:00:00Z,Dj.I/779/2013,-,-
r6weM0hgAAqagkJhHJ2Af-7h8a_Dlzq901l6bUbeVpvjIr8ky7ScuG8J9BQZnuPj3taOQA==,Kab. Lingga,Prov. Kepulauan Riau,Baik,-,Aktif,Politeknik Lingga,Lainnya,3,2.400.000 - 2.400.000,N/A,LLDIKTI XVII,175013  ,ahmatendang@gmail.com,085242775369,-,-,-,-,-,Tidak Diisi,0.0,0.0,2022-03-11T00:00:00Z,2022-03-11T00:00:00Z,65/D/OT/2022,Baik,-
sUIf8OwqpiTniCcd8OZ1eof0dzEcpUgiW5dAWu5scsiixsn9APK7vyfJKdjQjWVWZsYNXA==,Kab. Majalengka,Prov. Jawa Barat,Baik,Univ YPIB / UYPIB,Aktif,Universitas Yayasan Pendidikan Imam Bonjol Majalengka,Swasta,11,2.500.000 - 6.600.000,Perguruan Tinggi Swasta,LLDIKTI IV,041107  ,kampus@univypib.ac.id,0811-2221-913,0233-284-098,univypib.ac.id,-,Univ YPIB / UYPIB,-,Tidak Diisi,-6.8370391,108.240298,2022-06-08T00:00:00Z,2022-06-08T00:00:00Z,409/E/O/2022,Baik,-
WmeqwmWfLojWfyUx84TGfkOZ1rzCejXebabKDUy4QUPSs_A5HXVUy7FpqG8p-b8PyAU4aw==,Kota Padang Sidempuan,Prov. Sumatera Utara,Baik,-,Aktif,STIKES Darmais Padangsidimpuan,Swasta,3,3.000.000 - 3.000.000,Perguruan Tinggi Swasta,LLDIKTI I,013184  ,info@stikesdarmaispadangsidimpuan.ac.id,(0634) 7020950 ,(0634) 28672,www.stikesdarmaispadangsidimpuan.ac.id,Jl. Belibis No. 1 Perumahan Sopo Indah Sigulang                       Kec.Padang,-,22733,Kec. Padang Sidimpuan Tenggara,1.3276417,99.3056372,2014-10-17T00:00:00Z,2014-10-17T00:00:00Z,563/E/O/2014,Baik,-
a55yxRpYfs9xb1sJYlHWo8E6_VdS6eakrq0zuIXTUvyjlDm9HdCx65Pt5frSh_K5OGKOuw==,Kab. Hulu Sungai Utara,Prov. Kalimantan Selatan,Baik Sekali,STIA AMUNTAI,Aktif,Sekolah Tinggi Ilmu Administrasi Amuntai,Swasta,4,1.800.000 - 3.930.000,Perguruan Tinggi Swasta,LLDIKTI XI,113035  ,stiaamt@gmail.com,052762520, 052762520, stia-amuntai@ac.id,Jalan Kuripan Murung Sari 54 ,STIA AMUNTAI,71417,Kec. Amuntai Tengah,-2.4223643,115.2628266,1998-09-25T00:00:00Z,1998-09-25T00:00:00Z,126DO1998,Baik Sekali,-
L1MZxhB2jvsKQXW_lkpJ0yaC3CxoSRnQo9AGVG4OTUXDY-gaFJGp6wuqL0-YYkrfMvU_bw==,Kota Malang,Prov. Jawa Timur,Baik,STIE PEMNAS INDO MLG,Aktif,Sekolah Tinggi Ilmu Ekonomi Pemnas Indonesia,Swasta,2,2.500.000 - 5.000.000,Perguruan Tinggi Swasta,LLDIKTI VII,073102  ,pemnasindonesia@gmail.com,0341-5080639,-,http://www.stiepemnas.ac.id,Graha Wisata Jalan Thamrin No 1 Malang    Jawa - Timur  Indonesia,STIE PEMNAS INDO MLG,65111,Kec. Klojen,-7.9567711,112.6092853,2000-05-08T00:00:00Z,2000-05-08T00:00:00Z,59DO2000,Baik,-
vV1EBB4GRyAHAEW2R_UNWKG1rywVym1bmZoF7zt10LMgYkkjBv5njlmqIQZT-IL1hjghqg==,Kota Semarang,Prov. Jawa Tengah,Unggul,PIP Semarang,Aktif,Politeknik Ilmu Pelayaran Semarang ,Kedinasan,3,-,Perguruan Tinggi Kementerian Lain,Kementerian Perhubungan,425008  ,info@pip-semarang.ac.id, 0248311527,0248311529,https://pip-semarang.ac.id, ,PIP Semarang,0    ,Tidak Diisi,-6.998149,110.428744,0001-01-01T00:00:00Z,-,-,Unggul,-
ttW31io6vTgTphor3sgeUHWEKquntq_pKO55sYT-tm9M19mXLra94l0p84txh4AMe8nelg==,Kota Kendari,Prov. Sulawesi Tenggara,Baik Sekali,-,Aktif,IAIN Kendari,Agama,27,400.000 - 5.000.000,Perguruan Tinggi Agama,PTA Islam Negeri,202022  ,iainkendari@yahoo.co.id,0401 - 3192081,0401 - 3193710,http://iainkendari.ac.id,Jln. Sultan Qaimuddin No. 17 Baruga Kota Kendari,-,93116,Tidak Diisi,-4.041659,122.475371,2014-10-17T00:00:00Z,2014-10-17T00:00:00Z,Nomor: 145 Tahun 2014,Baik Sekali,-
L3T56SYFzruP6SS-mVTCUCLmDDHsQi2qRx9HKrMM47l5qu6j5hZIm_8qTEUmeE46OwPesw==,Kab. Kediri,Prov. Jawa Timur,-,-,Aktif,Universitas Islam Negeri Syekh Wasil Kediri,Agama,34,-,Perguruan Tinggi Agama,PTA Islam Negeri,201035  ,-,-,-,-,-,-,-,Tidak Diisi,0.0,0.0,2025-05-08T00:00:00Z,2025-05-08T00:00:00Z,Nomor 54 Tahun 2025,-,-
Y1B99BFZzQAH_8mZ5rPJu9cDTNfE-Xp2mc4lnQWteGfB5t0EhR3O_L8ZTvE_Sn4mb1ZTMA==,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,-,APPI,Alih Bentuk,Akademi Pariwisata Patria Indonesia,Swasta,1,-,Perguruan Tinggi Swasta,LLDIKTI III,034109  ,akpar.patria.indonesia2@gmail.com,021-7804345,-,www.akpar-patria.ac.id,Jalan Pejaten Barat No 24 ,APPI,12550,Tidak Diisi,0.0,0.0,1995-05-25T00:00:00Z,1995-05-25T00:00:00Z,038DO1995,-,-
603a2KFecUVWRVInYVPIiU5-oSSmNasUEv-9DG4prT9vkezHyyaGxlBNOM-rGBzhr3Tzxg==,Kota Surabaya,Prov. Jawa Timur,-,STAS,Aktif,Sekolah Tinggi Alkitab Surabaya,Agama,2,500.000 - 1.200.000,Perguruan Tinggi Agama,PTA Kristen Swasta,233029  , stas_surabaya@yahoo.com, 0315460415,-, stas-surabaya.ac.id, Jl. Bromo I/7-9 Surabaya Jawa Timur Indonesia,STAS,6000 ,Tidak Diisi,-7.26325,112.72578,0001-01-01T00:00:00Z,-,-,-,-
7Gvr7qSEosAbR6Fxm2HnfOs_o-XlO0qgz7STp2lZdrOSLx1-hGZxSa71Pu7UFeCvjdA-PQ==,Kota Dumai,Prov. Riau,-,-,Tutup,Akademi Akuntansi Riau ,Lainnya,2,-,N/A,LLDIKTI XVII,174018  ,akademiakuntansiriaudumai@gmail.com,(0765) 33135,(0765) 36135, www.akri.ac.id,Jl. Bintan No. 48  Dumai Riau  Indonesia,-,0    ,Kec. Dumai Timur,-1.671745,101.44566,1992-06-01T00:00:00Z,2018-02-01T00:00:00Z,80/KPT/I/2018,-,-
CgWKVNwnq2Y75Gri15NbPsAOHJ81mPP6nFCVGwDYX9JLhixL7Y7dkTJ0bns76cKjcRffpw==,Kota Bekasi,Prov. Jawa Barat,-,UIM,Alih Bentuk,Universitas Indonesia Mandiri,Swasta,10,2.400.000 - 4.500.000,Perguruan Tinggi Swasta,LLDIKTI IV,041095  ,uim@uimandiri.ac.id,(021) 8946 8034,-,uimandiri.ac.id,-,UIM,-,Tidak Diisi,-6.3085163,107.0338481,2021-06-25T00:00:00Z,2021-06-25T00:00:00Z,287/E/O/2021,-,-
WD3psHZRtuUlS39bVfisRk7OHNe-8cW-NWJbE1Qhtp3RwNq2UI0L5a_Gd4kObQTLPwYNyA==,Kota Tangerang,Prov. Banten,-,STMIK GLOBAL,Alih Bentuk,STMIK Bina Sarana Global,Swasta,3,-,Perguruan Tinggi Swasta,LLDIKTI IV,043283  ,kampus@stmikglobal.ac.id,021-5522727,021-5524142,www.stmikglobal.ac.id,Jl. Gatot Subroto No. 43-45 Perempatan Cimone Tangerang  ,STMIK GLOBAL,15114,Tidak Diisi,-6.1790543,106.6082141,2006-08-01T00:00:00Z,2006-08-01T00:00:00Z,150DO2006,-,-
lkn--4wB4E8CMP7evwnE1bKt0knORbKXC8_6doD2z6FV3eeyDNo_E9AcRfjoWGCMemfIDQ==,Kota Jakarta Barat,Prov. D.K.I. Jakarta,Unggul,UKRIDA,Aktif,Universitas Kristen Krida Wacana,Swasta,18,28.000.000 - 28.000.000,Perguruan Tinggi Swasta,LLDIKTI III,031010  ,univ.secretary@ukrida.ac.id,021 566 6952-55,021 566 6956,www.ukrida.ac.id,Jl Tanjung Duren Raya No 4 ,UKRIDA,11470,Tidak Diisi,-6.172433,106.788269,1967-01-20T00:00:00Z,1991-03-15T00:00:00Z,10,Unggul,-
_sQzxXlpGmecfTBZdbGL2M0vmOw9TSEZcIdBBlNiS25DSO369L7MVHYw1ItSYhtUqEn1bg==,Kota Pematang Siantar,Prov. Sumatera Utara,-,-,Tutup,Akademi Kebidanan Henderson,Swasta,1,-,Perguruan Tinggi Swasta,LLDIKTI I,014060  ,-,0622 7436144,0622 7436244,-,Jl Medan-Pematangsiantar Km 8 5 No 72 Sinaksak,-,21154,Tidak Diisi,0.0,0.0,2002-05-31T00:00:00Z,2020-02-18T00:00:00Z,265/M/2020,-,-
rCgzdVdKIuCndPpYtwge6mXvA9fmdMmXND65ODmrz4n9m6FIglJEHuZ7vF-syymWTSS5jw==,Kab. Pinrang,Prov. Sulawesi Selatan,-,AK DENA,Aktif,Akademi Komunitas Dewinatalia,Swasta,2,-,Perguruan Tinggi Swasta,LLDIKTI IX,096001  ,akademikomunitasdewinatalia@gmail.com,082350060002,-,-,Jl. Bulu Mas Blok K3 No. 10 Kelurahan Manarang,AK DENA,91271,Kec. Mattiro Bulu,0.0,0.0,2015-11-24T00:00:00Z,2015-11-24T00:00:00Z,128/KPT/I/2015,-,-
7X8u5lYd9p1_G7LTmp6Q89R8ZwMIqVMM9Uo2s3JUOoYahuG9h1g7PeJ5NR_2yaSBChOq1w==,Kab. Malang,Prov. Jawa Timur,-,-,Aktif,Sekolah Tinggi Teologi Yestoya Malang,Agama,3,-,Perguruan Tinggi Agama,PTA Kristen Swasta,233027  , sttyestoya@gmail.com, 0341-557873, 0341-585379, sttyestoya.ac.id, Jalan Raya Badut No. 1-3 (Daerah Perumahan Tidar Permai) Malang Jawa Timur,-,65146,Tidak Diisi,0.0,0.0,0001-01-01T00:00:00Z,-,-,-,-
SNfGrpzR88Yv_nCXo3NfVAQ3nfoi-cJvt6ddxans7rs2FOpPqeGa_hnJd73s_CU9l8CrxQ==,Tidak Diisi,Prov. Jawa Tengah,Baik,STTII Purwokerto,Aktif,Sekolah Tinggi Teologi Injili Indonesia Purwokerto,Agama,1,5.100.000 - 5.100.000,Perguruan Tinggi Agama,PTA Kristen Swasta,233151  ,sttiipwt@gmail.com,085229997238,-,sttiipurwokerto.ac.id,Jalan Raya Kaliori 77 Kaliori-Banyumas  Jawa Tengah,STTII Purwokerto,53191,Tidak Diisi,-7.4960087,109.300358,0001-01-01T00:00:00Z,-,-,Baik,-
-MeZU1hjJJtqu2w1z1Cr7-wN5JiHPBs-dT7pWgvq1KXsDPTVEWJ6bXg-UURe1p03RYctyg==,Kab. Kapuas,Prov. Kalimantan Tengah,Baik,STAI KUALA KAPUAS,Aktif,STAI Kuala Kapuas  Kalimantan Tengah,Agama,1,1.500.000 - 2.400.000,Perguruan Tinggi Agama,PTA Islam Swasta,213407  ,admin@staikualakapuas.ac.id,051324699,051324699,https://www.staikualakapuas.ac.id,Jl. Tambun Bungai No. 56,STAI KUALA KAPUAS,73514,Kec. Selat,-3.006308,114.388286,-,-,-,Baik,-
ytKZPbj0HWePCjWPAmuGgligoARWX1-uS2OfI-8Rif3HvlRDXuvyNOjlj8etJ-Ulf-tkKA==,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,Baik,AKG Ditkesad,Aktif,Akademi Kesehatan Gigi Ditkesad Jakarta,Swasta,1,-,Perguruan Tinggi Swasta,LLDIKTI III,034225  ,akgditkesad@gmail.com,021-3447614,021-3447614,www.akgpuskesad.ac.id, Jln. Abdul Rahman saleh No.18  Jakarta Pusat,AKG Ditkesad,10410,Tidak Diisi,-6.1751183,106.8356144,2005-02-11T00:00:00Z,2011-02-25T00:00:00Z,35/D/O/2011,Baik,-
3L8GvXn5WYn_3-JRT70z5hl6I4OtBpEzZJ00-xkFTYeH3tAqxsYuMmzt33DoYs9ZNLmm2A==,Kota Bandung,Prov. Jawa Barat,Baik Sekali,ASMKB,Aktif,Akademi Sekretaris Dan Manajemen Kencana Bandung,Swasta,3,4.000.000 - 4.000.000,Perguruan Tinggi Swasta,LLDIKTI IV,044049  ,info@asmkencana.ac.id,(022) 25028987,(022) 25028987,https://www.asmkencana.ac.id,Jl. Wastukencana No. 5C Kel. Babakan Ciamis Kec. Sumur Bandung,ASMKB,40117,Tidak Diisi,-6.9126961,107.6087374,1993-01-29T00:00:00Z,1993-01-29T00:00:00Z,04/D/O/1993,Baik Sekali,-
CCvpf1tY8A5oT8Hl4yG5q0cK_x6UNxjF9aoWitAZoYrCyea_34ij9-fWZq3lhCxXwMvb6w==,Kab. Bekasi,Prov. Jawa Barat,-,-,Tutup,Sekolah Tinggi Teknik Cikarang,Swasta,2,-,Perguruan Tinggi Swasta,LLDIKTI IV,043209  ,enrollment@presuniv.com,021-8910-9763,021-8910-9768,www.presuniv.com,Jalan Cikarang Baru Raya Menara Batavia Lt 25,-,17550,Tidak Diisi,0.0,0.0,2001-01-12T00:00:00Z,2019-03-08T00:00:00Z,78/M/KPT/2019,-,-
VixNO4S1uqkEDQIk0ClgnGesZdFhC91UZ0_OiEWd8rUn97ZOokwEU3qlfFJu5vlEVdg37Q==,Kab. Tapanuli Utara,Prov. Sumatera Utara,Baik,IAKN Tarutung,Aktif,Institut Agama Kristen Negeri Tarutung,Agama,19,700.000 - 14.000.000,Perguruan Tinggi Agama,PTA Kristen Negeri,222001  ,iakntarutung@gmail.com,(0633) 322060,-,https://www.iakntarutung.ac.id/,-,IAKN Tarutung,-,Kec. Sipoholon,2.1041597,98.957634,2018-03-01T00:00:00Z,2018-03-01T00:00:00Z,Perpres No. 10 Tahun 2018,Baik,-
DwfzF009PJ3Gcc2SCNS9Hh-CPGwLTh7QJvDHTAIdg0e-YwJO3YaPje9D3gtDwNjnP7vSXA==,Kab. Karawang,Prov. Jawa Barat,Baik,STMIK HORIZON,Alih Bentuk,Sekolah Tinggi Manajemen Informatika dan Komputer Horizon Karawang,Swasta,4,-,Perguruan Tinggi Swasta,LLDIKTI IV,043378  ,ytphe.krw@horizon.ac.id,+628118454800,--,http://www.horizon.ac.id/,-,STMIK HORIZON,-,Tidak Diisi,0.0,0.0,2020-12-30T00:00:00Z,2020-12-30T00:00:00Z,1222/M/2020,Baik,-
y8j8oqY064PBgmcdoI7OpQgjUI_P5P0SycANyM_x-lY0tj1WSNi2mGkWHsjYk2jVaJCR1w==,Kab. Tabanan,Prov. Bali,Baik,STISIP Margarana,Aktif,STISIP Margarana,Swasta,2,3.100.000 - 4.250.000,Perguruan Tinggi Swasta,LLDIKTI VIII,083005  , stisipmarga@gmail.com,(0361) 812035, ,http://www.stisip-margarana.ac.id/,Jalan Majapahit No 16 A ,STISIP Margarana,82115,Tidak Diisi,-8.530917,115.13491,1981-07-31T00:00:00Z,1981-07-13T00:00:00Z,126,Baik,-
eMgO6Q0b9Bx98LZCRs6gey7FYJmRlvQZgRquEzQWtTBeHjuP63PybhIIAmQpG_ZNGqx1yg==,Kab. Gresik,Prov. Jawa Timur,-,-,Aktif,Institut Agama Islam Hasan Jufri Bawean,Agama,6,-,Perguruan Tinggi Agama,PTA Islam Swasta,212172  ,-,-,-,-,Jalan Raya Kebunagung  Desa Lebak  Kecamatan Sangkapura,-,61181,Tidak Diisi,0.0,0.0,2025-01-23T00:00:00Z,2025-01-23T00:00:00Z,79 Tahun 2025,-,-
xgZV63WnLdNwFrSN6PGIpUppZcPAIX1Y1hx8Eg_1OOZUTRxZxNrL8pjymNaYh_pFnqD8hg==,Kota Cilegon,Prov. Banten,Baik,POLKA,Aktif,Politeknik Krakatau,Swasta,9,500.000 - 6.100.000,Perguruan Tinggi Swasta,LLDIKTI IV,045006  ,politeknikrakatau@gmail.com,0254-388-630,0254-388-312, www.polka.ac.id,Jl Sultan Ageng Tirtayasa 49 Komplek Bonakarta Blok B-7,POLKA,42414,Tidak Diisi,-4.654765,122.4906359,1997-11-24T00:00:00Z,1999-01-14T00:00:00Z,15DO99,Baik,-
t08iUzgIz2VWft04EOV-595SxZM1MOYXCLwvz4_lZ8a3F5qDpazs-suzEdA7xWgzWZ9Q2A==,Kota Tomohon,Prov. Sulawesi Utara,Baik,UKIT,Aktif,Universitas Kristen Indonesia Tomohon,Swasta,17,50.000 - 31.400.000,Perguruan Tinggi Swasta,LLDIKTI XVI,161001  ,rektorat.ukit@gmail.com,081343606077,-,-,Jalan Raya Talete II Kampus II UKIT Kuranga,UKIT,95362,Kec. Tomohon Utara,1.338721,124.837498,1965-02-20T00:00:00Z,2007-11-29T00:00:00Z,220/D/O/2007,Baik,-
7rjvZU-9o-LzbVPccxXZK4AmK0RMvbHuSA5mGiZBstimj7fXyjF7fIqxDdYwJYargMF4Vg==,Kab. Tulungagung,Prov. Jawa Timur,-,STKIP PGRI TA,Aktif,STKIP PGRI Tulungagung,Swasta,13,-,Perguruan Tinggi Swasta,LLDIKTI VII,073040  ,info@stkippgritulungagung.ac.id,0355-321426,0355-321426,www.stkippgritulungagung.ac.id,Jl Mayor Sujadi Timur No 7 ,STKIP PGRI TA,66221,Kec. Kedungwaru,-8.0773518,111.9223997,1975-11-13T00:00:00Z,2018-02-01T00:00:00Z,64/KPT/I/2018,-,-
T3QoOLzi-SD8h1-ydBa2XU3SqDYJRn2qw8F5-F80edjRcg23ZTOAULQQVgfXudh9oRHPkA==,Kab. Dompu,Prov. Nusa Tenggara Barat,Baik Sekali,STKIP YAPIS DOMPU,Aktif,STKIP Yapis Dompu,Swasta,6,-,Perguruan Tinggi Swasta,LLDIKTI VIII,083062  ,akademik@stkipyapisdompu.ac.id,085237083899,-,http://stkipyapisdompu.ac.id,Jl Syech Muhammad Lingkar Utara Bali I,STKIP YAPIS DOMPU,84251,Tidak Diisi,-8.522192,118.458184,2009-02-19T00:00:00Z,2009-02-19T00:00:00Z,05DO2009,Baik Sekali,-
Qx7yfGHTXC8MreCppFWZ3wOYQsqsApNQm0zn0roGZ_xdIaUH021AaEakL1BJftLZ0xlFIw==,Kab. Brebes,Prov. Jawa Tengah,Baik,UMBS,Aktif,Universitas Muhammadiyah Brebes,Swasta,10,2.400.000 - 3.800.000,Perguruan Tinggi Swasta,LLDIKTI VI,061077  ,humas@stmikmpb.ac.id,08112909939,-,umbs.ac.id,-,UMBS,-,Tidak Diisi,-7.2892976,109.029994,2024-09-19T00:00:00Z,2024-09-19T00:00:00Z,618/E/O/2024,Baik,-
rxT1P4DWMfdVTAYG4qAvKHlMfsVVoAwMJIFwDgsN3-HPGMQb80Np74B46gCda9QgwNemdA==,Kota Jakarta Pusat,Prov. D.K.I. Jakarta,-,-,Alih Bentuk,STAI Nahdlatul Ulama (STAINU) Jakarta,Agama,9,-,Perguruan Tinggi Agama,PTA Islam Swasta,213176  ,stainu_jakarta@yahoo.co.id,021-3156864,021-3156864,www.stainujakarta.ac.id,-JL. Taman Amir Hamzah No. 05 Matraman Jakarta Pusat,-,10320,Tidak Diisi,0.0,0.0,2003-05-01T00:00:00Z,2003-05-01T00:00:00Z,Dj.II/69/2003,-,-
ECQZQ5O5Ap9sVXsX4jLj7NG5tit8OFECcAep6J6xGwQ32Tef3QXpxzW5t4-pL--sjjP2KA==,Kab. Tapin,Prov. Kalimantan Selatan,Baik,STITAT,Aktif,Sekolah Tinggi Ilmu Tarbiyah Assunniyah Tambarangan Rantau Tapin,Agama,2,1.200.000 - 1.200.000,Perguruan Tinggi Agama,PTA Islam Swasta,213657  ,admin@stitastbr.ac.id,081572034308,11111111111111,stitastbr.ac.id,Jl. A. Yani KM 104 Tambarangan  RT. 09/RW 11 Kelurahan Tambarangan  Kecamatan Tapin Selatan  Kabupaten Tapin  Provinsi Kalimantan Selatan ,STITAT,71181,Kec. Tapin Selatan,1.0,1.0,2019-05-22T00:00:00Z,2019-05-22T00:00:00Z,KMA Nomor 295 Tahun 2019,Baik,-
7Q9toKj0lL0hJrAwxEVndH6tzK_9DZPAcMP_77DaxZUgKpmx1FOwY_Pq4ygvRJKIeMXSUA==,Kota Semarang,Prov. Jawa Tengah,-,ATS,Alih Bentuk,Akademi Teknologi Semarang,Swasta,3,-,Perguruan Tinggi Swasta,LLDIKTI VI,064006  ,admin@ats.ac.id,024-8452230,024-8448217,www.ats.ac.id,JL. LONTAR NO. 1 SIDODADI TIMUR - DR. CIPTO ,ATS,50252,Tidak Diisi,0.0,0.0,1979-01-06T00:00:00Z,1976-06-01T00:00:00Z,465KKPTVI1979,-,-
4HUD_cRJn_oKVUXZOnfRe-U4Nt0T6zhZDKMf7b6cg8V50Uq3-04n_7Z3L_WTMx4VsRsxoA==,Kab. Tangerang,Prov. Banten,Baik,STIT Isvill,Alih Bentuk,STIT Islamic Village Tangerang Banten,Agama,3,-,Perguruan Tinggi Agama,PTA Islam Swasta,213177  ,stit.islamic@yahoo.co.id,021 5464165,021 5464165,www.stit-islamic-village.ac.id,komplek Pendidikan Yayasan Islamic Village. Jl. Islamic Raya  Kelapa Dua. Tanger,STIT Isvill,15001,Tidak Diisi,106.61656,-6.228335,2005-03-22T00:00:00Z,2005-03-22T00:00:00Z,Dj.II/25/05,Baik,-
OfRgliIN3fbyd2u82l6J8y1mPH-9MONF8yIEsSGG3keQiqbukGQrMh7G6jnRkapICyf57A==,Kota Bitung,Prov. Sulawesi Utara,Baik Sekali,-,Aktif,Politeknik Kelautan dan Perikanan Bitung,Kedinasan,3,100.000 - 100.000,Perguruan Tinggi Kementerian Lain,Kementerian Kelautan dan Perikanan,395002  ,politeknikkp_bitung@yahoo com,0438 36434,0438 21436,www.poltekkp-bitung.ac.id,Jalan Tandurusa Kotak Pos 12/BTG,-,95526,Tidak Diisi,1.4022219,124.9296008,2009-07-17T00:00:00Z,2014-10-17T00:00:00Z,55/PERMEN-KP/2014,Baik Sekali,-
W9-IPre4xxYL19ByRT1cfFW66J3WqpTmZUeozNY_l3KIlWfGTc9bf7mjGbnTIOAHp__brA==,Kab. Sleman,Prov. D.I. Yogyakarta,Unggul,UIN SUKA,Aktif,Universitas Islam Negeri Sunan Kalijaga,Agama,77,50.000 - 15.000.000,Perguruan Tinggi Agama,PTA Islam Negeri,201002  ,humas@uin-suka.ac.id,(0274) 589621 512474,(0274) 586117,www.uin-suka.ac.id,Jalan Marsda Adisucipto No. 1 ,UIN SUKA,55281,Tidak Diisi,-7.7837525,110.3946298,2004-06-21T00:00:00Z,2004-06-21T00:00:00Z,Nomor: 50 Tahun 2004,Unggul,-
Zsvj8q6f3hLIB4-HKCoEjYO2U_QVU-2RU_WElfh_qq58uQVVXoTKtnsKzQoJebr7OfZM8g==,Kab. Bangka,Prov. Bangka Belitung,Baik,Polmanbabel,Aktif,Politeknik Manufaktur Negeri Bangka Belitung,Negeri,11,500.000 - 6.000.000,Perguruan Tinggi Negeri,PTN,005028  ,polman@polman-babel.ac.id,0717 93586,0717 93585,www.polman-babel.ac.id, Jln. Timah Raya  Air Kantung Sungailiat Bangka,Polmanbabel,33211,Kec. Sungai Liat,-1.8521834,106.1313944,2010-10-18T00:00:00Z,2010-10-18T00:00:00Z,25 Tahun 2010,Baik,-
nIjfQgxke8ZiYPbAVXFC-w_Vhc7VDxRD2ICux2oxYk2USmQ8MzELY_Df6SXoNckwt2L7xA==,Kota Yogyakarta,Prov. D.I. Yogyakarta,-,IST AKPRIND,Alih Bentuk,Institut Sains Dan Teknologi Akprind,Swasta,21,-,Perguruan Tinggi Swasta,LLDIKTI V,052003  ,info@akprind.ac.id,0274-563029,0274-563847,www.akprind.ac.id,Jalan Kalisahak No 28 Komplek Balapan,IST AKPRIND,55222,Tidak Diisi,-7.784704,110.385642,1972-05-12T00:00:00Z,1989-03-16T00:00:00Z,0145O1989,-,-
UJgOcakGQgJshpDto2FnDK9jQ6lDhk-p0qlxYU1dcQbjlr1SgbGbZ7N7ffbTGiKio_MVXg==,Kota Palu,Prov. Sulawesi Tengah,-,AKPER BK PALU,Alih Bentuk,Akademi Keperawatan Bala Keselamatan,Swasta,1,-,Perguruan Tinggi Swasta,LLDIKTI XVI,164023  ,akperbk@yahoo.com,0451- 459333,0451-456968,www.akperbkpalu.ac.id, Jl. Bali No. 22B Palu  Sulawesi Tengah,AKPER BK PALU,94112,Tidak Diisi,-0.90246,119.872136,2011-09-30T00:00:00Z,2011-09-30T00:00:00Z,222/E/O/2011,-,-
BRsNYNijBPl75gVpLoT2cnJ1zqDExDGcMq7aipMtIcjJuqX8Ka_sND60vkmPjOfNPZnG7Q==,Kota Jakarta Selatan,Prov. D.K.I. Jakarta,Baik,STP AVIASI,Aktif,Sekolah Tinggi Penerbangan Aviasi,Swasta,2,700.000 - 5.850.000,Perguruan Tinggi Swasta,LLDIKTI III,033070  ,sekretariat@stp-aviasi.ac.id,-,-,www.stp-aviasi.ac.id,Wisma Aldiron Dirgantara Jl Gatot Subroto No 72,STP AVIASI,12780,Tidak Diisi,-6.244625,106.840868,1992-06-04T00:00:00Z,1993-04-20T00:00:00Z,37/D/0/1993,Baik,-
t6Xkme1Bq49r28wsl8x_K5rP1isE0FzHmHsHOVyFF0O8Fs-bDZmfkxhPjItLXsBnZosVbQ==,Kota Langsa,Prov. Aceh,-,-,Alih Bentuk,STIKES Cut Nyak Dhien Langsa,Swasta,4,-,Perguruan Tinggi Swasta,LLDIKTI XIII,133026  ,stikescnd_2006@yahoo.co.id,064123363,0641424390,http://stikescnd.ac.id,Jalan Perumnas No 45 Paya Bujok Seulemak,-,24415,Tidak Diisi,0.0,0.0,2006-12-20T00:00:00Z,2006-12-20T00:00:00Z,290DO2006,-,-
Mrqpr7wvY_N_OBQOLkmTduCu0MlTqppFljZJcLVN2A1VhmwcRWh8ADAJjSlj3Oqw2TiFdQ==,Tidak Diisi,Prov. D.I. Yogyakarta,-,-,Tutup,STMIK Proactive,Swasta,2,-,Perguruan Tinggi Swasta,LLDIKTI V,053026  ,-,0274-385-789,0274-385-789,-,Jalan Prawirotaman III No 660 ,-,55153,Tidak Diisi,0.0,0.0,2002-04-04T00:00:00Z,2019-02-25T00:00:00Z,67/M/KPT/2019,-,-
