pddikti_institution_code,institution_name,address,province,contact,average_semester_fee,starting_semester_fee,ending_semester_fee,average_yearly_fee,starting_yearly_fee,ending_yearly_fee,body_type,link,student_amount,lecturer_amount,description
177,INSTITUT KEUANGAN-PERBANKAN DAN INFORMATIKA ASIA PERBANAS,"Jl Perbanas  Karet Kuningan, KOTA JAKARTA SELATAN",D.K.I. JAKARTA,"{""website"": ""www.perbanas.id"", ""email"": ""contact@perbanas.id"", ""phone"": ""021-5222501-04 / 021-5228460""}",7500000,5000000,10000000,15000000,10000000,20000000,SWASTA,-,-1,-1,-
178,SEKOLAH TINGGI ILMU SOSIAL DAN POLITIK FAJAR TIMUR,"Jl Meo Abekunatun No 26, KABUPATEN BELU",NUSA TENGGARA TIMUR,"{""website"": ""http://stisipfajartimur.ac.id"", ""email"": ""stisipfajartimur.atb@gmail.com"", ""phone"": ""081318673608 / 038922146""}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
179,STIKES SAKINAH HUSADA TANJUNG BALAI,"Jln. Anwar IdrisKel. Bunga Tanjung  Kec. Datuk Bandar Timur Kota Tanj, KOTA TANJUNG BALAI",SUMATERA UTARA,"{""website"": ""---"", ""email"": ""stikessakinahhusada123@gmail.com"", ""phone"": ""085270222443 / 085270222443""}",3500000,3000000,4000000,7000000,6000000,8000000,SWASTA,-,-1,-1,-
180,INSTITUT ILMU KESEHATAN BHAKTI WIYATA KEDIRI,"Jl KH Wachid Hasyim No 65, KOTA KEDIRI",JAWA TIMUR,"{""website"": ""www.iik.ac.id"", ""email"": ""admin@iik.ac.id"", ""phone"": ""0354-773299 / 0354-771539""}",12000000,3000000,21000000,24000000,6000000,42000000,SWASTA,-,-1,-1,-
181,UNIVERSITAS MUHAMMADIYAH TEGAL,KABUPATEN TEGAL,JAWA TENGAH,"{""website"": ""umtegal.ac.id"", ""email"": ""umtegal@gmail.com"", ""phone"": ""0283351081""}",4900000,2400000,7400000,9800000,4800000,14800000,SWASTA,-,-1,-1,-
182,SEKOLAH TINGGI MANAJEMEN INFORMATIKA DAN KOMPUTER PGRI ARUNGBINANG KEBUMEN,KABUPATEN KEBUMEN,JAWA TENGAH,"{""website"": ""-"", ""email"": ""-"", ""phone"": """"}",2850000,2850000,2850000,5700000,5700000,5700000,SWASTA,-,-1,-1,-
183,DEAKIN UNIVERSITY,KOTA BANDUNG,JAWA BARAT,"{""website"": ""-"", ""email"": ""-"", ""phone"": """"}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
184,AKADEMI KOMUNITAS KEBUN ANOM,KABUPATEN JEMBER,JAWA TIMUR,"{""website"": ""-"", ""email"": ""-"", ""phone"": """"}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
185,UNIVERSITAS NURUL JADID,"PP Nurul Jadid Pox Box 1  Karanganyar  Paiton, KABUPATEN PROBOLINGGO",JAWA TIMUR,"{""website"": ""https://www.unuja.ac.id"", ""email"": ""unuja@unuja.ac.id"", ""phone"": ""08883077077 / 08883077077""}",1000,1000,1000,2000,2000,2000,SWASTA,-,-1,-1,-
186,AKADEMI KEBIDANAN PRIMA HUSADA,"Jl. Brigdjen H Saptadji No. 19 Cilendek Barat Kota Bogor, KOTA BOGOR",JAWA BARAT,"{""website"": ""akbidprimahusada.ac.id"", ""email"": ""akbidprima@yahoo.com"", ""phone"": ""02518319922 / 02518339966""}",6500000,6500000,6500000,13000000,13000000,13000000,SWASTA,-,-1,-1,-
187,SEKOLAH TINGGI ILMU HUKUM SOELTHAN M TSJAFIOEDDIN,"Jl Soelthan M Tsjafioeddin No 29, KOTA SINGKAWANG",KALIMANTAN BARAT,"{""website"": ""stihsmt.ac.id"", ""email"": ""stih.singkawang@gmail.com"", ""phone"": ""081256494135 / 0562-631926""}",3750000,3500000,4000000,7500000,7000000,8000000,SWASTA,-,-1,-1,-
188,UNIVERSITAS SUBANG,"Jalan RA Kartini KM 3 Subang, KABUPATEN SUBANG",JAWA BARAT,"{""website"": ""www.unsub.ac.id"", ""email"": ""info@unsub.ac.id"", ""phone"": ""02604240927 / 02604240927""}",2600000,200000,5000000,5200000,400000,10000000,SWASTA,-,-1,-1,-
189,STMIK ANTAR BANGSA,"Jl. Raden Fattah No. 70A  Pondok Aren, KOTA TANGERANG",BANTEN,"{""website"": ""antarbangsa.ac.id"", ""email"": ""info@antarbangsa.ac.id"", ""phone"": ""50986099""}",2550000,1000000,4100000,5100000,2000000,8200000,SWASTA,-,-1,-1,-
190,POLITEKNIK KEBANGSAAN,KOTA GORONTALO,GORONTALO,"{""website"": ""-"", ""email"": ""-"", ""phone"": """"}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
191,STIKES KUSUMA BANGSA,"Jl. Pariwisata No. 48, KOTA MATARAM",NUSA TENGGARA BARAT,"{""website"": ""www.kusumabangsa.ac.id"", ""email"": ""kusumabangsaaaa@gmail.com"", ""phone"": ""7847342""}",7150000,5825000,8475000,14300000,11650000,16950000,SWASTA,-,-1,-1,-
192,UNIVERSITAS NUSANTARA PGRI KEDIRI,"Jl KH Achmad Dahlan 76 Mojoroto, KOTA KEDIRI",JAWA TIMUR,"{""website"": ""www.unpkediri.ac.id"", ""email"": ""admin@unpkediri.ac.id"", ""phone"": ""771503  771576 / 771503  771576""}",3900000,600000,7200000,7800000,1200000,14400000,SWASTA,-,-1,-1,-
193,SEKOLAH TINGGI ILMU EKONOMI WILWATIKTA,"Kebonsari Baru Selatan  Kebonsari, KOTA SURABAYA",JAWA TIMUR,"{""website"": ""stie.wilwatiktaa.ac.id"", ""email"": ""stie.wilwatikta@gmail.com"", ""phone"": ""081232890611""}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
194,AKADEMI KEBIDANAN BUDI MULIA,"Jl. Wali Songo Rt. 03 Kel. Kenali Besar  Kec. Kotabaru   Jambi, KOTA JAMBI",JAMBI,"{""website"": ""http://budimulia.ac.id"", ""email"": ""akbidbudimuliajambi@yahoo.co.id"", ""phone"": ""081366828846""}",30250000,5500000,55000000,60500000,11000000,110000000,SWASTA,-,-1,-1,-
195,AKADEMI KEBIDANAN MENARA PRIMADANI,"Soppeng, KABUPATEN SOPPENG",SULAWESI SELATAN,"{""website"": ""akbidmps.ac.id"", ""email"": ""akbid_primadanisoppeng@yahoo.co.id"", ""phone"": ""085251691864""}",2400000,2400000,2400000,4800000,4800000,4800000,SWASTA,-,-1,-1,-
196,SEKOLAH TINGGI BAHASA ASING BINA DINAMIKA CIANJUR,"Jln. Kebon Kelapa Blok Barokah Pekopen Tambun Bekasi, KABUPATEN BEKASI",JAWA BARAT,"{""website"": ""www.stbabinadinamika.ac.id"", ""email"": ""stbabinadinamika16@gmail.com"", ""phone"": ""021-88390191 / 021-88390191""}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
197,SEKOLAH TINGGI ILMU MANAJEMEN SUKMA,"Jln. Laksana No. 58 E-F Medan, KOTA MEDAN",SUMATERA UTARA,"{""website"": ""https://stimsukmamedan.ac.id/"", ""email"": ""stims@stimsukmamedan.ac.id"", ""phone"": ""061-7883991""}",4000000,4000000,4000000,8000000,8000000,8000000,SWASTA,-,-1,-1,-
198,UNIVERSITAS MIKROSKIL,KOTA MEDAN,SUMATERA UTARA,"{""website"": ""www.mikroskil.ac.id"", ""email"": ""info@mikroskil.ac.id"", ""phone"": ""4573767 / 4567789""}",3375000,1,6750000,6750001,2,13500000,SWASTA,-,-1,-1,-
199,SEKOLAH TINGGI ILMU EKONOMI WIDYA MANGGALIA,"Jl Jenderal Sudirman 165-167, KABUPATEN BREBES",JAWA TENGAH,"{""website"": ""http://www.stiewidyamanggalia.ac.id"", ""email"": ""stie.widyamanggalia@yahoo.co.id"", ""phone"": ""0283-6176255 / 0283-6176255""}",3135000,3135000,3135000,6270000,6270000,6270000,SWASTA,-,-1,-1,-
200,SEKOLAH TINGGI MANAJEMEN INFORMATIKA DAN KOMPUTER MULIA DARMA,KABUPATEN LABUHAN BATU,SUMATERA UTARA,"{""website"": ""stmik-md.ac.id"", ""email"": ""info@stmik-md.ac.id"", ""phone"": ""0624-25307""}",3075000,2400000,3750000,6150000,4800000,7500000,SWASTA,-,-1,-1,-
201,SEKOLAH TINGGI ILMU FARMASI YAYASAN PHARMASI,"Jl Letjen Sarwo Edie Wibowo Plamongansari, KOTA SEMARANG",JAWA TENGAH,"{""website"": ""www.stifar.ac.id"", ""email"": ""stifar_yaphar@yahoo.com"", ""phone"": ""6706147 - 48 / 6706148""}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
202,SEKOLAH TINGGI ILMU EKONOMI TRI DHARMA WIDYA,"Jl Cimandiri no 17 Menteng  Jakapus, KOTA JAKARTA PUSAT",D.K.I. JAKARTA,"{""website"": ""stietdw.ac.id"", ""email"": ""-"", ""phone"": ""021-3912078 / 021-3912078""}",3900000,3300000,4500000,7800000,6600000,9000000,SWASTA,-,-1,-1,-
203,SEKOLAH TINGGI ILMU EKONOMI EKA PRASETYA,"Jl Merapi no.08, KOTA MEDAN",SUMATERA UTARA,"{""website"": ""www.eka-prasetya.ac.id"", ""email"": ""sso@eka-prasetya.ac.id"", ""phone"": ""061-4571198 / 061-4151391""}",3125000,3000000,3250000,6250000,6000000,6500000,SWASTA,-,-1,-1,-
204,SEKOLAH TINGGI KEGURUAN DAN ILMU PENDIDIKAN TANJUNGPURA,KABUPATEN KETAPANG,KALIMANTAN BARAT,"{""website"": ""stkiptanjungpura.ac.id"", ""email"": ""stkip.tanjungpura@gmail.com"", ""phone"": ""0811568221""}",1750000,500000,3000000,3500000,1000000,6000000,SWASTA,-,-1,-1,-
205,UNIVERSITAS WIDYA NUSANTARA,KOTA PALU,SULAWESI TENGAH,"{""website"": ""www.uwn.ac.id"", ""email"": ""office@uwn.ac.id"", ""phone"": """"}",7875000,1750000,14000000,15750000,3500000,28000000,SWASTA,-,-1,-1,-
206,UNIVERSITAS PGRI KALIMANTAN,KOTA BANJARMASIN,KALIMANTAN SELATAN,"{""website"": ""www.upk.ac.id"", ""email"": ""kampus@upk.ac.id"", ""phone"": ""0821-5407-6883""}",2637500,2625000,2650000,5275000,5250000,5300000,SWASTA,-,-1,-1,-
207,UNIVERSITAS MATHLA UL ANWAR,"Jl Raya Labuan KM 23 Saketi  Kab. Pandeglang - Banten, KABUPATEN PANDEGLANG",BANTEN,"{""website"": ""unmabanten.ac.id"", ""email"": ""info@unmabanten.ac.id"", ""phone"": ""401307 / 401555""}",2400000,2400000,2400000,4800000,4800000,4800000,SWASTA,-,-1,-1,-
208,SEKOLAH TINGGI ILMU KESEHATAN HUSADA MANDIRI POSO,"Jalan Pulau Kalimantan No.29, KABUPATEN POSO",SULAWESI TENGAH,"{""website"": ""www.stikeshmposo.ac.id"", ""email"": ""office@stikeshmposo.ac.id"", ""phone"": ""082227065984 / 0452-324406""}",6000000,6000000,6000000,12000000,12000000,12000000,SWASTA,-,-1,-1,-
209,POLITEKNIK OMNA TRISAKTI CHANDRA,"Jl. Raya Sakah No.17 B  Batuan Kaler  Kec. Sukawati  Kabupaten Gianyar  Bali, KABUPATEN GIANYAR",BALI,"{""website"": ""https://www.poltekotc.ac.id/"", ""email"": ""info@poltekotc.ac.id"", ""phone"": ""087862268178""}",7500000,7500000,7500000,15000000,15000000,15000000,SWASTA,-,-1,-1,-
210,UNIVERSITAS NAHDLATUL ULAMA INDONESIA,"Taman Amir Hamzah No.5 Kelurahan Pegangsaan  Kecamatan Menteng, KOTA JAKARTA PUSAT",D.K.I. JAKARTA,"{""website"": ""unusia.ac.id"", ""email"": ""sekretariat@unusia.ac.id"", ""phone"": ""021-3906501 / 021-3906501""}",15550000,150000,30950000,31100000,300000,61900000,SWASTA,-,-1,-1,-
211,INSTITUT BUDI UTOMO NASIONAL,KABUPATEN MAJALENGKA,JAWA BARAT,"{""website"": ""-"", ""email"": ""instbunas@gmail.com"", ""phone"": ""085317793870""}",3405000,3000000,3810000,6810000,6000000,7620000,SWASTA,-,-1,-1,-
212,UNIVERSITAS PERSADA INDONESIA YAI,"Jalan Diponegoro No. 74  Menteng  Jakarta Pusat, KOTA JAKARTA PUSAT",D.K.I. JAKARTA,"{""website"": ""upi-yai.ac.id"", ""email"": ""rektorat@upi-yai.ac.id"", ""phone"": ""3926000 / 3914878""}",11125000,3000000,19250000,22250000,6000000,38500000,SWASTA,-,-1,-1,-
213,STIKES DHARMA LANDBOUW,"Jl. Jhoni Anwar No. 29 Ulak Karang Padang, KOTA PADANG",SUMATERA BARAT,"{""website"": ""www.stikeslandbouw.ac.id"", ""email"": ""info@stikeslandbouw.ac.id"", ""phone"": ""07517055462 / 07517055462""}",6500000,3250000,9750000,13000000,6500000,19500000,SWASTA,-,-1,-1,-
214,STMIK BANJARBARU,"Jalan Jendral Ahmad Yani Km. 33 5 Loktabat Banjarbaru Kalimantan Selatan, KOTA BANJARBARU",KALIMANTAN SELATAN,"{""website"": ""www.stmik-banjarbaru.ac.id"", ""email"": ""stmikb@gmail.com"", ""phone"": ""3306839""}",3937500,3500000,4375000,7875000,7000000,8750000,SWASTA,-,-1,-1,-
215,INSTITUT KESEHATAN SUAKA INSAN,KOTA BANJARMASIN,KALIMANTAN SELATAN,"{""website"": ""-"", ""email"": ""-"", ""phone"": """"}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
216,UNIVERSITAS MUHAMMADIYAH PARE-PARE,"Jalan Jenderal Ahmad Yani KM 6, KOTA PARE-PARE",SULAWESI SELATAN,"{""website"": ""www.umpar.ac.id"", ""email"": ""umpar_10mei1999@yahoo.co.id"", ""phone"": ""22757-25524 / 25524""}",2300000,1000000,3600000,4600000,2000000,7200000,SWASTA,-,-1,-1,-
217,STIKES PRIMA INDONESIA,"Jl Raya Bintara Km. No 9 6 Bintara - Bekasi Barat - Kota Bekasi, KABUPATEN BEKASI",JAWA BARAT,"{""website"": ""www.stikesprimaindoneisa.ac.id"", ""email"": ""info@stikesprimaindonesia.ac.id"", ""phone"": ""021-89134519 / 021-89134507""}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
218,AKADEMI TEKNOLOGI MARITIM PATIMBAN SUBANG,KABUPATEN SUBANG,JAWA BARAT,"{""website"": ""-"", ""email"": ""atekmarsbg.official@gmail.com"", ""phone"": ""0897-9777-400""}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
219,SEKOLAH TINGGI KESENIAN WILWATIKTA,"Jalan Klampis Anom II Sukolilo, KOTA SURABAYA",JAWA TIMUR,"{""website"": ""stkw-surabaya.ac.id"", ""email"": ""info@stkw-surabaya.ac.id"", ""phone"": ""031-5949945 / 031-5949945""}",1975000,700000,3250000,3950000,1400000,6500000,SWASTA,-,-1,-1,-
220,SEKOLAH TINGGI KEGURUAN DAN ILMU PENDIDIKAN PGRI PAPUA,KABUPATEN YAPEN WAROPEN,PAPUA,"{""website"": ""stkippgripapua.ac.id"", ""email"": ""papua.stkippgri@gmail.com"", ""phone"": ""+62 812-9674-1377""}",9625000,1750000,17500000,19250000,3500000,35000000,SWASTA,-,-1,-1,-
221,POLITEKNIK MASAMY INTERNASIONAL,"Jalan Ikan Paus  Desa Kertosari, KABUPATEN BANYUWANGI",JAWA TIMUR,"{""website"": ""www.polmain.ac.id"", ""email"": ""politeknik.masamy@polmain.ac.id"", ""phone"": ""03333384593""}",2700000,2400000,3000000,5400000,4800000,6000000,SWASTA,-,-1,-1,-
222,UNIVERSITAS DJUANDA,"Jalan Tol Ciawi No.1 Ciawi Bogor, KABUPATEN BOGOR",JAWA BARAT,"{""website"": ""www.unida.ac.id."", ""email"": ""rektorat@unida.ac.id"", ""phone"": ""0251-8240773 / 0251-8240985""}",5400000,800000,10000000,10800000,1600000,20000000,SWASTA,-,-1,-1,-
223,STIKES BINA GENERASI POLEWALI MANDAR,"Jalan Muhammad Yamin Manding, KABUPATEN POLEWALI MAMASA",SULAWESI BARAT,"{""website"": ""biges.ac.id"", ""email"": ""stikes@biges.ac.id"", ""phone"": ""0428-242-0553 / 0428-242-0553""}",3200000,3200000,3200000,6400000,6400000,6400000,SWASTA,-,-1,-1,-
224,UNIVERSITAS ICHSAN GORONTALO UTARA,KABUPATEN GORONTALO UTARA,GORONTALO,"{""website"": ""uigu.ac.id"", ""email"": ""rektorat@uigu.ac.id"", ""phone"": ""082293386121 / 082293386121""}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
225,UNIVERSITAS TEKNOLOGI BANDUNG,KOTA BANDUNG,JAWA BARAT,"{""website"": ""https://utb-univ.ac.id/"", ""email"": ""-"", ""phone"": ""5224000 / 5224000""}",5500000,5500000,5500000,11000000,11000000,11000000,SWASTA,-,-1,-1,-
226,AKADEMI KEPERAWATAN PATRIA HUSADA SURAKARTA,"Jl. SUmpah Pemuda 50 Mojosongo Surakarta, KOTA SURAKARTA",JAWA TENGAH,"{""website"": ""www.akperpatriahusada-surakarta.ac.id"", ""email"": ""patria.husada170845@gmail.com"", ""phone"": ""0271853224 / 0271853224""}",7792500,7000000,8585000,15585000,14000000,17170000,SWASTA,-,-1,-1,-
227,SEKOLAH TINGGI KEGURUAN DAN ILMU PENDIDIKAN MUHAMMADIYAH OKU TIMUR,KABUPATEN OGAN KOMERING ULU TIMUR,SUMATERA SELATAN,"{""website"": ""stkipmokut.ac.id"", ""email"": ""stkipmuh.okutyess@gmail.com"", ""phone"": ""085268978313""}",3000000,3000000,3000000,6000000,6000000,6000000,SWASTA,-,-1,-1,-
228,SEKOLAH TINGGI ILMU MARITIM MEGA BUANA,KABUPATEN MAMUJU,SULAWESI BARAT,"{""website"": ""-"", ""email"": ""-"", ""phone"": """"}",1800000,1800000,1800000,3600000,3600000,3600000,SWASTA,-,-1,-1,-
229,SEKOLAH TINGGI ILMU KESEHATAN MAHARANI,"Jl Simpang Candi Panggung 133, KOTA MALANG",JAWA TIMUR,"{""website"": ""www.stikesmaharani.ac.id"", ""email"": ""informasi@stikesmaharani.ac.id"", ""phone"": ""081232268321""}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
230,POLITEKNIK BINA TRADA SEMARANG,KOTA SEMARANG,JAWA TENGAH,"{""website"": ""www.polbitrada.ac.id"", ""email"": ""poltekbinatrada@gmail.com"", ""phone"": ""024.6725022""}",5825000,2400000,9250000,11650000,4800000,18500000,SWASTA,-,-1,-1,-
231,POLITEKNIK KESEHATAN UMMI KHASANAH,"Jalan Pemuda  Gandekan  Bantul, KABUPATEN BANTUL",D.I. YOGYAKARTA,"{""website"": ""www.ummikha.ac.id"", ""email"": ""poltekkes@ummikha.ac.id"", ""phone"": ""368055 / 368055""}",5150000,500000,9800000,10300000,1000000,19600000,SWASTA,-,-1,-1,-
232,SEKOLAH TINGGI ILMU PERTANIAN YASHAFA,"Jalan Singkil-Subussalam, KABUPATEN ACEH SINGKIL",ACEH,"{""website"": ""www.stip-yashafa.ac.id"", ""email"": ""umum@stip-yashafa.ac.id"", ""phone"": ""082366266720""}",2500000,2500000,2500000,5000000,5000000,5000000,SWASTA,-,-1,-1,-
233,SEKOLAH TINGGI ILMU EKONOMI BOEDI OETOMO,"Jalan Ampera No. GG 1-2 Kota Baru Pontianak, KOTA PONTIANAK",KALIMANTAN BARAT,"{""website"": ""www.stieboedioetomo.ac.id"", ""email"": ""stie_boedioetomo@yahoo.co.id"", ""phone"": ""586324 / 586324""}",3043500,2400000,3687000,6087000,4800000,7374000,SWASTA,-,-1,-1,-
234,AKADEMI KESEHATAN ARGA HUSADA,"Jl. Mayjend Mas Isman 1, KABUPATEN KEDIRI",JAWA TIMUR,"{""website"": ""http://www.akesargahusada.blogspot.com"", ""email"": ""argahusada057@gmail.com"", ""phone"": ""398415 / 398415""}",5000000,5000000,5000000,10000000,10000000,10000000,SWASTA,-,-1,-1,-
235,SEKOLAH TINGGI ILMU MANAJEMEN LASHARAN JAYA,"Jl Abdullah Daeng Sirua No 106, KOTA MAKASSAR",SULAWESI SELATAN,"{""website"": ""www.stimlasharanjaya.ac.id"", ""email"": ""stimlash_jaya@yahoo.co.id"", ""phone"": ""0411-441195 / 0411-441098""}",2900000,2700000,3100000,5800000,5400000,6200000,SWASTA,-,-1,-1,-
236,SEKOLAH TINGGI ILMU EKONOMI YAPI BONE,"Jalan Andi Muh. Yusuf No.21, KABUPATEN BONE",SULAWESI SELATAN,"{""website"": """", ""email"": ""stieyapibone@yahoo.co.id"", ""phone"": ""0481-2913634 / 0481-2913634""}",2400000,2400000,2400000,4800000,4800000,4800000,SWASTA,-,-1,-1,-
237,POLITEKNIK KESEHATAN PUTRA INDONESIA MALANG,KOTA MALANG,JAWA TIMUR,"{""website"": ""poltekkespim.ac.id"", ""email"": ""poltekkespim@gmail.com"", ""phone"": ""0341 - 491132""}",23250000,1000000,45500000,46500000,2000000,91000000,SWASTA,-,-1,-1,-
238,AKADEMI KEBIDANAN GEMA NUSANTARA BEKASI,"Jl. Kapuk Raya No. 01 Kel. Pengasinan Kec. Rawa Lumbu Bekasi, KOTA BEKASI",JAWA BARAT,"{""website"": ""www.akbidgemanusantara-bekasi.ac.id"", ""email"": ""akbid_genus@yahoo.co.id"", ""phone"": ""021 29085240 / 02129085240""}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
239,STKIP PGRI SAMPANG,"Jl Raya Torjun Indah No. 122 Sampang Madura-Jawa Timur, KABUPATEN SAMPANG",JAWA TIMUR,"{""website"": ""www.stkip-pgrispg.ac.id"", ""email"": ""stkip_pgri_spg@yahoo.co.id/office@stkippgrispg.ac."", ""phone"": ""0323-322030 / 0323-322030""}",3107500,2900000,3315000,6215000,5800000,6630000,SWASTA,-,-1,-1,-
240,SEKOLAH TINGGI ILMU ADMINISTRASI YPPT PRIATIM TASIKMALAYA,"Jl Perintis Kemerdekaan No 200, KOTA TASIKMALAYA",JAWA BARAT,"{""website"": ""www.stia-tasik.ac.id"", ""email"": ""stia.tasikmalaya@yahoo.co.id"", ""phone"": ""332878 / 334228""}",3257500,35000,6480000,6515000,70000,12960000,SWASTA,-,-1,-1,-
241,AKADEMI KOMUNITAS DARUN NAJAH,KABUPATEN LUMAJANG,JAWA TIMUR,"{""website"": ""-"", ""email"": ""-"", ""phone"": """"}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
242,AKADEMI KEBIDANAN HARAPAN IBU LANGSA,"Jl Lilawangsa Geudubang Jawa, KOTA LANGSA",ACEH,"{""website"": ""http://harapanibu.akbid.ac.id/"", ""email"": ""harapanibu@akbid.ac.id"", ""phone"": ""085358646919 / 0641 22802""}",2400000,2400000,2400000,4800000,4800000,4800000,SWASTA,-,-1,-1,-
243,UNIVERSITAS HINDU INDONESIA,"Jalan Sangalangit Tembau  Penatih, KOTA DENPASAR",BALI,"{""website"": ""www.unhi.ac.id"", ""email"": ""infos1@unhi.ac.id"", ""phone"": ""0361-464700 / 0361-464800""}",65500000,1,131000000,131000001,2,262000000,SWASTA,-,-1,-1,-
244,INSTITUT TEKNOLOGI ALBERTH FOENAY,KOTA KUPANG,NUSA TENGGARA TIMUR,"{""website"": ""http://itaf-kupang.ac.id/"", ""email"": ""kampusitaf2020@gmail.com"", ""phone"": ""+6282220500537""}",3000000,3000000,3000000,6000000,6000000,6000000,SWASTA,-,-1,-1,-
245,UNIVERSITAS NAHDLATUL ULAMA CIREBON,"Jalan Sisingamangaraja nomor 33 - Cirebon, KOTA CIREBON",JAWA BARAT,"{""website"": ""www.unucirebon.ac.id"", ""email"": ""operator@unucirebon.ac.id"", ""phone"": ""0231-235900 / 0231-235900""}",2000073,146,4000000,4000146,292,8000000,SWASTA,-,-1,-1,-
246,UNIVERSITAS LAKIDENDE UNAAHA,"Jl Sultan Hasanuddin No 234, KABUPATEN KONAWE",SULAWESI TENGGARA,"{""website"": ""unilaki.ac.id"", ""email"": ""Info@unilaki.ac.id"", ""phone"": ""0408-2421777 / 0408-2421777""}",1900000,1900000,1900000,3800000,3800000,3800000,SWASTA,-,-1,-1,-
247,STKIP AGAMA HINDU SINGARAJA,"Jalan Pulau Timor No 24 Singaraja - Bali, KABUPATEN BULELENG",BALI,"{""website"": ""https://stkipahsingaraja.ac.id"", ""email"": ""stkipagamahindusgr@gmail.com"", ""phone"": ""21275""}",2625000,2400000,2850000,5250000,4800000,5700000,SWASTA,-,-1,-1,-
248,AKADEMI KEBIDANAN INAU,"Makassar, KOTA MAKASSAR",SULAWESI SELATAN,"{""website"": """", ""email"": """", ""phone"": ""123 / 123""}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
249,UNIVERSITAS BATANGHARI JAMBI,"Jalan Slamet Riyadi - Broni  Kec. Telanaipura -  Jambi, KOTA JAMBI",JAMBI,"{""website"": ""unbari.ac.id"", ""email"": ""rektorat@unbari.ac.id"", ""phone"": ""0741 60673 / 0741 60673""}",3950250,500,7900000,7900500,1000,15800000,SWASTA,-,-1,-1,-
250,SEKOLAH TINGGI ILMU EKONOMI NUSANTARA SANGATTA,"Sangatta, KABUPATEN KUTAI TIMUR",KALIMANTAN TIMUR,"{""website"": ""http://www.stienusantara.ac.id"", ""email"": ""admin@stienusantara.ac.id"", ""phone"": ""05492027764""}",3200000,2400000,4000000,6400000,4800000,8000000,SWASTA,-,-1,-1,-
251,UNIVERSITAS NAHDLATUL ULAMA SUNAN GIRI,"Jl. A. Yani No. 10, KABUPATEN BOJONEGORO",JAWA TIMUR,"{""website"": ""unugiri.ac.id"", ""email"": ""unugiri.bjn@gmail.com"", ""phone"": ""887341""}",4150000,1700000,6600000,8300000,3400000,13200000,SWASTA,-,-1,-1,-
252,SEKOLAH TINGGI ILMU KESEHATAN PAPUA SEHAT NABIRE,KABUPATEN NABIRE,PAPUA,"{""website"": ""-"", ""email"": ""-"", ""phone"": """"}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
253,UNIVERSITAS PGRI WIRANEGARA,"Jl Ki Hajar Dewantara No. 27-29  Kel. Tembokrejo  Kec. Purworejo, KOTA PASURUAN",JAWA TIMUR,"{""website"": ""uniwara.ac.id"", ""email"": ""univ.pgriwiranegara@gmail.com"", ""phone"": ""0343421948 / 0343411086""}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
254,SEKOLAH TINGGI ILMU KESEHATAN PERMATA NUSANTARA,KABUPATEN CIANJUR,JAWA BARAT,"{""website"": ""https://stikespernus.ac.id"", ""email"": ""stikespernus.cianjur@gmail.com"", ""phone"": ""0263 5688477""}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
255,UNIVERSITAS 'AISYIYAH SURAKARTA,"Jl. Ki Hajar Dewantoro No. 10  Kentingan Jebres, KOTA SURAKARTA",JAWA TENGAH,"{""website"": ""www.aiska-university.ac.id/"", ""email"": ""pddikti@aiska-university.ac.id"", ""phone"": ""0271-631141 / 0271-631142""}",-1,-1,-1,-1,-1,-1,SWASTA,-,-1,-1,-
256,SEKOLAH TINGGI ILMU KESEHATAN KENDAL,"Jalan Laut No 31 Kendal, KABUPATEN KENDAL",JAWA TENGAH,"{""website"": ""www.stikeskendal.ac.id"", ""email"": ""info@stikeskendal.ac.id"", ""phone"": ""0294 381343 / 0294 381834""}",10521000,5982000,15060000,21042000,11964000,30120000,SWASTA,-,-1,-1,-
257,SEKOLAH TINGGI TEKNOLOGI NUSANTARA INDONESIA,"Jl Baruga Raya  Antang  Makassar, KOTA MAKASSAR",SULAWESI SELATAN,"{""website"": ""stiteknusindo.ac.id"", ""email"": ""info@stiteknusindo.ac.id"", ""phone"": ""0411 505-8482  0411""}",2400000,2400000,2400000,4800000,4800000,4800000,SWASTA,-,-1,-1,-
