quipper_institution_code,institution_name,body_type,link,fee,student_amount,lecturer_amount,contact,description,unknown_field
86,IPMI International Business School,Lainnya,https://campus.quipper.com/directory/sekolah-tinggi-manajemen-ipmi,Rp25.000.000 per semester,397,23,"{""website"": ""www.ipmi.ac.id"", ""email"": ""info@ipmi.ac.id"", ""phone"": ""021-7978888""}","IPMI International Business School yang telah berdiri sejak tahun 1984 ini adalah pionir pendidikan Master of Business Administration (MBA) di Indonesia. So, para pengajarnya sudah pasti memiliki latar belakang pengalaman yang mumpuni baik di dunia bisnis maupun eksekutif. Selain itu, kampus ini juga mengoleksi banyak penghargaan, salah satunya meraih peringkat 3 Palmes of Excellence dari Eduniversal Ranking, lembaga pemeringkatan sekolah bisnis dunia yang berbasis di Prancis.",{}
87,Institut Teknologi Bacharuddin Jusuf Habibie,Institut Negeri,https://campus.quipper.com/directory/institut-teknologi-bacharuddin-jusuf-habibie,Rp0-Rp3.000.000 per semester,360,16,"{""website"": ""http://ith.ac.id/"", ""email"": ""rektorat@ith.ac.id"", ""phone"": ""(0421) 2924000""}","Institut Teknologi Bacharuddin Jusuf Habibie (ITBH) merupakan perguruan tinggi negeri yang didirikan pada tahun 2014. Awalnya kampus ini memiliki nama Institut Teknologi B.J. Habibie (ITH). Meskipun kampus ini telah didirikan sejak tahun 2014, tetapi izin operasional resmi baru terbit pada tahun 2021. Saat ini, ITBH baru menyediakan program sarjana dengan tiga program studi yakni Matematika, Sistem Informasi, dan Teknik Informatika.",{}
88,Sekolah Tinggi Ilmu Ekonomi YAPAN Surabaya,Sekolah Tinggi Swasta,https://campus.quipper.com/directory/sekolah-tinggi-ilmu-ekonomi-yapan-surabaya,Rp3.000.000 kisaran per semester,356,38,"{""website"": ""www.stieyapan.ac.id"", ""email"": ""info@stieyapan.ac.id"", ""phone"": ""031-8721694""}","Sekolah Tinggi Ilmu Ekonomi (STIE) YAPAN Surabaya berdiri pada bulan Agustus tahun 2001 di bawah naungan Yayasan Palapa Nusantara dengan membuka 2 program studi sarjana (S1) yaitu Manajemen dan Akuntansi. Kedua program studi tersebut telah terakreditasi Baik oleh BAN-PT, lho. Selain jenjang sarjana, kampus ini juga membuka program studi magister (S2) Manajemen.",{}
89,Sekolah Tinggi Agama Buddha Negeri Raden Wijaya,Sekolah Tinggi Negeri,https://campus.quipper.com/directory/sekolah-tinggi-agama-buddha-negeri-raden-wijaya,Rp300.000 - Rp900.000 per semester,174,38,"{""website"": ""https://radenwijaya.ac.id/"", ""email"": ""stabn.radenwijaya@gmail.com"", ""phone"": ""(0273) 323439""}","Sekolah Tinggi Agama Buddha Negeri (STABN) Raden Wijaya berawal dari Sekolah Tinggi Agama Buddha Nusantara Raden Wijaya Wonogiri yang mulai beroperasi di tahun 2007. Seiring berjalannya waktu, kampus yang awalnya berstatus swasta tersebut berubah menjadi negeri di tahun 2011. Pada tahun 2011, STABN Raden Wijaya hanya menyediakan tiga program studi yang terdiri atas Dharmacarya (Pendidikan Agama Buddha), Dharmaduta (Penerangan Agama Buddha), dan Kepanditaan (Rohaniawan Agama Buddha). Saat ini, STABN Raden Wijaya menyediakan program profesi dan enam program sarjana.",{}
90,STIKes Bhakti Mulia,Sekolah Tinggi Swasta,https://campus.quipper.com/directory/stikes-bhakti-mulia,Rp6.500.000 per semester,169,19,"{""website"": ""www.stikesbhaktimulia.ac.id"", ""email"": ""stikesbhaktimulia@gmail.com"", ""phone"": ""0354395455""}","Sekolah Tinggi Ilmu Kesehatan (STIKes) Bhakti Mulia merupakan perguruan tinggi yang didirikan oleh Yayasan Pendidikan Bhakti Mulia pada tahun 2006. Saat awal berdiri, kampus ini hanya membuka dua program studi yaitu Profesi Ners dan D3 Kebidanan. Namun, seiring berjalannya waktu, STIKES Bhakti Mulia menambah program studi dan jenjang pendidikan baru yaitu Sarjana Ilmu Keperawatan.",{}
91,Institut Transportasi dan Logistik Trisakti,Institut Swasta,https://campus.quipper.com/directory/institut-transportasi-dan-logistik-trisakti,Rp5.000.000 per semester,3705,236,"{""website"": ""itltrisakti.ac.id"", ""email"": ""sekretariat@itltrisakti.ac.id"", ""phone"": ""021-8516050""}","Institut Transportasi dan Logistik Trisakti merupakan perguruan tinggi swasta yang berada di bawah naungan Yayasan Trisakti. Pada tahun 1970, kampus ini dikenal dengan nama Akademi Angkutan Udara Niaga Trisakti (AAUN Trisakti). Kemudian di tahun 1986, akademi ini berubah nama menjadi Sekolah Tinggi Manajemen Transportasi Trisakti (STMT Trisakti). Setelah perjalanan panjang selama 32 tahun menyelenggarakan pendidikan sebagai sekolah tinggi, akhirnya kampus ini resmi bertransformasi menjadi Institut Transportasi dan Logistik Trisakti di tahun 2018.",{}
92,Universitas Surabaya (UBAYA),Universitas Swasta,https://campus.quipper.com/directory/universitas-surabaya,Rp19.000.000 per semester,9662,418,"{""website"": ""www.ubaya.ac.id"", ""email"": ""humas@unit.ubaya.ac.id"", ""phone"": ""08125001005""}","Universitas Surabaya (UBAYA) merupakan pengembangan dari Universitas Trisakti Surabaya yang didirikan pada tahun 1966. Kemudian pada tahun 1968, nama Universitas Trisakti diganti menjadi Universitas Surabaya. Saat ini, UBAYA memiliki 9 fakultas dan 27 program studi. Selain itu, UBAYA meraih akreditasi A dan memiliki beberapa penghargaan bergengsi salah satunya adalah penghargaan Indonesia Green Award (IGA) kategori Green Campus 2016. Wah, keren banget ya Quipperian? Kalau kamu tertarik ingin melanjutkan pendidikan di kampus ini, yuk simak informasi berikut!",{}
93,Universitas Budi Luhur (UBL),Universitas Swasta,https://campus.quipper.com/directory/universitas-budi-luhur,Rp11.500.000 per semester,10772,445,"{""website"": ""www.budiluhur.ac.id"", ""email"": ""info@budiluhur.ac.id"", ""phone"": ""021-5853753""}","Universitas Budi Luhur adalah hasil integrasi antara Sekolah Tinggi Manajemen Informatika dan Komputer Budi Luhur, Sekolah Tinggi Ilmu Ekonomi Budi Luhur, Sekolah Tinggi Ilmu Sosial dan Ilmu Politik Budi Luhur, dan Sekolah Tinggi Teknik Budi Luhur. Universitas Budi Luhur juga menjalin kerja sama dengan lembaga pendidikan luar negeri, lho, misalnya dengan Hoogeschool Zeeland, University of Canberra, dan Guizhou University of Finance and Economic.",{}
94,Universitas Muhammadiyah Surabaya,Universitas Swasta,https://campus.quipper.com/directory/universitas-muhammadiyah-surabaya,Rp4.700.000-Rp24.000.000 per semester,7074,355,"{""website"": ""www.um-surabaya.ac.id"", ""email"": ""pmb@um-surabaya.ac.id"", ""phone"": ""031-3811966, 031-3813096""}","Universitas Muhammadiyah Surabaya pada awalnya terdiri atas beberapa lembaga pendidikan tinggi Muhammadiyah, diantaranya Universitas Muhammadiyah Gresik, IKIP Muhammadiyah Surabaya, dan Institut Teknologi Muhammadiyah Surabaya. Berdasarkan SK Menteri Pendidikan dan Kebudayaan RI No.:0141/0/1984, seluruh lembaga tersebut resmi bergabung menjadi satu dan bertransformasi menjadi Universitas Muhammadiyah Surabaya pada tanggal 9 Maret 1984.",{}
95,STIKes Karya Husada Kediri,Sekolah Tinggi Swasta,https://campus.quipper.com/directory/stikes-karya-husada-kediri,Rp4.600.000 - Rp7.500.000 per semester,1285,60,"{""website"": ""https://portal.stikes-khkediri.ac.id/"", ""email"": ""admin@stikes-khkediri.ac.id"", ""phone"": ""(0354) 393888""}","Sekolah Tinggi Ilmu Kesehatan (STIKes) Karya Husada Kediri berdiri pada tahun 2005 dengan tiga program studi yaitu S1 Ilmu Keperawatan, D3 Keperawatan (perubahan bentuk dari Akademi Keperawatan), dan D3 Kebidanan (perubahan bentuk dari Akademi Kebidanan). Saat ini, STIKes Karya Husada Kediri menyediakan  tiga jenjang pendidikan yaitu program diploma (D3), program sarjana, dan program profesi. Bagi Quipperian yang berminat melanjutkan studi di bidang kesehatan khususnya keperawatan, kebidanan, dan gizi, kalian dapat mempertimbangkan kampus ini!",{}
96,Politeknik Penerbangan Indonesia Curug,Politeknik Negeri,https://campus.quipper.com/directory/politeknik-penerbangan-indonesia-curug,Rp8.100.000-Rp13.600.000 per semester,941,77,"{""website"": ""www.ppicurug.ac.id"", ""email"": ""ppi@ppicurug.ac.id"", ""phone"": ""021-5982204""}","Didirikan di Jakarta tepatnya di daerah Gempol-Kemayoran pada tahun 1952, institusi pendidikan ini semula diberi nama Akademi Penerbangan Indonesia (API). Pada tahun 1954, API dipindahkan dari Jakarta ke kampus baru di wilayah Legok, Kabupaten Tangerang. Lalu pada tahun 1969, Akademi Penerbangan Indonesia (API) berubah nama menjadi Lembaga Perhubungan Udara (LPPU).",{}
97,Universitas Semarang,Universitas Swasta,https://campus.quipper.com/directory/universitas-semarang,Rp2.850.000-Rp5.100.000 per semester.,19497,406,"{""website"": ""www.usm.ac.id"", ""email"": ""univ_smg@usm.ac.id"", ""phone"": ""024-6702757""}","Cikal bakal kampus ini adalah Politeknik Semarang yang didirikan pada tahun 1987. Namanya resmi berubah menjadi Universitas Semarang di tahun 1994 dan kini berada di bawah naungan Yayasan Alumni Universitas Diponegoro. Demi menghadapi persaingan global, sebanyak 30% materi pembelajaran di Universitas Semarang dilaksanakan dalam Bahasa Inggris lho, Quipperian. Ditambah lagi, para mahasiswa juga dibekali dengan pengetahuan dan kemampuan di bidang teknologi dan informasi. Tertarik mendaftar di kampus ini?",{}
98,Politeknik AKA Bogor,Politeknik Negeri,https://campus.quipper.com/directory/politeknik-aka-bogor,Rp5.900.000 - Rp7.900.000 per semester,1164,79,"{""website"": ""www.aka.ac.id"", ""email"": ""info@aka.ac.id"", ""phone"": ""08994468282, 0251-8650351""}","Politeknik AKA Bogor didirikan pada tahun 1959 dengan nama Akademi Kimia Analisis (AKA) untuk menyediakan analis tingkat akademi yang diperlukan oleh Balai Penelitian Kimia Bogor (sekarang Balai Besar Standardisasi dan Pelayanan Jasa Industri Agro (BBSPJIA)). Namun, pada tahun 2015 AKA berubah status menjadi Politeknik AKA Bogor sampai sekarang. Politeknik AKA Bogor sendiri berada di bawah serta bertanggung jawab kepada Kepala Pusat Pendidikan dan Pelatihan Industri Kementerian Perindustrian. Saat ini, Politeknik AKA Bogor menyediakan empat program studi yaitu D3 Analisis Kimia, D3 Penjaminan Mutu Industri Pangan, D3 Pengolahan Limbah Industri, dan D4 Nanoteknologi Pangan.",{}
99,Sekolah Tinggi Agama Kristen Protestan Negeri Sentani,Sekolah Tinggi Negeri,https://campus.quipper.com/directory/sekolah-tinggi-agama-kristen-protestan-negeri-sentani,Rp400.000-Rp2.500.000 per semester,1693,51,"{""website"": ""www.stakpnsentani.ac.id"", ""email"": ""helpdesk@stakpnsentani.ac.id"", ""phone"": ""0967-5195066""}","Sekolah Tinggi Agama Kristen Protestan Negeri (STAKPN) Sentani adalah perguruan tinggi negeri yang dinaungi oleh Direktorat Jendral Bimbingan Masyarakat Kristen Kementerian Agama Republik Indonesia. Sebelum beralih bentuk menjadi STAKPN Sentani pada tanggal 10 April 2001, kampus ini berdiri dengan nama Sekolah Tinggi Agama Kristen Oikumene yang sudah berdiri sejak tanggal 21 Juni 1995.",{}
100,Universitas Ma Chung,Universitas Swasta,https://campus.quipper.com/directory/universitas-ma-chung,Rp7.650.000-Rp12.000.000 per semester,1706,83,"{""website"": ""www.machung.ac.id"", ""email"": ""info@machung.ac.id"", ""phone"": ""0341-550171""}","Ide pendirian Universitas Ma Chung dicetuskan pada saat pelaksanaan Reuni Akbar peringatan hari ulang tahun ke-55 sekolah Ma Chung pada September 2001 di kota Xiamen, China, yang dilandasi oleh warisan semangat Ma Chung: rukun, bersatu, mengabdi kepada masyarakat, serta mewujudkan dedikasi kepada dunia pendidikan Indonesia. Berselang hampir enam tahun kemudian tepatnya 7 Juli 2007, Universitas Ma Chung resmi beroperasi sebagai perguruan tinggi swasta di Malang.",{}
101,Universitas Muhammadiyah Malang,Universitas Swasta,https://campus.quipper.com/directory/universitas-muhammadiyah-malang,Rp5.300.000 per semester,7500,812,"{""website"": ""umm.ac.id"", ""email"": ""humas@umm.ac.id"", ""phone"": ""0341-464318""}","Universitas Muhammadiyah Malang (UMM) merupakan perguruan tinggi swasta  yang didirikan tahun 1964 dan berada di bawah naungan Persyarikatan Muhammadiyah. Saat ini, UMM memiliki 62 program studi dalam beberapa jenjang pendidikan (vokasi, sarjana, magister, doktor, dan profesi).",{}
102,Universitas Dirgantara Marsekal Suryadarma,Universitas Swasta,https://campus.quipper.com/directory/universitas-marsekal-suryadarma,Rp1.425.000 - Rp10.350.000 per semester,3491,354,"{""website"": ""https://www.unsurya.ac.id/"", ""email"": ""sekretariat@unsurya.ac.id"", ""phone"": ""(021) 8009249, 8009246, 8093475""}","Universitas Dirgantara Marsekal Suryadarma (Unsurya) adalah perguruan tinggi swasta yang dipimpin Tentara Nasional Indonesia Angkatan Udara (TNI AU) dan dikelola oleh Yayasan Adi Upaya (YASAU). Unsurya merupakan satu-satunya universitas di Jakarta yang fokus dalam ilmu kedirgantaraan. Universitas ini didirikan tahun 1988 dengan nama Institut Teknologi Dirgantara Suryadarma (ITD), kemudian pada tahun 1989 berubah menjadi Sekolah Tinggi Teknologi Dirgantara Suryadarma (STTD). Seiring perkembangan kampus maka pada tahun 1999 STTD berubah menjadi Universitas Suryadarma. Kemudian, pada tahun 2016 dilakukan penambahan kata “Dirgantara” dan “Marsekal"", sehingga menjadi Universitas Dirgantara Marsekal Suryadarma. Nama tersebut menunjukan jati diri sebagai universitas yang mempunyai kekhasan di bidang kedirgantaraan sesuai dengan visinya. Saat ini Unsurya mempunyai 4 fakultas, 11 prodi, dan 2 program pelatihan khusus.",{}
103,Universitas Satya Negara Indonesia,Universitas Swasta,https://campus.quipper.com/directory/universitas-satya-negara-indonesia,,2654,94,"{""website"": ""www.usni.ac.id"", ""email"": ""humas@usni.ac.id"", ""phone"": ""021-7398393""}","Quipperian, Universitas Satya Negara Indonesia (USNI) merupakan kampus yang sudah berdiri sejak 1989. USNI telah terakreditasi B oleh Badan Akreditasi Nasional Perguruan Tinggi (BAN-PT) serta memiliki visi menjadi perguruan tinggi yang unggul dalam pengembangan ilmu pengetahuan, teknologi, dan seni yang berorientasi kewirausahaan dan profesional di tingkat nasional pada tahun 2025. Saat ini, USNI memiliki 4 fakultas yang terdiri atas berbagai macam bidang keilmuan.",{}
104,STKIP Bina Insan Mandiri,Sekolah Tinggi Swasta,https://campus.quipper.com/directory/stkip-bina-insan-mandiri,Rp600.000 per bulan,684,63,"{""website"": ""www.stkipbim.ac.id"", ""email"": ""admin@stkipbim.ac.id"", ""phone"": ""031-7671122, 031-7404404""}","Terbentuknya Sekolah Tinggi Keguruan dan Ilmu Pendidikan (STKIP) Bina Insan Mandiri berawal dari penyerahan STKIP PGRI Mojokerto kepada Perkumpulan Pengelola Pendidikan Bina Insan Mandiri di tahun 2004. Pergantian nama kampus menjadi STKIP Bina Insan Mandiri dilaksanakan pada tanggal 12 April 2005. Sejak berdiri hingga tahun 2022, STKIP Bina Insan Mandiri telah meluluskan lebih dari 3000 alumni, lho.",{}
105,Sekolah Tinggi Manajemen dan Ilmu Komputer PPKIA Pradnya Paramita (STIMATA),Sekolah Tinggi Swasta,https://campus.quipper.com/directory/sekolah-tinggi-manajemen-dan-ilmu-komputer-ppkia-pradnya-paramita-stimata,Rp250.000 per bulan,340,25,"{""website"": ""www.stimata.ac.id"", ""email"": ""seket@stimata.ac.id"", ""phone"": ""0341-412699""}","Sejarah Sekolah Tinggi Manajemen dan Ilmu Komputer PPKIA Pradnya Paramita (STIMATA) diawali dari Akademi Manajemen Informatika dan Komputer (AMIK) Pusat Pendidikan Komputer Indonesia Amerika (PPKIA) Malang yang telah berdiri sejak tahun 1996. Pada saat itu, AMIK PPKIA Malang hanya menyelenggarakan Program D3 Manajemen Informatika.",{}
106,Sekolah Tinggi Agama Buddha Negeri Sriwijaya,Sekolah Tinggi Negeri,https://campus.quipper.com/directory/sekolah-tinggi-agama-buddha-negeri-sriwijaya,Rp300.000 - Rp2.500.000 per semester,236,46,"{""website"": ""https://stabn-sriwijaya.ac.id/"", ""email"": ""stabntangerangbanten@kemenag.go.id, stabn.sriwijaya@yahoo.com, info@stabn-sriwijaya.ac.id"", ""phone"": ""02139700717, 08118899116, 08118899117""}","Sekolah Tinggi Agama Buddha (STAB) Sriwijaya resmi didirikan pada tahun 2002 di bawah naungan Yayasan Sriwijaya. Kemudian pada tahun 2005, sekolah ini berubah status menjadi negeri dengan nama Sekolah Tinggi Agama Buddha Negeri (STABN) Sriwijaya. Saat ini, STABN menyediakan tiga jurusan yang terbagi menjadi Dharmacarya, Dharmaduta, serta Ekonomi dan Wirausahaan Buddha yang dapat menjadi pilihan Quipperian dalam melanjutkan studi!",{}
107,Universitas Nahdlatul Ulama Surabaya,Universitas Swasta,https://campus.quipper.com/directory/universitas-nahdlatul-ulama-surabaya,Rp5.000.000 - Rp31.000.000 per semester,6078,237,"{""website"": ""www.unusa.ac.id"", ""email"": ""info@unusa.ac.id"", ""phone"": ""+62318479070""}","Universitas Nahdlatul Ulama Surabaya (UNUSA) merupakan perguruan tinggi yang didirikan oleh Yayasan Rumah Sakit Islam Surabaya (YARSIS) pada tahun 2013. Saat ini, UNUSA terdiri atas lima fakultas yang menyediakan beberapa jenjang pendidikan di antaranya diploma, sarjana, magister, dan profesi. Yuk, simak profil berikut untuk mengetahui lebih banyak informasi terkait kampus ini!",{}
108,Politeknik Kesehatan Kemenkes Gorontalo,Politeknik Negeri,https://campus.quipper.com/directory/politeknik-kesehatan-kemenkes-gorontalo,Rp2.900.000- Rp3.400.000 per semester,1972,89,"{""website"": ""www.poltekkesgorontalo.ac.id"", ""email"": ""info@poltekkesgorontalo.ac.id"", ""phone"": ""(0435) 8583111""}","Sejarah Politeknik Kesehatan Kemenkes Gorontalo dimulai sejak tahun 1974 dengan pendirian Sekolah Penjenang Kesehatan Ijazah C dan Ijazah E. Namun pada tahun 1978, Sekolah Penjenang Kesehatan dan sejenisnya ditutup dan diubah menjadi Sekolah Perawat Kesehatan. Lalu pada tahun 2001, namanya berubah menjadi Keperawatan Gorontalo dan masuk dalam Politeknik Kesehatan Manado. Dengan banyak pertimbangan, pada tahun 2007 Keperawatan Gorontalo resmi berpisah dari Politeknik Kesehatan Manado dan terbentuklah Politeknik Kesehatan Kemenkes Gorontalo. Saat ini, Politeknik Kesehatan Kemenkes Gorontalo menyediakan program vokasi untuk bidang keperawatan, gizi, kebidanan, dan sanitasi lingkungan.",{}
109,Politeknik Astra,Politeknik Swasta,https://campus.quipper.com/directory/politeknik-astra,Rp10.000.000 per semester,750,72,"{""website"": ""www.polytechnic.astra.ac.id"", ""email"": ""sekretariat@polman.astra.ac.id"", ""phone"": ""081384296901, 0216519555 / 821""}","Politeknik Astra berdiri pada tahun 1995 dan berada di bawah naungan yayasan milik PT Astra International Tbk. Awalnya perguruan tinggi ini bernama Akademi Teknik Federal, lalu pada tahun 2001 berganti nama menjadi Politeknik Manufaktur Astra (Polman Astra). Barulah kemudian pada tahun 2021 diubah lagi menjadi Politeknik Astra. Saat ini, Politeknik Astra memiliki 6 program studi yaitu D3 Teknik Pembuatan Peralatan Perkakas Produksi (P4), D3 Teknik Produksi dan Proses Manufaktur (TPPM), D3 Manajemen Informatika (MI), D3 Mesin Otomotif (MO), D3 Mekatronika (MK), dan D3 Teknologi Konstruksi Bangunan Gedung (TKBG).",{}
110,Universitas Hayam Wuruk Perbanas,Universitas Swasta,https://campus.quipper.com/directory/sekolah-tinggi-ilmu-ekonomi-perbanas-surabaya,Rp7.300.000-Rp10.500.000 per semester,1842,108,"{""website"": ""www.perbanas.ac.id"", ""email"": ""humas@hayamwuruk.ac.id"", ""phone"": ""031-5947151, 031-5947152""}","Tahukah Quipperian kalau Universitas Hayam Wuruk (UHW) Perbanas merupakan bentuk pengembangan dari Sekolah Tinggi Ilmu Ekonomi Perbanas Surabaya? Setelah menyelenggarakan pendidikan ekonomi selama 36 tahun sejak 1985, STIE Perbanas Surabaya resmi bertransformasi menjadi Universitas Hayam Wuruk Perbanas di tahun 2021. Setelah berubah menjadi universitas, kampus ini mulai menambahkan program studi di luar bidang ekonomi, seperti Informatika, Sistem Informasi, dan Desain Komunikasi Visual.",{}
111,Sekolah Tinggi Keguruan dan Ilmu Pendidikan (STKIP) Kusuma Negara,Sekolah Tinggi Swasta,https://campus.quipper.com/directory/sekolah-tinggi-keguruan-dan-ilmu-pendidikan-stkip-kusuma-negara,Rp4.675.000 - Rp7.200.000 per semester,1632,120,"{""website"": ""www.stkipkusumanegara.ac.id"", ""email"": ""stkipkn@stkipkusumanegara.ac.id"", ""phone"": ""(021) 87791773""}","Sekolah Tinggi Keguruan dan Ilmu Pendidikan (STKIP) Kusuma Negara merupakan perguruan tinggi yang didirikan pada tahun 1976 dan berada di bawah naungan Yayasan Masjid Panglima Besar Sudirman. Kampus ini menyediakan 6 program studi pada jenjang sarjana dan memiliki visi berupa mewujudkan sekolah tinggi yang unggul, menghasilkan lulusan yang memiliki kompetensi keguruan berkarakter islami, berdaya saing global, serta berjiwa entrepreneur pada tahun 2030.",{}
112,Sekolah Tinggi Ilmu Kesehatan Santo Borromeus,Sekolah Tinggi Swasta,https://campus.quipper.com/directory/sekolah-tinggi-ilmu-kesehatan-santo-borromeus,Rp10.000.000 kisaran per-semester,314,44,"{""website"": ""www.stikesborromeus.ac.id"", ""email"": ""sekretariat@stikesborromeus.ac.id"", ""phone"": ""022-6803961""}","Sekolah Tinggi Ilmu Kesehatan Santo Borromeus (STIKes Santo Borromeus) telah mencetak ribuan lulusan sejak tahun 1926. Sempat berdiri sebagai Akademi Keperawatan (AKPER), Santo Borromeus didirikan oleh Yayasan Pendidikan Kesehatan Borromeus dan berkedudukan di Kabupaten Bandung Barat. STIKes Santo Borromeus menyelenggarakan pendidikan tinggi kesehatan secara profesional dengan disiplin dan semangat Iman Kristiani, siap mengabdi kepada masyarakat dengan menjunjung tinggi nilai-nilai kemanusiaan sesuai falsafah Pancasila, UUD 1945, dan Guiding Principle of Carolus Borromeus.",{}
113,Universitas Muhammadiyah Jember,Universitas Swasta,https://campus.quipper.com/directory/universitas-muhammadiyah-jember,Rp3.400.000 per semester,2214,295,"{""website"": ""unmuhjember.ac.id"", ""email"": ""kantorpusat@unmuhjember.ac.id"", ""phone"": ""0331-336728""}","Universitas Muhammadiyah Jember (Unmuh Jember) merupakan perguruan tinggi swasta yang didirikan tahun 1981 dan diresmikan pada tahun 1982, serta berada dibawah naungan Persyarikatan Muhammadiyah. Pada awal terbentuknya, kampus ini hanya memiliki 3 fakultas yakni Fakultas Hukum, Fakultas Keguruan dan Ilmu Pendidikan, serta Fakultas Pertanian. Saat ini, Unmuh Jember memiliki 9 fakultas dengan 28 program studi dan 1 program pascasarjana. Bagi Quipperian yang tertarik untuk melanjutkan pendidikan di Unmuh Jember, yuk simak informasi berikut ini!",{}
114,Universitas 17 Agustus 1945 (Untag) Surabaya,Universitas Swasta,https://campus.quipper.com/directory/universitas-17-agustus-1945-surabaya,Rp900.000-Rp1.300.000 per bulan,14845,374,"{""website"": ""www.untag-sby.ac.id"", ""email"": ""humas@untag-sby.ac.id"", ""phone"": ""031-5931800""}","Universitas 17 Agustus 1945 (Untag) Surabaya berdiri pada tahun 1958 dengan nama Akademi Administrasi Negara dan Niaga (AANN) Surabaya. Lalu, pada tahun 1962, AANN digabung dengan Universitas 17 Agustus 1945 Jakarta menjadi Akademi Administrasi Negara dan Niaga Universitas 1945 Cabang Surabaya (AKADIANN). Dengan terbentuknya Yayasan Perguruan 17 Agustus 1945 Surabaya, pada tahun 1966, Untag Surabaya resmi memisahkan diri dan tidak lagi menjadi cabang dari Universitas 17 Agustus 1945 Jakarta. Saat ini, Untag Surabaya telah terakreditasi A oleh Badan Akreditasi Nasional Perguruan Tinggi (BAN-PT) dan menyediakan 7 fakultas dengan berbagai macam bidang keilmuan.",{}
115,Institut PTIQ Jakarta,Institut Swasta,https://campus.quipper.com/directory/institut-ptiq-jakarta,Rp1.250.000 - Rp2.500.000 per semester,4788,106,"{""website"": ""www.ptiq.ac.id"", ""email"": ""humas@ptiq.ac.id"", ""phone"": ""(+6221) 7690901""}","Institut Perguruan Tinggi Ilmu Al-Qur’an (Institut PTIQ) Jakarta didirikan pada 1 April 1971 oleh Yayasan Ihya Ulumudin. Namun, pada tanggal 12 Mei 1973 pengelolaan institut ini diserahkan kepada Yayasan Pendidikan Al-Qur’an. Awalnya, PTIQ hanya memiliki dua fakultas yaitu Syariah dan Ushuluddin. Kini PTIQ telah memiliki empat fakultas yaitu Syariah, Ushuluddin, Dakwah, dan Tarbiyah serta telah membuka Program Pascasarjana.",{}
116,Institut Ilmu Sosial dan Manajemen STIAMI,Institut Swasta,https://campus.quipper.com/directory/institut-ilmu-sosial-dan-manajemen-stiami,,7919,308,"{""website"": ""www.stiami.ac.id"", ""email"": ""corporatesecretary@stiami.ac.id"", ""phone"": ""(021) 4213380""}","Institut Ilmu Sosial dan Manajemen STIAMI didirikan pada tahun 1983 dengan nama Sekolah Tinggi Ilmu Administrasi Mandala Indonesia (STIAMI). Pada awal berdiri, kampus ini memiliki dua program studi yakni S1 Administrasi Fiskal dan S1 Administrasi Niaga. Kemudian pada tahun 2015, STIAMI resmi berubah nama menjadi Institut Ilmu Sosial dan Manajemen STIAMI (Institut STIAMI). Saat ini, Institut STIAMI menyediakan 3 jenjang pendidikan yaitu diploma, sarjana, dan pascasarjana dengan berbagai macam bidang keilmuan.",{}
117,Universitas Kadiri,Universitas Swasta,https://campus.quipper.com/directory/universitas-kadiri,Rp3.350.000-Rp8.750.000 per semester,5906,278,"{""website"": ""www.unik-kediri.ac.id"", ""email"": ""rektor@unik-kediri.ac.id"", ""phone"": ""0354-771649""}","Universitas Kadiri didirikan pada 28 Juli 1980 dan merupakan kampus tertua di wilayah Kediri Raya. Pilihan bidang ilmu yang tersedia di kampus ini sangat beragam, mulai dari teknik, ekonomi, pertanian, sosial dan politik, kesehatan, hingga hukum. Secara keseluruhan, Universitas Kadiri memiliki 6 fakultas dengan 23 program studi untuk jenjang sarjana, pascasarjana, dan profesi.",{}
118,Universitas Bale Bandung,Universitas Swasta,https://campus.quipper.com/directory/universitas-bale-bandung,Rp3.000.000 per semester,2202,105,"{""website"": ""https://unibba.ac.id/"", ""email"": ""rektorat@unibba.ac.id"", ""phone"": ""022-5940443, 022-5947087, 022-5949221, 022-5940262""}","Universitas Bale Bandung merupakan pengembangan dari Sekolah Tinggi Pertanian dan Sekolah Tinggi Keguruan dan Ilmu Pendidikan Bale Bandung di bawah binaan Yayasan Pendidikan Bale Bandung. Kedua sekolah tinggi tersebut kini menjadi Fakultas Pertanian dan Fakultas Keguruan dan Ilmu Pendidikan di kampus yang sering disebut UNIBBA ini. Adapun 5 fakultas lainnya yang didirikan sehubungan berdirinya UNIBBA pada tanggal 22 Mei 2008, yakni terdiri atas Fakultas Teknologi Informasi, Fakultas Ilmu Kesehatan, Fakultas Matematika dan Ilmu Pengetahuan Alam, Fakultas Ekonomi, dan Fakultas Ilmu Sosial dan Ilmu Politik.",{}
119,STKIP Widya Yuwana,Sekolah Tinggi Swasta,https://campus.quipper.com/directory/stkip-widya-yuwana,Rp5.000.000 kisaran per semester,229,17,"{""website"": ""www.widyayuwana.ac.id"", ""email"": ""pmbwidyayuwana@gmail.com"", ""phone"": ""0351-463208""}","Tahukah Quipperian, STKIP Widya Yuwana sempat menjadi bagian dari Universitas Katolik Widya Mandala yang berpusat di Surabaya? Cikal bakal sekolah tinggi ini adalah Akademi Lembaga Misionaris Awam yang di tahun 1960 bergabung menjadi jurusan di Fakultas Pendidikan Universitas Katolik Widya Mandala. Barulah sejak tahun 1985, resmi berdiri sendiri sebagai STKIP Widya Yuwana.",{}
