faculty,prodi,quipper_institution_code
Fakultas Teknologi Industri,Teknik Mesin,149
Fakultas Teknik Sipil dan Perencanaan,Teknik Sipil,149
Fakultas Perikanan dan Ilmu Kelautan,Pemanfaatan Sumber Daya Perikanan,151
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Jasmani Kesehatan dan Rekreasi,151
Fakultas Teknik,Teknik Mesin,151
Fakultas Teknik,Teknik Elektro,151
Fakultas Hukum,Hukum,151
Fakultas Ilmu Sosial dan Ilmu Politik,Administrasi Publik,151
Fakultas Ilmu Sosial dan Ilmu Politik,Administrasi Bisnis,151
Fakultas Ekonomi dan Bisnis,Perhotelan,151
Fakultas Ekonomi dan Bisnis,Akuntansi,151
Fakultas Ekonomi dan Bisnis,Manajemen,151
Pascasarjana,Hukum,151
Pascasarjana,Ilmu Administrasi Negara,151
Fakultas Ekonomi,Ketatalaksanaan Pelayaran Niaga dan Kepelabuhan,153
Fakultas Ekonomi,Akuntansi,153
Fakultas Ekonomi,Manajemen,153
Fakultas Ilmu Komunikasi,Ilmu Komunikasi,153
Fakultas Teknik,Arsitektur,153
Fakultas Teknik,Teknik Industri,153
Fakultas Teknik,Teknik Mesin,153
Fakultas Teknik,Teknik Elektro,153
Fakultas Teknik,Teknik Sipil,153
Fakultas Teknik,Teknik Informatika,153
Fakultas Hukum,Ilmu Hukum,153
Diploma 3,Budidaya Perkebunan Kelapa Sawit,154
Diploma 3,Teknologi Pengolahan Kelapa Sawit,154
Diploma 3,Manajemen Logistik,154
Sarjana Terapan,Teknologi Rekayasa Perangkat Lunak,154
Sarjana Terapan,Teknologi Produksi Tanaman Perkebunan,154
Ilmu Kesehatan,Keperawatan,157
Ilmu Kesehatan,Kebidanan,157
Ilmu Kesehatan,Farmasi,157
Perkeretaapian,Teknologi Bangunan dan Jalur Perkeretaapian,158
Perkeretaapian,Teknologi Elektro Perkeretaapian,158
Perkeretaapian,Manajemen Transportasi Perkeretaapian,158
Perkeretaapian,Teknologi Mekanika Perkeretaapian,158
Profesi,Ners,160
Sarjana,Keperawatan,160
Diploma,Teknologi Laboratorium Medis,160
Diploma,Kebidanan,160
Ilmu Ekonomi,Manajemen,165
Ilmu Ekonomi,Akuntansi,165
Ilmu Ekonomi,Perpajakan,165
Ekonomi dan Bisnis,Bisnis Digital,166
Ekonomi dan Bisnis,Kewirausahaan,166
Ilmu Kesehatan,Kebidanan,166
Ilmu Kesehatan,Teknologi Laboratorium Medis,166
Ilmu Kesehatan,Ilmu Keperawatan,166
Ilmu Kesehatan,Farmasi,166
Fakultas Teknologi Informasi,Sistem Informasi,167
Fakultas Teknologi Informasi,Teknik Informatika,167
Fakultas Teknologi Informasi,Ilmu Komputer,167
Fakultas Ekonomi dan Bisnis,Manajemen,167
Fakultas Ekonomi dan Bisnis,Bisnis Digital,167
Fakultas Ekonomi dan Bisnis,Perhotelan,167
Dharma Acarya,Pendidikan Agama Hindu,168
Dharma Acarya,Pendidikan Guru Sekolah Dasar,168
Dharma Acarya,Pendidikan Guru Pendidikan Anak Usia Dini,168
Dharma Acarya,Sastra Agama dan Pendidikan Bahasa Bali,168
Dharma Acarya,Pendidikan Bahasa Inggris,168
Dharma Acarya,Pendidikan Profesi Guru,168
Pascasarjana,Brahma Widya (Filsafat),168
Pascasarjana,Dharma Acarya (Ilmu Pendidikan Agama Hindu),168
Pascasarjana,Ilmu Komunikasi Hindu,168
Pascasarjana,Pariwisata Budaya dan Keagamaan,168
Pascasarjana,Pendidikan Bahasa Bali,168
Pascasarjana,Ilmu Agama,168
Dharma Duta,Ilmu Komunikasi Hindu,168
Dharma Duta,Industri Perjalanan,168
Dharma Duta,Penerangan Agama Hindu,168
Dharma Duta,Hukum Hindu,168
Dharma Duta,Informatika,168
Dharma Duta,Kewirausahaan,168
Brahma Widya,Filsafat Hindu,168
Brahma Widya,Teologi Hindu,168
Brahma Widya,Yoga Kesehatan,168
Brahma Widya,Kepanditaan,168
Diploma,Keperawatan,169
Profesi,Ners,169
Sarjana,Ilmu Keperawatan,169
Sarjana,Kesehatan Masyarakat,169
Fakultas Seni Rupa dan Desain,Seni Rupa,170
Fakultas Seni Rupa dan Desain,Desain,170
Fakultas Film dan Televisi,Film dan Televisi,170
Fakultas Seni Pertunjukan,Tari,170
Fakultas Seni Pertunjukan,Teater & Drama,170
Fakultas Seni Pertunjukan,Musik,170
Fakultas Seni Pertunjukan,Antropologi,170
Sekolah Pascasarjana,Seni Rupa,170
Ilmu Komputer,Sistem Informasi,171
Ilmu Komputer,Teknik Informatika,171
Hukum dan Komunikasi,Ilmu Hukum,171
Hukum dan Komunikasi,Ilmu Komunikasi,171
Hukum dan Komunikasi,Hukum Kesehatan,171
Psikologi,Psikologi,171
Arsitektur dan Desain,Arsitektur. Desain Komunikasi Visual,171
Bahasa dan Seni,Sastra Inggris,171
Teknik,Teknik Elektro,171
Teknik,Teknik Sipil,171
Teknik,Profesi Insinyur,171
Teknologi Pertanian,Gizi,171
Teknologi Pertanian,Ilmu dan Teknologi Pangan,171
Ekonomi dan Bisnis,Manajemen,171
Ekonomi dan Bisnis,Akuntansi,171
Ekonomi dan Bisnis,Perpajakan,171
Kedokteran,Kedokteran,171
Ilmu & Teknologi Lingkungan,Rekayasa Infrastruktur & Lingkungan,171
Ilmu & Teknologi Lingkungan,Lingkungan & Perkotaan,171
Ilmu & Teknologi Lingkungan,Program Doktor Ilmu Lingkungan,171
Ilmu Kesehatan,Keperawatan,172
Ilmu Kesehatan,Kebidanan,172
Ilmu Kesehatan,Farmasi,172
Profesi,Ners,173
Diploma,Kebidanan,173
Diploma,Keperawatan,173
Sarjana,Ilmu Keperawatan,173
Teknik Elektro,Teknik Elektro,175
Teknik Elektro,Teknik Informatika,175
Teknik Manajemen Industri,Teknik Industri,175
Teknik Mesin,Teknik Mesin,175
Teknik Mesin,Sekolah Kedinasan,175
Hidrografi,Kelautan,175
Fakultas Ekonomi dan Bisnis,Manajemen,177
Fakultas Ekonomi dan Bisnis,Akuntansi,177
Fakultas Sains dan Teknologi,Teknik Informatika,177
Fakultas Sains dan Teknologi,Teknik Mesin,177
Fakultas Sains dan Teknologi,Teknik Industri,177
Fakultas Sains dan Teknologi,Matematika,177
Fakultas Sains dan Teknologi,Biologi,177
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Bahasa Inggris,177
Fakultas Keguruan dan Ilmu Pendidikan,Bimbingan dan Konseling,177
Fakultas Keguruan dan Ilmu Pendidikan,Teknologi Pendidikan (B),177
Fakultas Hukum,Hukum,177
Fakultas Agama Islam,Perbankan Syariah,177
Fakultas Agama Islam,Komunikasi Penyiaran Islam,177
Fakultas Agama Islam,Pendidikan Agama Islam,177
Fakultas Agama Islam,Ilmu Dakwah,177
Fakultas Ilmu Kesehatan,Keperawatan,177
Pascasarjana,Perbankan Syariah,178
Sarjana,Perbankan Syariah,178
Sarjana,Akuntansi Syariah,178
Sarjana,Manajemen Bisnis Syariah,178
Sarjana,Hukum Ekonomi Syariah,178
Sarjana,Teologi,179
Magister,Teologi,179
Magister,Ministri,179
Magister,Divinitas,179
"Fakultas Sains, Teknologi, dan Desain",Agribisnis,180
"Fakultas Sains, Teknologi, dan Desain",Desain Komunikasi Visual,180
"Fakultas Sains, Teknologi, dan Desain",Desain Produk Industri,180
"Fakultas Sains, Teknologi, dan Desain",Ilmu dan Teknologi Pangan,180
"Fakultas Sains, Teknologi, dan Desain",Sistem Informasi,180
"Fakultas Sains, Teknologi, dan Desain",Teknik Informatika,180
"Fakultas Ekonomi, Bisnis, dan Humaniora",Manajemen,180
"Fakultas Ekonomi, Bisnis, dan Humaniora",Akuntansi,180
"Fakultas Ekonomi, Bisnis, dan Humaniora",Ekonomi Pembangunan,180
"Fakultas Ekonomi, Bisnis, dan Humaniora",Pendidikan Guru Sekolah Dasar,180
"Fakultas Ekonomi, Bisnis, dan Humaniora",Pendidikan Guru Pendidikan Anak Usia Dini,180
Pertanian dan Peternakan,Penyuluhan Pertanian Berkelanjutan,182
Pertanian dan Peternakan,Agribisnis Hortikultura,182
Pertanian dan Peternakan,Teknologi Mekanisasi Pertanian,182
Pertanian dan Peternakan,Penyuluhan Peternakan dan Kesejahteraan Hewan,182
Pertanian dan Peternakan,Kesehatan Hewan,182
"Fakultas Ushuluddin, Adab, dan Humaniora",Sejarah Peradaban Islam,183
"Fakultas Ushuluddin, Adab, dan Humaniora",Ilmu Hadits,183
"Fakultas Ushuluddin, Adab, dan Humaniora",Bahasa dan Sastra Ara,183
"Fakultas Ushuluddin, Adab, dan Humaniora",Ilmu Al-Qur’an dan Tafsir,183
Fakultas Dakwah,Pengembangan Masyarakat Islam,183
Fakultas Dakwah,Bimbingan Konseling Islam,183
Fakultas Dakwah,Manajemen Dakwah,183
Fakultas Dakwah,Komunikasi dan Penyiaran Islam,183
Fakultas Dakwah,Psikologi Islam,183
Fakultas Dakwah,Komunikasi dan Penyiaran Islam,183
Fakultas Syariah,Hukum Keluarga,183
Fakultas Syariah,Hukum Pidana Islam,183
Fakultas Syariah,Hukum Ekonomi Syariah,183
Fakultas Syariah,Hukum Tata Negara,183
Fakultas Syariah,Hukum Keluarga,183
Fakultas Tarbiyah dan Ilmu Keguruan,Tadris Ilmu Pengetahuan Sosial,183
Fakultas Tarbiyah dan Ilmu Keguruan,Pendidikan Guru Madrasah Ibtidaiyah,183
Fakultas Tarbiyah dan Ilmu Keguruan,Tadris Biologi,183
Fakultas Tarbiyah dan Ilmu Keguruan,Pendidikan Agama Islam,183
Fakultas Tarbiyah dan Ilmu Keguruan,Tadris Ilmu Pengetahuan Alam,183
Fakultas Tarbiyah dan Ilmu Keguruan,Pendidikan Bahasa Arab,183
Fakultas Tarbiyah dan Ilmu Keguruan,Tadris Matematika,183
Fakultas Tarbiyah dan Ilmu Keguruan,Manajemen Pendidikan Islam,183
Fakultas Tarbiyah dan Ilmu Keguruan,Pendidikan Islam Anak Usia Dini,183
Fakultas Tarbiyah dan Ilmu Keguruan,Tadris Bahasa Inggris,183
Fakultas Tarbiyah dan Ilmu Keguruan,Pendidikan Agama Islam,183
Fakultas Tarbiyah dan Ilmu Keguruan,Pendidikan Bahasa Arab,183
Fakultas Tarbiyah dan Ilmu Keguruan,Pendidikan Guru Madrasah Ibtidaiyah,183
Fakultas Tarbiyah dan Ilmu Keguruan,Manajemen Pendidikan Islam,183
Fakultas Tarbiyah dan Ilmu Keguruan,Manajemen Pendidikan Islam,183
Fakultas Tarbiyah dan Ilmu Keguruan,Pendidikan Agama Islam,183
Fakultas Ekonomi dan Bisnis Islam,Manajemen Zakat dan Wakaf,183
Fakultas Ekonomi dan Bisnis Islam,Perbankan Syari'ah,183
Fakultas Ekonomi dan Bisnis Islam,Ekonomi Syari’ah,183
Fakultas Ekonomi dan Bisnis Islam,Akuntansi Syari’ah,183
Fakultas Ekonomi dan Bisnis Islam,Ekonomi Syari’ah,183
Komunikasi & Bahasa,Ilmu Komunikasi,184
Komunikasi & Bahasa,Sastra Inggris,184
Komunikasi & Bahasa,Broadcasting (Penyiaran),184
Komunikasi & Bahasa,Public Relations,184
Komunikasi & Bahasa,Lainnya,184
Ekonomi & Bisnis,Akuntansi,184
Ekonomi & Bisnis,Manajemen,184
Ekonomi & Bisnis,Perpajakan,184
Ekonomi & Bisnis,Perhotelan,184
Ekonomi & Bisnis,Administrasi Bisnis (Niaga),184
Ekonomi & Bisnis,Administrasi Perkantoran,184
Teknik & Informatika,Ilmu Teknik,184
Teknik & Informatika,Teknik Elektro,184
Teknik & Informatika,Teknik Industri,184
Teknik & Informatika,Ilmu Komputer,184
Teknik & Informatika,Sistem Informasi,184
Teknik & Informatika,Lainnya,184
Sarjana,Teologi,185
Magister,Teologi,185
Fakultas Ekonomi,Manajemen,186
Fakultas Ekonomi,Ilmu Ekonomi,186
Fakultas Agama Islam,Sastra Arab,186
Fakultas Agama Islam,Ilmu Agama Islam,186
Pascasarjana,Manajemen,186
Pascasarjana,Ilmu Hukum,186
Pascasarjana,Ilmu Agama Islam,186
Pascasarjana,Keguruan & Pendidikan,186
Fakultas Hukum,Ilmu Hukum,186
Fakultas Teknik,Teknik Industri,186
Fakultas Ekonomi,Ilmu Ekonomi,187
Fakultas Ekonomi,Manajemen,187
Fakultas Ekonomi,Akuntansi,187
Fakultas Hukum,Ilmu Hukum,187
Fakultas Teknik,Teknik Elektro,187
Fakultas Teknik,Teknik Sipil,187
Fakultas Teknik,Teknik Informatika,187
Fakultas Ilmu Sosial dan Politik,Ilmu Administrasi,187
Fakultas Ilmu Sosial dan Politik,Ilmu Komunikasi,187
Fakultas Ilmu Sosial,Keguruan & Pendidikan,188
Fakultas Ilmu Sosial,Geografi,188
Fakultas Ilmu Sosial,Sejarah,188
Fakultas Ilmu Sosial,Sosiologi,188
Fakultas Ilmu Sosial,Pendidikan Geografi,188
Fakultas Ilmu Keolahragaan,Pendidikan Olahraga,188
Fakultas Ilmu Keolahragaan,Kesehatan Masyarakat,188
Fakultas Ilmu Keolahragaan,"Pendidikan Jasmani, Kesehatan, dan Rekreasi",188
Fakultas Ekonomi,Keguruan & Pendidikan,188
Fakultas Ekonomi,Ilmu Administrasi,188
Fakultas Ekonomi,Manajemen,188
Fakultas Ekonomi,Akuntansi,188
Fakultas Ekonomi,Ilmu Ekonomi,188
Fakultas Ekonomi,Bisnis,188
Fakultas Ekonomi,Ekonomi Pembangunan,188
Fakultas Ekonomi,Administrasi Perkantoran,188
Fakultas Ekonomi,Manajemen Pemasaran,188
Fakultas Ilmu Pendidikan,Pendidikan Guru Sekolah Dasar,188
Fakultas Ilmu Pendidikan,Keguruan & Pendidikan,188
Fakultas Ilmu Pendidikan,Teknologi Pendidikan,188
Fakultas Ilmu Pendidikan,Bimbingan dan Konseling,188
Fakultas Ilmu Pendidikan,Manajemen Pendidikan,188
Fakultas Ilmu Pendidikan,Pendidikan Anak Usia Dini (PAUD),188
Fakultas Ilmu Pendidikan,Administrasi Pendidikan,188
Fakultas Ilmu Pendidikan,Pendidikan Luar Sekolah,188
Fakultas Matematika dan IPA,Keguruan & Pendidikan,188
Fakultas Matematika dan IPA,Pendidikan Matematika,188
Fakultas Matematika dan IPA,Matematika,188
Fakultas Matematika dan IPA,Fisika,188
Fakultas Matematika dan IPA,Kimia,188
Fakultas Matematika dan IPA,Biologi,188
Fakultas Matematika dan IPA,Bioteknologi,188
Fakultas Sastra,Musik,188
Fakultas Sastra,Pendidikan Bahasa Indonesia,188
Fakultas Sastra,Sastra Indonesia,188
Fakultas Sastra,Ilmu Perpustakaan,188
Fakultas Sastra,Pendidikan Bahasa Inggris,188
Fakultas Sastra,Sastra Inggris,188
Fakultas Sastra,Sastra Arab,188
Fakultas Sastra,Sastra & Bahasa Asing,188
Fakultas Sastra,Seni Rupa,188
Fakultas Sastra,Tari,188
Fakultas Sastra,Desain Komunikasi Visual (DKV),188
Fakultas Sastra,Animasi,188
Fakultas Teknik,Rias dan Busana,188
Fakultas Teknik,Ilmu Teknik,188
Fakultas Teknik,Teknik Industri,188
Fakultas Teknik,Teknik Sipil,188
Fakultas Teknik,Teknik Informatika,188
Fakultas Teknik,Teknik Elektro,188
Fakultas Teknik,Teknik Mesin,188
Fakultas Teknik,Teknik Otomotif,188
Fakultas Teknik,Tata Boga,188
Fakultas Pendidikan Psikologi,Psikologi,188
Program Pascasarjana,Pendidikan Guru Sekolah Dasar,188
Fakultas Kedokteran Gigi,Pendidikan Dokter Gigi,189
Fakultas Farmasi,Farmasi,189
Fakultas Teknologi Pertanian,Teknik Pertanian,189
Fakultas Teknologi Pertanian,Agroteknologi,189
Fakultas Keperawatan,Ilmu Keperawatan,189
Fakultas Teknik,Teknik Lingkungan,189
Fakultas Teknik,Teknik Mesin,189
Fakultas Teknik,Teknik Sipil,189
Fakultas Teknik,Teknik Industri,189
Fakultas Teknik,Teknik Elektro,189
Fakultas Peternakan,Peternakan,189
Fakultas Pertanian,Ilmu dan Teknologi Pangan,189
Fakultas Pertanian,Ilmu Tanah,189
Fakultas Pertanian,Agribisnis,189
Fakultas Pertanian,Agroteknologi,189
Fakultas Pertanian,Penyuluhan dan Komunikasi Pertanian,189
Fakultas Pertanian,Proteksi Tanaman,189
Fakultas Ilmu Sosial dan Ilmu Politik,Ilmu Komunikasi,189
Fakultas Ilmu Sosial dan Ilmu Politik,Sosiologi,189
Fakultas Ilmu Sosial dan Ilmu Politik,Antropologi,189
Fakultas Ilmu Sosial dan Ilmu Politik,Ilmu Politik,189
Fakultas Ilmu Sosial dan Ilmu Politik,Hubungan Internasional,189
Fakultas Ilmu Sosial dan Ilmu Politik,Administrasi Negara (Publik),189
Fakultas Ekonomi,Manajemen,189
Fakultas Ekonomi,Ilmu Ekonomi,189
Fakultas Ekonomi,Akuntansi,189
Fakultas Ekonomi,Lainnya,189
Fakultas Ekonomi,Manajemen Keuangan,189
Fakultas Hukum,Ilmu Hukum,189
Fakultas Kedokteran,Kebidanan,189
Fakultas Kedokteran,Pendidikan Dokter,189
Fakultas Kedokteran,Psikologi,189
Fakultas Kedokteran,Teknik Biomedis,189
Fakultas Kesehatan Masyarakat,Gizi,189
Fakultas Kesehatan Masyarakat,Kesehatan Masyarakat,189
Fakultas Ilmu Budaya,Sejarah,189
Fakultas Ilmu Budaya,Sastra Indonesia,189
Fakultas Ilmu Budaya,Sastra Inggris,189
Fakultas Ilmu Budaya,Sastra & Bahasa Asing,189
Fakultas Ilmu Budaya,Sastra & Bahasa Daerah,189
Fakultas Ilmu Budaya,Sastra Jepang,189
Fakultas Matematika dan Ilmu Pengetahuan Alam,Fisika,189
Fakultas Matematika dan Ilmu Pengetahuan Alam,Kimia,189
Fakultas Matematika dan Ilmu Pengetahuan Alam,Biologi,189
Fakultas Matematika dan Ilmu Pengetahuan Alam,Matematika,189
Pascasarjana,Perencanaan Wilayah dan Kota,189
Pascasarjana,Teknik Lingkungan,189
Pascasarjana,Bioteknologi,189
Pascasarjana,Ilmu Lingkungan,189
Fakultas Teknologi Informasi,Ilmu Komputer,189
Fakultas Teknologi Informasi,Sistem Informasi,189
Sekolah Kedokteran Hewan dan Biomedis,Kedokteran Hewan,190
Sekolah Kedokteran Hewan dan Biomedis,Biologi,190
Sekolah Kedokteran Hewan dan Biomedis,Kesehatan Masyarakat,190
Sekolah Kedokteran Hewan dan Biomedis,Lainnya,190
Fakultas Kehutanan dan Lingkungan,Kehutanan,190
Fakultas Kehutanan dan Lingkungan,Lainnya,190
Fakultas Peternakan,Peternakan,190
Fakultas Peternakan,Ilmu dan Teknologi Pangan,190
Fakultas Pertanian,Teknik Pertanian,190
Fakultas Pertanian,Ilmu Tanah,190
Fakultas Pertanian,Agroteknologi,190
Fakultas Pertanian,Bioteknologi,190
Fakultas Pertanian,Proteksi Tanaman,190
Fakultas Pertanian,Agronomi,190
Fakultas Ekologi Manusia,Lainnya,190
Fakultas Ekologi Manusia,Gizi,190
Fakultas Ekologi Manusia,Sosiologi,190
Fakultas Ekologi Manusia,Penyuluhan dan Komunikasi Pertanian,190
Fakultas Perikanan dan Ilmu Kelautan,Kelautan,190
Fakultas Perikanan dan Ilmu Kelautan,Budidaya Perairan (Akuakultur),190
Fakultas Perikanan dan Ilmu Kelautan,Perikanan,190
Fakultas Perikanan dan Ilmu Kelautan,Ilmu Teknik,190
Fakultas Perikanan dan Ilmu Kelautan,Lainnya,190
Fakultas Ekonomi dan Manajemen,Ilmu Ekonomi,190
Fakultas Ekonomi dan Manajemen,Manajemen,190
Fakultas Ekonomi dan Manajemen,Agribisnis,190
Fakultas Ekonomi dan Manajemen,Ekonomi Pembangunan,190
Fakultas Ekonomi dan Manajemen,Ekonomi Syariah,190
Fakultas Ekonomi dan Manajemen,Lainnya,190
Fakultas Matematika dan IPA,Ilmu Komputer,190
Fakultas Matematika dan IPA,Matematika,190
Fakultas Matematika dan IPA,Statistika,190
Fakultas Matematika dan IPA,Fisika,190
Fakultas Matematika dan IPA,Biologi,190
Fakultas Matematika dan IPA,Kimia,190
Fakultas Matematika dan IPA,Geofisika,190
Fakultas Matematika dan IPA,Ilmu Perpustakaan,190
Fakultas Matematika dan IPA,Aktuaria,190
Fakultas Matematika dan IPA,Lainnya,190
Fakultas Teknologi Pertanian,Teknik Sipil,190
Fakultas Teknologi Pertanian,Teknik Pertanian,190
Fakultas Teknologi Pertanian,Ilmu dan Teknologi Pangan,190
Fakultas Teknologi Pertanian,Teknik Industri,190
Fakultas Teknologi Pertanian,Teknik Lingkungan,190
Sekolah Bisnis,Bisnis,190
Sekolah Bisnis,Manajemen,190
Sekolah Vokasi,Teknik Pertanian,190
Sekolah Vokasi,Penyuluhan dan Komunikasi Pertanian,190
Sekolah Vokasi,Ilmu Komputer,190
Sekolah Vokasi,Akuntansi,190
Sekolah Vokasi,Agribisnis,190
Sekolah Vokasi,Ilmu dan Teknologi Pangan,190
Sekolah Vokasi,Gizi,190
Sekolah Vokasi,Pariwisata,190
Sekolah Vokasi,Teknik Lingkungan,190
Sekolah Vokasi,Ilmu Komunikasi,190
Sekolah Vokasi,Lainnya,190
Sekolah Vokasi,Paramedik Veteriner,190
Sekolah Vokasi,Manajemen Agribisnis,190
Sekolah Pascasarjana,Ilmu Pengelolaan Sumberdaya Alam dan Lingkungan,190
Sekolah Pascasarjana,Bioteknologi,190
Sekolah Pascasarjana,Primatologi,190
Sekolah Pascasarjana,Logistik Agromaritim,190
Sekolah Pascasarjana,Pengembangan Industri Kecil Menengah,190
Jurusan Teknik Mesin,Teknologi Rekayasa Perancangan Manufaktur,191
Jurusan Teknik Mesin,Teknik Mesin dan Manufaktur,191
Jurusan Teknik Mesin,Teknik Perancangan Mekanik,191
Jurusan Teknik Mesin,Teknik Perawatan dan Perbaikan Mesin,191
Jurusan Teknik Elektro dan Informatika,Teknik Elektro,191
Jurusan Teknik Elektro dan Informatika,Teknik Elektronika,191
Jurusan Teknik Elektro dan Informatika,Rekayasa Perangkat Lunak,191
Teknik Mesin,Teknik Mesin,192
Teknik Mesin,Teknik Otomotif,192
Teknologi Informasi,Teknik Informatika,192
Teknologi Informasi,Manajemen Informatika,192
Teknik Kimia,Teknik Kimia,192
Administrasi Niaga,Administrasi Bisnis (Niaga),192
Administrasi Niaga,Sastra Inggris,192
Administrasi Niaga,Manajemen Pemasaran,192
Teknik Elektro,Teknik Elektro,192
Teknik Elektro,Ilmu Teknik,192
Teknik Sipil,Teknik Sipil,192
Teknik Sipil,Konstruksi,192
Teknik Sipil,Teknik Pertambangan,192
Akuntansi,Akuntansi,192
Akuntansi,Manajemen,192
Akuntansi,Sistem Informasi,192
Fakultas Pertanian,Kehutanan,193
Fakultas Pertanian,Agroteknologi,193
Fakultas Pertanian,Ilmu dan Teknologi Pangan,193
Fakultas Pertanian,Agribisnis,193
Fakultas Perikanan dan Ilmu Kelautan,Perikanan,193
Fakultas Perikanan dan Ilmu Kelautan,Budidaya Perairan (Akuakultur),193
Fakultas Perikanan dan Ilmu Kelautan,Kelautan,193
Fakultas Perikanan dan Ilmu Kelautan,Lainnya,193
Fakultas Perikanan dan Ilmu Kelautan,Teknologi Hasil Perikanan,193
Fakultas Kedokteran,Pendidikan Dokter,193
Fakultas Ilmu Sosial dan Ilmu Politik,Pariwisata,193
Fakultas Ilmu Sosial dan Ilmu Politik,Ilmu Komunikasi,193
Fakultas Ilmu Sosial dan Ilmu Politik,Ilmu Pemerintahan,193
Fakultas Ilmu Sosial dan Ilmu Politik,Hubungan Internasional,193
Fakultas Ilmu Sosial dan Ilmu Politik,Sosiologi,193
Fakultas Ilmu Sosial dan Ilmu Politik,Administrasi Negara (Publik),193
Fakultas Ilmu Sosial dan Ilmu Politik,Administrasi Bisnis (Niaga),193
Fakultas Ilmu Sosial dan Ilmu Politik,Travel,193
Fakultas Keperawatan,Ilmu Keperawatan,193
Fakultas Teknik,Teknik Kimia,193
Fakultas Teknik,Teknik Elektro,193
Fakultas Teknik,Teknik Informatika,193
Fakultas Teknik,Teknik Sipil,193
Fakultas Teknik,Teknik Mesin,193
Fakultas Teknik,Arsitektur,193
Fakultas Teknik,Teknik Lingkungan,193
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Olahraga,193
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Guru Sekolah Dasar,193
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Bahasa Indonesia,193
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Bahasa Inggris,193
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Matematika,193
Fakultas Keguruan dan Ilmu Pendidikan,Sejarah,193
Fakultas Keguruan dan Ilmu Pendidikan,Ilmu Ekonomi,193
Fakultas Keguruan dan Ilmu Pendidikan,Fisika,193
Fakultas Keguruan dan Ilmu Pendidikan,Kimia,193
Fakultas Keguruan dan Ilmu Pendidikan,Biologi,193
Fakultas Keguruan dan Ilmu Pendidikan,"Pendidikan Jasmani, Kesehatan, dan Rekreasi",193
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Anak Usia Dini (PAUD),193
Fakultas Keguruan dan Ilmu Pendidikan,Keguruan & Pendidikan,193
Fakultas Keguruan dan Ilmu Pendidikan,Bimbingan dan Konseling,193
Fakultas Keguruan dan Ilmu Pendidikan,Pendidikan Luar Sekolah,193
Fakultas Keguruan dan Ilmu Pendidikan,Sastra Jepang,193
Fakultas Ekonomi dan Bisnis,Perpajakan,193
Fakultas Ekonomi dan Bisnis,Akuntansi,193
Fakultas Ekonomi dan Bisnis,Manajemen,193
Fakultas Ekonomi dan Bisnis,Ekonomi Pembangunan,193
Fakultas Matematika dan Ilmu Pengetahuan Alam,Sistem Informasi,193
Fakultas Matematika dan Ilmu Pengetahuan Alam,Matematika,193
Fakultas Matematika dan Ilmu Pengetahuan Alam,Fisika,193
Fakultas Matematika dan Ilmu Pengetahuan Alam,Kimia,193
Fakultas Matematika dan Ilmu Pengetahuan Alam,Biologi,193
Fakultas Matematika dan Ilmu Pengetahuan Alam,Statistika,193
Program Pascasarjana,Kimia,193
Program Pascasarjana,Manajemen,193
Program Pascasarjana,Kelautan,193
Program Pascasarjana,Kesehatan Lingkungan,193
Program Pascasarjana,Teknik Kimia,193
Program Pascasarjana,Teknik Sipil,193
Program Pascasarjana,Teknik Mesin,193
Program Pascasarjana,Sosiologi,193
Program Pascasarjana,Keguruan & Pendidikan,193
Program Pascasarjana,Pendidikan Matematika,193
Program Pascasarjana,Administrasi Pendidikan,193
Program Pascasarjana,Matematika,193
Program Pascasarjana,Fisika,193
Program Pascasarjana,Ilmu Ekonomi,193
Program Pascasarjana,Biologi,193
Program Pascasarjana,Ilmu Politik,193
Program Pascasarjana,Ilmu Komunikasi,193
Program Pascasarjana,Ilmu Administrasi,193
Program Pascasarjana,Ilmu Hukum,193
Program Pascasarjana,Akuntansi,193
Program Pascasarjana,Agribisnis,193
Program Pascasarjana,Ilmu Lingkungan,193
Fakultas Hukum,Ilmu Hukum,193
Jurusan Teknik Mesin,Teknik Mesin,194
Jurusan Teknik Pendingin dan Tata Udara,Teknik Pendingin dan Tata Udara,194
Jurusan Teknik Informatika,Teknik Informatika,194
Jurusan Teknik Informatika,Rekayasa Perangkat Lunak,194
Jurusan Teknik Informatika,Sistem Informasi Kota Cerdas,194
Jurusan Keperawatan,Keperawatan,194
Fakultas Syariah dan Hukum,Ilmu Hukum,195
Fakultas Syariah dan Hukum,Lainnya,195
Fakultas Tarbiyah dan Keguruan,Pendidikan Bahasa Inggris,195
Fakultas Tarbiyah dan Keguruan,Pendidikan Matematika,195
Fakultas Tarbiyah dan Keguruan,Sastra Arab,195
Fakultas Tarbiyah dan Keguruan,Ilmu Agama Islam,195
Fakultas Tarbiyah dan Keguruan,Biologi,195
Fakultas Tarbiyah dan Keguruan,Kimia,195
