faculty,prodi,institution_code
SARJANA,ADMINISTRASI BISNIS,quipper-153
SARJANA,ILMU KOMUNIKASI,quipper-153
SARJANA,MANAJEMEN,quipper-153
SARJANA,SISTEM INFORMASI,quipper-153
SARJANA,TEKNIK INFORMATIKA,quipper-153
PASCASARJANA,AKUNTANSI,quipper-153
PASCASARJANA,MANAJEMEN,quipper-153
FAKULTAS USHULUDDIN,ILMU AL-QUR'AN DAN TAFSIR,quipper-154
PASCASARJANA,EKONOMI SYARIAH,quipper-154
PASCASARJANA,ILMU AL-QUR'AN DAN TAFSIR,quipper-154
PASCASARJANA,MANAJEMEN PENDIDIKAN ISLAM,quipper-154
FAKULTAS TARBIYAH,PENDIDIKAN AGAMA ISLAM,quipper-154
FAKULTAS TARBIYAH,PENDIDIKAN ISLAM ANAK USIA DINI,quipper-154
FAKULTAS SYARIAH,AL-AHWAL AL-SYAKHSIYYAH,quipper-154
FAKULTAS SYARIAH,EKONOMI SYARIAH,quipper-154
FAKULTAS DAKWAH,KOMUNIKASI DAN PENYIARAN ISLAM,quipper-154
FAKULTAS DAKWAH,MANAJEMEN DAKWAH,quipper-154
DIPLOMA,KEPERAWATAN,quipper-155
DIPLOMA,REKAM MEDIS DAN INFORMASI KESEHATAN,quipper-155
DIPLOMA,FARMASI,quipper-155
SARJANA,KEPERAWATAN,quipper-155
PROFESI,NERS,quipper-155
INFORMATIKA,MANAJEMEN INFORMATIKA,quipper-156
INFORMATIKA,TEKNIK INFORMATIKA,quipper-156
INFORMATIKA,SISTEM INFORMASI,quipper-156
INFORMATIKA,REKAYASA PERANGKAT LUNAK,quipper-156
BISNIS,AKUNTANSI,quipper-156
BISNIS,MANAJEMEN ADMINISTRASI,quipper-156
BISNIS,SEKRETARI,quipper-156
BISNIS,MANAJEMEN,quipper-156
FAKULTAS EKONOMI DIGITAL,AKUNTANSI,quipper-157
FAKULTAS EKONOMI DIGITAL,KEUANGAN PERBANKAN,quipper-157
FAKULTAS EKONOMI DIGITAL,MANAJEMEN,quipper-157
FAKULTAS EKONOMI DIGITAL,KEUANGAN SYARIAH,quipper-157
FAKULTAS TEKNIK DAN DESAIN,TEKNOLOGI INFORMASI,quipper-157
FAKULTAS TEKNIK DAN DESAIN,SISTEM INFORMASI,quipper-157
FAKULTAS TEKNIK DAN DESAIN,ARSITEKTUR,quipper-157
FAKULTAS TEKNIK DAN DESAIN,DESAIN KOMUNIKASI VISUAL,quipper-157
KEGURUAN DAN ILMU PENDIDIKAN,PENDIDIKAN EKONOMI,quipper-158
KEGURUAN DAN ILMU PENDIDIKAN,PENDIDIKAN MATEMATIKA,quipper-158
KEGURUAN DAN ILMU PENDIDIKAN,PENDIDIKAN GURU SEKOLAH DASAR,quipper-158
PASCASARJANA,ILMU HUKUM,quipper-158
PASCASARJANA,ILMU PEMERINTAHAN,quipper-158
PASCASARJANA,MANAJEMEN,quipper-158
PASCASARJANA,TEKNIK INFORMATIKA,quipper-158
EKONOMI DAN BISNIS,MANAJEMEN,quipper-158
EKONOMI DAN BISNIS,AKUNTANSI,quipper-158
HUKUM,ILMU HUKUM,quipper-158
TEKNIK,TEKNIK INDUSTRI,quipper-158
TEKNIK,TEKNIK SIPIL,quipper-158
TEKNIK,ARSITEKTUR,quipper-158
TEKNIK,TEKNIK INFORMATIKA,quipper-158
TEKNIK,TEKNIK ELEKTRO,quipper-158
ILMU SOSIAL DAN ILMU POLITIK,KEPOLISIAN,quipper-158
ILMU SOSIAL DAN ILMU POLITIK,ILMU PEMERINTAHAN,quipper-158
ILMU SOSIAL DAN ILMU POLITIK,ILMU KESEJAHTERAAN SOSIAL,quipper-158
ILMU SOSIAL DAN ILMU POLITIK,ILMU KOMUNIKASI,quipper-158
VOKASI DAN PROFESI,ADMINISTRASI RUMAH SAKIT,quipper-159
VOKASI DAN PROFESI,ASURANSI KESEHATAN,quipper-159
VOKASI DAN PROFESI,PERIKLANAN,quipper-159
VOKASI DAN PROFESI,KEBIDANAN,quipper-159
VOKASI DAN PROFESI,MANAJEMEN INFORMASI KESEHATAN,quipper-159
VOKASI DAN PROFESI,KESEHATAN DAN KESELAMATAN KERJA,quipper-159
VOKASI DAN PROFESI,BIDAN,quipper-159
PSIKOLOGI,PSIKOLOGI,quipper-159
HUKUM,HUKUM,quipper-159
ILMU KESEHATAN,KESEHATAN MASYARAKAT,quipper-159
ILMU KESEHATAN,KEPERAWATAN,quipper-159
ILMU KESEHATAN,ADMINISTRASI RUMAH SAKIT,quipper-159
ILMU KESEHATAN,GIZI,quipper-159
ILMU KESEHATAN,FARMASI,quipper-159
ILMU KESEHATAN,NERS,quipper-159
EKONOMI DAN BISNIS,MANAJEMEN,quipper-159
EKONOMI DAN BISNIS,AKUNTANSI,quipper-159
ILMU KOMUNIKASI,ILMU KOMUNIKASI,quipper-159
TRANSPORTASI DARAT,MANAJEMEN TRANSPORTASI PERKERETAAPIAAN,quipper-160
TRANSPORTASI DARAT,TRANSPORTASI DARAT,quipper-160
TRANSPORTASI DARAT,TEKNOLOGI REKAYASA OTOMOTIF,quipper-160
TRANSPORTASI DARAT,PEMASARAN INOVASI DAN TEKNOLOGI,quipper-160
TRANSPORTASI DARAT,TEKNIK KESELAMATAN DAN RESIKO,quipper-160
PELAYARAN,ILMU TEKNIK,quipper-162
PELAYARAN,KELAUTAN,quipper-162
PELAYARAN,SEKOLAH KEDINASAN,quipper-162
PELAYARAN,NAUTIKA,quipper-162
FAKULTAS PERIKANAN DAN ILMU KELAUTAN,PEMANFAATAN SUMBER DAYA PERIKANAN,quipper-163
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,PENDIDIKAN JASMANI KESEHATAN DAN REKREASI,quipper-163
FAKULTAS TEKNIK,TEKNIK MESIN,quipper-163
FAKULTAS TEKNIK,TEKNIK ELEKTRO,quipper-163
FAKULTAS HUKUM,HUKUM,quipper-163
FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,ADMINISTRASI PUBLIK,quipper-163
FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,ADMINISTRASI BISNIS,quipper-163
FAKULTAS EKONOMI DAN BISNIS,PERHOTELAN,quipper-163
FAKULTAS EKONOMI DAN BISNIS,AKUNTANSI,quipper-163
FAKULTAS EKONOMI DAN BISNIS,MANAJEMEN,quipper-163
PASCASARJANA,HUKUM,quipper-163
PASCASARJANA,ILMU ADMINISTRASI NEGARA,quipper-163
SARJANA,ADMINISTRASI RUMAH SAKIT,quipper-165
DIPLOMA,KEPERAWATAN,quipper-165
FAKULTAS SENI RUPA DAN DESAIN,SENI RUPA,quipper-166
FAKULTAS SENI RUPA DAN DESAIN,DESAIN,quipper-166
FAKULTAS FILM DAN TELEVISI,FILM DAN TELEVISI,quipper-166
FAKULTAS SENI PERTUNJUKAN,TARI,quipper-166
FAKULTAS SENI PERTUNJUKAN,TEATER & DRAMA,quipper-166
FAKULTAS SENI PERTUNJUKAN,MUSIK,quipper-166
FAKULTAS SENI PERTUNJUKAN,ANTROPOLOGI,quipper-166
SEKOLAH PASCASARJANA,SENI RUPA,quipper-166
PROGRAM DIPLOMA,PERPAJAKAN,quipper-168
MAGISTER,KEPERAWATAN,quipper-170
PROFESI,NERS,quipper-170
PROFESI,BIDAN,quipper-170
SARJANA,ILMU KEPERAWATAN,quipper-170
SARJANA,KEBIDANAN,quipper-170
SARJANA,ILMU GIZI,quipper-170
PASCASARJANA,PERBANKAN SYARIAH,quipper-171
SARJANA,PERBANKAN SYARIAH,quipper-171
SARJANA,AKUNTANSI SYARIAH,quipper-171
SARJANA,MANAJEMEN BISNIS SYARIAH,quipper-171
SARJANA,HUKUM EKONOMI SYARIAH,quipper-171
PASCASARJANA,MANAJEMEN,quipper-174
SARJANA,AKUNTANSI,quipper-174
SARJANA,MANAJEMEN,quipper-174
SARJANA,KEPERAWATAN,quipper-175
SARJANA,KESEHATAN MASYARAKAT,quipper-175
DIPLOMA,KEBIDANAN,quipper-175
DIPLOMA,REKAM MEDIS DAN INFORMASI KESEHATAN,quipper-175
PROFESI,NERS,quipper-175
USAHA PERJALANAN WISATA,USAHA PERJALANAN WISATA,quipper-176
PERHOTELAN,PERHOTELAN,quipper-176
PERHOTELAN,LAYANAN HOTEL TERAPUNG,quipper-176
PERHOTELAN,SENI KULINER,quipper-176
PERHOTELAN,PENGELOLAAN PERHOTELAN,quipper-176
TEOLOGI,FILSAFAT KEILAHIAN,quipper-177
TEOLOGI,MAGISTER ILMU TEOLOGI,quipper-177
TEOLOGI,MAGISTER KAJIAN KONFLIK DAN PERDAMAIAN,quipper-177
TEOLOGI,DOKTOR TEOLOGI,quipper-177
BISNIS,MANAJEMEN,quipper-177
BISNIS,AKUNTANSI,quipper-177
ARSITEKTUR DAN DESAIN,ARSITEKTUR DAN DESAIN PRODUK,quipper-177
KEDOKTERAN,PENDIDIKAN KEDOKTERAN,quipper-177
KEDOKTERAN,PROFESI DOKTER,quipper-177
BIOTEKNOLOGI,BIOLOGI,quipper-177
TEKNOLOGI INFORMASI,SISTEM INFORMASI,quipper-177
TEKNOLOGI INFORMASI,TEKNIK INFORMATIKA,quipper-177
KEPENDIDIKAN DAN HUMANIORA,PENDIDIKAN BAHASA INGGRIS,quipper-177
KEPENDIDIKAN DAN HUMANIORA,STUDI HUMANITAS,quipper-177
SARJANA,KEPERAWATAN,quipper-178
SARJANA,ADMINISTRASI KESEHATAN,quipper-178
SARJANA,FISIOTERAPI,quipper-178
PROFESI,NERS,quipper-178
DIPLOMA,KEPERAWATAN,quipper-178
FAKULTAS HUKUM,ILMU HUKUM,quipper-179
FAKULTAS ILMU SOSIAL DAN POLITIK,ILMU ADMINISTRASI,quipper-179
FAKULTAS ILMU SOSIAL DAN POLITIK,HUBUNGAN INTERNASIONAL,quipper-179
FAKULTAS ILMU KOMUNIKASI,LAINNYA,quipper-179
FAKULTAS ILMU KOMUNIKASI,ILMU KOMUNIKASI,quipper-179
FAKULTAS TEKNOLOGI INDUSTRI,TEKNIK KIMIA,quipper-179
FAKULTAS TEKNOLOGI INDUSTRI,TEKNIK ELEKTRO,quipper-179
FAKULTAS TEKNOLOGI INDUSTRI,TEKNIK MESIN,quipper-179
FAKULTAS PSIKOLOGI,PSIKOLOGI,quipper-179
FAKULTAS EKONOMI DAN BISNIS,MANAJEMEN,quipper-179
FAKULTAS EKONOMI DAN BISNIS,AKUNTANSI,quipper-179
FAKULTAS TEKNIK SIPIL DAN PERENCANAAN,TEKNIK SIPIL,quipper-179
FAKULTAS TEKNIK SIPIL DAN PERENCANAAN,ARSITEKTUR,quipper-179
PASCASARJANA,ILMU KOMUNIKASI,quipper-179
PASCASARJANA,ILMU HUKUM,quipper-179
PASCASARJANA,MANAJEMEN,quipper-179
PASCASARJANA,ILMU ADMINISTRASI,quipper-179
EKONOMI DAN BISNIS,ILMU EKONOMI,quipper-182
EKONOMI DAN BISNIS,AKUNTANSI,quipper-182
EKONOMI DAN BISNIS,PERBANKAN,quipper-182
EKONOMI DAN BISNIS,MANAJEMEN,quipper-182
"FAKULTAS USHULUDDIN, ADAB, DAN HUMANIORA",SEJARAH PERADABAN ISLAM,quipper-183
"FAKULTAS USHULUDDIN, ADAB, DAN HUMANIORA",ILMU HADITS,quipper-183
"FAKULTAS USHULUDDIN, ADAB, DAN HUMANIORA",BAHASA DAN SASTRA ARA,quipper-183
"FAKULTAS USHULUDDIN, ADAB, DAN HUMANIORA",ILMU AL-QUR’AN DAN TAFSIR,quipper-183
FAKULTAS DAKWAH,PENGEMBANGAN MASYARAKAT ISLAM,quipper-183
FAKULTAS DAKWAH,BIMBINGAN KONSELING ISLAM,quipper-183
FAKULTAS DAKWAH,MANAJEMEN DAKWAH,quipper-183
FAKULTAS DAKWAH,KOMUNIKASI DAN PENYIARAN ISLAM,quipper-183
FAKULTAS DAKWAH,PSIKOLOGI ISLAM,quipper-183
FAKULTAS SYARIAH,HUKUM KELUARGA,quipper-183
FAKULTAS SYARIAH,HUKUM PIDANA ISLAM,quipper-183
FAKULTAS SYARIAH,HUKUM EKONOMI SYARIAH,quipper-183
FAKULTAS SYARIAH,HUKUM TATA NEGARA,quipper-183
FAKULTAS TARBIYAH DAN ILMU KEGURUAN,TADRIS ILMU PENGETAHUAN SOSIAL,quipper-183
FAKULTAS TARBIYAH DAN ILMU KEGURUAN,PENDIDIKAN GURU MADRASAH IBTIDAIYAH,quipper-183
FAKULTAS TARBIYAH DAN ILMU KEGURUAN,TADRIS BIOLOGI,quipper-183
FAKULTAS TARBIYAH DAN ILMU KEGURUAN,PENDIDIKAN AGAMA ISLAM,quipper-183
FAKULTAS TARBIYAH DAN ILMU KEGURUAN,TADRIS ILMU PENGETAHUAN ALAM,quipper-183
FAKULTAS TARBIYAH DAN ILMU KEGURUAN,PENDIDIKAN BAHASA ARAB,quipper-183
FAKULTAS TARBIYAH DAN ILMU KEGURUAN,TADRIS MATEMATIKA,quipper-183
FAKULTAS TARBIYAH DAN ILMU KEGURUAN,MANAJEMEN PENDIDIKAN ISLAM,quipper-183
FAKULTAS TARBIYAH DAN ILMU KEGURUAN,PENDIDIKAN ISLAM ANAK USIA DINI,quipper-183
FAKULTAS TARBIYAH DAN ILMU KEGURUAN,TADRIS BAHASA INGGRIS,quipper-183
FAKULTAS EKONOMI DAN BISNIS ISLAM,MANAJEMEN ZAKAT DAN WAKAF,quipper-183
FAKULTAS EKONOMI DAN BISNIS ISLAM,PERBANKAN SYARI'AH,quipper-183
FAKULTAS EKONOMI DAN BISNIS ISLAM,EKONOMI SYARI’AH,quipper-183
FAKULTAS EKONOMI DAN BISNIS ISLAM,AKUNTANSI SYARI’AH,quipper-183
FAKULTAS TEKNIK SIPIL DAN PERENCANAAN,TEKNIK GEODESI,quipper-184
FAKULTAS TEKNIK SIPIL DAN PERENCANAAN,ARSITEKTUR,quipper-184
FAKULTAS TEKNIK SIPIL DAN PERENCANAAN,TEKNIK LINGKUNGAN,quipper-184
FAKULTAS TEKNIK SIPIL DAN PERENCANAAN,TEKNIK SIPIL,quipper-184
FAKULTAS TEKNIK SIPIL DAN PERENCANAAN,PERENCANAAN WILAYAH DAN KOTA,quipper-184
FAKULTAS TEKNOLOGI INDUSTRI,TEKNIK MESIN,quipper-184
FAKULTAS TEKNOLOGI INDUSTRI,TEKNIK LISTRIK,quipper-184
FAKULTAS TEKNOLOGI INDUSTRI,TEKNIK INDUSTRI,quipper-184
FAKULTAS TEKNOLOGI INDUSTRI,TEKNIK KIMIA,quipper-184
FAKULTAS TEKNOLOGI INDUSTRI,TEKNIK INFORMATIKA,quipper-184
FAKULTAS TEKNOLOGI INDUSTRI,TEKNIK ELEKTRO,quipper-184
FAKULTAS TEKNOLOGI INDUSTRI,BISNIS DIGITAL,quipper-184
PASCASARJANA,TEKNIK SIPIL,quipper-184
PASCASARJANA,TEKNIK INDUSTRI,quipper-184
PASCASARJANA,TEKNIK ELEKTRO,quipper-184
FAKULTAS SAINS DAN TEKNOLOGI,TEKNIK INFORMATIKA,quipper-185
FAKULTAS SAINS DAN TEKNOLOGI,SISTEM INFORMASI,quipper-185
FAKULTAS SAINS DAN TEKNOLOGI,TEKNIK INDUSTRI,quipper-185
FAKULTAS SAINS DAN TEKNOLOGI,DESAIN KOMUNIKASI VISUAL,quipper-185
FAKULTAS SAINS DAN TEKNOLOGI,FARMASI,quipper-185
FAKULTAS BAHASA DAN SENI,PENDIDIKAN BAHASA MANDARIN,quipper-185
FAKULTAS BAHASA DAN SENI,SASTRA INGGRIS,quipper-185
FAKULTAS EKONOMI DAN BISNIS,MANAJEMEN,quipper-185
FAKULTAS EKONOMI DAN BISNIS,AKUNTANSI,quipper-185
"FARMASI, ADMINISTRASI RUMAH SAKIT, KESEHATAN MASYARAKAT, RADIOLOGI",FARMASI,quipper-186
"FARMASI, ADMINISTRASI RUMAH SAKIT, KESEHATAN MASYARAKAT, RADIOLOGI",ADMINISTRASI RUMAH SAKIT,quipper-186
"FARMASI, ADMINISTRASI RUMAH SAKIT, KESEHATAN MASYARAKAT, RADIOLOGI",KESEHATAN MASYARAKAT,quipper-186
"FARMASI, ADMINISTRASI RUMAH SAKIT, KESEHATAN MASYARAKAT, RADIOLOGI",RADIOLOGI,quipper-186
PASCASARJANA,KEPERAWATAN,quipper-186
PASCASARJANA,KESEHATAN MASYARAKAT,quipper-186
KEPERAWATAN DAN KEBIDANAN,KEPERAWATAN,quipper-186
KEPERAWATAN DAN KEBIDANAN,KEBIDANAN,quipper-186
FAKULTAS ILMU PENDIDIKAN,PENDIDIKAN BAHASA INDONESIA,quipper-187
FAKULTAS ILMU PENDIDIKAN,PENDIDIKAN GURU SEKOLAH DASAR,quipper-187
FAKULTAS ILMU PENDIDIKAN,TEKNIK INFORMATIKA,quipper-187
FAKULTAS ILMU PENDIDIKAN,PENDIDIKAN ANAK USIA DINI,quipper-187
FAKULTAS ILMU SOSIAL DAN ILMU BUDAYA,PSIKOLOGI,quipper-187
FAKULTAS ILMU SOSIAL DAN ILMU BUDAYA,SASTRA INGGRIS,quipper-187
FAKULTAS ILMU SOSIAL DAN ILMU BUDAYA,ILMU KOMUNIKASI,quipper-187
FAKULTAS ILMU SOSIAL DAN ILMU BUDAYA,SOSIOLOGI,quipper-187
FAKULTAS HUKUM,ILMU HUKUM,quipper-187
FAKULTAS KEISLAMAN,BISNIS,quipper-187
FAKULTAS KEISLAMAN,EKONOMI SYARIAH,quipper-187
FAKULTAS EKONOMI DAN BISNIS,AKUNTANSI,quipper-187
FAKULTAS EKONOMI DAN BISNIS,ILMU EKONOMI,quipper-187
FAKULTAS EKONOMI DAN BISNIS,MANAJEMEN,quipper-187
FAKULTAS EKONOMI DAN BISNIS,EKONOMI PEMBANGUNAN,quipper-187
FAKULTAS EKONOMI DAN BISNIS,KEWIRAUSAHAAN,quipper-187
FAKULTAS PERTANIAN,TEKNIK PERTANIAN,quipper-187
FAKULTAS PERTANIAN,AGROTEKNOLOGI,quipper-187
FAKULTAS PERTANIAN,KELAUTAN,quipper-187
FAKULTAS PERTANIAN,MANAJEMEN SUMBER DAYA PERAIRAN,quipper-187
FAKULTAS PERTANIAN,AGRIBISNIS,quipper-187
FAKULTAS TEKNIK,SISTEM INFORMASI,quipper-187
FAKULTAS TEKNIK,TEKNIK ELEKTRO,quipper-187
FAKULTAS TEKNIK,TEKNIK INDUSTRI,quipper-187
FAKULTAS TEKNIK,TEKNIK MESIN,quipper-187
FAKULTAS TEKNIK,TEKNIK INFORMATIKA,quipper-187
FAKULTAS TEKNIK,MULTIMEDIA,quipper-187
SEKOLAH ILMU DAN TEKNOLOGI HAYATI,BIOLOGI,quipper-188
SEKOLAH ILMU DAN TEKNOLOGI HAYATI,TEKNIK PERTANIAN,quipper-188
SEKOLAH ILMU DAN TEKNOLOGI HAYATI,BIOTEKNOLOGI,quipper-188
SEKOLAH ILMU DAN TEKNOLOGI HAYATI,LAINNYA,quipper-188
FAKULTAS TEKNIK MESIN DAN DIRGANTARA,TEKNIK MESIN,quipper-188
FAKULTAS TEKNIK MESIN DAN DIRGANTARA,ILMU TEKNIK,quipper-188
FAKULTAS TEKNIK MESIN DAN DIRGANTARA,TEKNIK PENERBANGAN,quipper-188
FAKULTAS TEKNIK MESIN DAN DIRGANTARA,TEKNIK MATERIAL,quipper-188
FAKULTAS ILMU DAN TEKNOLOGI KEBUMIAN,BUDIDAYA PERAIRAN,quipper-188
FAKULTAS ILMU DAN TEKNOLOGI KEBUMIAN,TEKNIK GEODESI,quipper-188
FAKULTAS ILMU DAN TEKNOLOGI KEBUMIAN,TEKNIK GEOLOGI,quipper-188
FAKULTAS ILMU DAN TEKNOLOGI KEBUMIAN,KELAUTAN,quipper-188
FAKULTAS ILMU DAN TEKNOLOGI KEBUMIAN,ILMU TEKNIK,quipper-188
FAKULTAS ILMU DAN TEKNOLOGI KEBUMIAN,TEKNIK GEOMATIKA,quipper-188
FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM,PENDIDIKAN MATEMATIKA,quipper-188
FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM,FISIKA,quipper-188
FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM,KIMIA,quipper-188
FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM,MATEMATIKA,quipper-188
FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM,ASTRONOMI,quipper-188
FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM,AKTUARIA,quipper-188
FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM,LAINNYA,quipper-188
SEKOLAH FARMASI,PENDIDIKAN OLAHRAGA,quipper-188
SEKOLAH FARMASI,FARMASI,quipper-188
SEKOLAH BISNIS DAN MANAJEMEN,MANAJEMEN,quipper-188
SEKOLAH BISNIS DAN MANAJEMEN,ADMINISTRASI BISNIS,quipper-188
SEKOLAH TEKNIK ELEKTRO DAN INFORMATIKA,ILMU TEKNIK,quipper-188
SEKOLAH TEKNIK ELEKTRO DAN INFORMATIKA,TEKNIK INFORMATIKA,quipper-188
SEKOLAH TEKNIK ELEKTRO DAN INFORMATIKA,SISTEM INFORMASI,quipper-188
SEKOLAH TEKNIK ELEKTRO DAN INFORMATIKA,TEKNIK ELEKTRO,quipper-188
SEKOLAH TEKNIK ELEKTRO DAN INFORMATIKA,ILMU KOMPUTER,quipper-188
SEKOLAH TEKNIK ELEKTRO DAN INFORMATIKA,TEKNIK BIOMEDIS,quipper-188
FAKULTAS TEKNIK PERTAMBANGAN DAN PERMINYAKAN,GEOFISIKA,quipper-188
FAKULTAS TEKNIK PERTAMBANGAN DAN PERMINYAKAN,TEKNIK PERTAMBANGAN,quipper-188
FAKULTAS TEKNIK PERTAMBANGAN DAN PERMINYAKAN,ILMU TEKNIK,quipper-188
FAKULTAS TEKNIK PERTAMBANGAN DAN PERMINYAKAN,TEKNIK PERMINYAKAN,quipper-188
FAKULTAS TEKNIK PERTAMBANGAN DAN PERMINYAKAN,TEKNIK METALURGI,quipper-188
FAKULTAS SENI RUPA DAN DESAIN,SENI RUPA,quipper-188
FAKULTAS SENI RUPA DAN DESAIN,DESAIN,quipper-188
FAKULTAS SENI RUPA DAN DESAIN,DESAIN KOMUNIKASI VISUAL,quipper-188
FAKULTAS SENI RUPA DAN DESAIN,DESAIN PRODUK,quipper-188
FAKULTAS SENI RUPA DAN DESAIN,DESAIN INTERIOR,quipper-188
FAKULTAS SENI RUPA DAN DESAIN,SENI KRIYA,quipper-188
FAKULTAS TEKNIK SIPIL DAN LINGKUNGAN,PERENCANAAN WILAYAH DAN KOTA,quipper-188
FAKULTAS TEKNIK SIPIL DAN LINGKUNGAN,TEKNIK LINGKUNGAN,quipper-188
FAKULTAS TEKNIK SIPIL DAN LINGKUNGAN,TEKNIK SIPIL,quipper-188
FAKULTAS TEKNIK SIPIL DAN LINGKUNGAN,KELAUTAN,quipper-188
FAKULTAS TEKNIK SIPIL DAN LINGKUNGAN,BUDIDAYA PERAIRAN,quipper-188
FAKULTAS TEKNIK SIPIL DAN LINGKUNGAN,LAINNYA,quipper-188
FAKULTAS TEKNOLOGI INDUSTRI,ILMU DAN TEKNOLOGI PANGAN,quipper-188
FAKULTAS TEKNOLOGI INDUSTRI,TEKNIK INDUSTRI,quipper-188
FAKULTAS TEKNOLOGI INDUSTRI,TEKNIK KIMIA,quipper-188
FAKULTAS TEKNOLOGI INDUSTRI,ILMU TEKNIK,quipper-188
FAKULTAS TEKNOLOGI INDUSTRI,INSTRUMENTASI,quipper-188
"SEKOLAH ARSITEK, PERENCANAAN DAN PENGEMBANGAN KEBIJAKAN",PARIWISATA,quipper-188
"SEKOLAH ARSITEK, PERENCANAAN DAN PENGEMBANGAN KEBIJAKAN",ARSITEKTUR,quipper-188
"SEKOLAH ARSITEK, PERENCANAAN DAN PENGEMBANGAN KEBIJAKAN",PERENCANAAN WILAYAH DAN KOTA,quipper-188
"SEKOLAH ARSITEK, PERENCANAAN DAN PENGEMBANGAN KEBIJAKAN",LAINNYA,quipper-188
SEKOLAH PASCASARJANA,TEKNOLOGI NANO,quipper-188
FAKULTAS SYARIAH DAN HUKUM,ILMU HUKUM,quipper-189
FAKULTAS SYARIAH DAN HUKUM,LAINNYA,quipper-189
FAKULTAS TARBIYAH DAN KEGURUAN,PENDIDIKAN BAHASA INGGRIS,quipper-189
FAKULTAS TARBIYAH DAN KEGURUAN,PENDIDIKAN MATEMATIKA,quipper-189
FAKULTAS TARBIYAH DAN KEGURUAN,SASTRA ARAB,quipper-189
FAKULTAS TARBIYAH DAN KEGURUAN,ILMU AGAMA ISLAM,quipper-189
FAKULTAS TARBIYAH DAN KEGURUAN,BIOLOGI,quipper-189
FAKULTAS TARBIYAH DAN KEGURUAN,KIMIA,quipper-189
FAKULTAS TARBIYAH DAN KEGURUAN,FISIKA,quipper-189
FAKULTAS TARBIYAH DAN KEGURUAN,PSIKOLOGI,quipper-189
FAKULTAS TARBIYAH DAN KEGURUAN,TEKNIK ELEKTRO,quipper-189
FAKULTAS TARBIYAH DAN KEGURUAN,KEGURUAN & PENDIDIKAN,quipper-189
FAKULTAS TARBIYAH DAN KEGURUAN,PENDIDIKAN GURU SEKOLAH DASAR,quipper-189
FAKULTAS TARBIYAH DAN KEGURUAN,PENDIDIKAN ANAK USIA DINI,quipper-189
FAKULTAS TARBIYAH DAN KEGURUAN,MANAJEMEN PENDIDIKAN,quipper-189
FAKULTAS TARBIYAH DAN KEGURUAN,SISTEM INFORMASI,quipper-189
FAKULTAS TARBIYAH DAN KEGURUAN,BIMBINGAN DAN KONSELING,quipper-189
FAKULTAS SAINS DAN TEKNOLOGI,TEKNIK LINGKUNGAN,quipper-189
FAKULTAS SAINS DAN TEKNOLOGI,BIOLOGI,quipper-189
FAKULTAS SAINS DAN TEKNOLOGI,KIMIA,quipper-189
FAKULTAS SAINS DAN TEKNOLOGI,ARSITEKTUR,quipper-189
FAKULTAS SAINS DAN TEKNOLOGI,SISTEM INFORMASI,quipper-189
FAKULTAS PSIKOLOGI,PSIKOLOGI,quipper-189
FAKULTAS USHULUDDIN DAN FILSAFAT,SOSIOLOGI,quipper-189
FAKULTAS USHULUDDIN DAN FILSAFAT,ILMU AGAMA ISLAM,quipper-189
FAKULTAS USHULUDDIN DAN FILSAFAT,FILSAFAT,quipper-189
FAKULTAS ADAB DAN HUMANIORA,SEJARAH,quipper-189
FAKULTAS ADAB DAN HUMANIORA,SASTRA ARAB,quipper-189
FAKULTAS ADAB DAN HUMANIORA,ILMU PERPUSTAKAAN,quipper-189
FAKULTAS EKONOMI DAN BISNIS ISLAM,ILMU EKONOMI,quipper-189
FAKULTAS EKONOMI DAN BISNIS ISLAM,EKONOMI SYARIAH,quipper-189
FAKULTAS EKONOMI DAN BISNIS ISLAM,PERBANKAN SYARIAH,quipper-189
FAKULTAS DAKWAH DAN KOMUNIKASI,ILMU KOMUNIKASI,quipper-189
FAKULTAS DAKWAH DAN KOMUNIKASI,MANAJEMEN,quipper-189
FAKULTAS DAKWAH DAN KOMUNIKASI,BIMBINGAN DAN KONSELING,quipper-189
FAKULTAS DAKWAH DAN KOMUNIKASI,KESEJAHTERAAN SOSIAL,quipper-189
FAKULTAS ILMU SOSIAL DAN ILMU PEMERINTAHAN,ILMU POLITIK,quipper-189
FAKULTAS ILMU SOSIAL DAN ILMU PEMERINTAHAN,ADMINISTRASI NEGARA,quipper-189
PROGRAM PASCASARJANA,ILMU KOMUNIKASI,quipper-189
PROGRAM PASCASARJANA,ILMU HUKUM,quipper-189
PROGRAM PASCASARJANA,SASTRA ARAB,quipper-189
PROGRAM PASCASARJANA,ILMU AGAMA ISLAM,quipper-189
PROGRAM PASCASARJANA,EKONOMI SYARIAH,quipper-189
