institution_code,institution_name,body_type,link,student_amount,lecturer_amount,contact,description,unknown_field,average_semester_fee,starting_semester_fee,ending_semester_fee,average_yearly_fee,starting_yearly_fee,ending_yearly_fee
quipper-175,SEKOLAH TINGGI ILMU KESEHATAN MAHARDIKA CIREBON,SWASTA,https://campus.quipper.com/directory/sekolah-tinggi-ilmu-kesehatan-mahardika-cirebon,866.0,50.0,"{""website"": ""mahardika.ac.id"", ""email"": ""akademik@mahardika.ac.id"", ""phone"": ""0231-488123""}","Sekolah Tinggi Ilmu Kesehatan Mahardika Cirebon didirikan oleh Yayasan Pengembangan Ilmu Mahardika  pada tanggal 14 Agustus 2002. Berdirinya kampus ini sesuai dengan dinamika laju pertumbuhan dan perkembangan sebuah daerah, serta kebutuhan nyata akan peningkatan Indeks Pembangunan Manusia  yang ditekankan pada tiga domain, yaitu pendidikan, kesehatan dan ekonomi.",{},5850000.0,5850000.0,5850000.0,11700000.0,11700000.0,11700000.0
quipper-176,POLITEKNIK SAHID,SWASTA,https://campus.quipper.com/directory/sekolah-tinggi-pariwisata-sahid,1953.0,66.0,"{""website"": ""www.polteksahid.ac.id"", ""email"": ""info@polteksahid.ac.id"", ""phone"": ""021-7402329, 7402339""}","Politeknik Sahid didirikan pada tahun 1983 di bawah Yayasan Kesejahteraan, Pendidikan, dan Sosial Sahid Jaya. FYI, yayasan tersebut merupakan salah satu pelopor pendidikan pariwisata di Indonesia. Awalnya, politeknik ini bernama Akademi Perhotelan dan Pariwisata Sahid, tetapi pada tahun 2000 berubah menjadi Institut Pariwisata Sahid, kemudian berubah bentuk menjadi Politeknik Sahid pada tahun 2019.",{},14737500.0,6925000.0,22550000.0,29475000.0,13850000.0,45100000.0
quipper-177,UNIVERSITAS KRISTEN DUTA WACANA,SWASTA,https://campus.quipper.com/directory/universitas-kristen-duta-wacana,4420.0,153.0,"{""website"": ""www.ukdw.ac.id"", ""email"": ""humas@staff.ukdw.ac.id"", ""phone"": ""0274-563929""}","Berawal dari Sekolah Tinggi Theologia Duta Wacana, saat ini Universitas Kristen Duta Wacana  menjadi kampus swasta terkemuka di Yogyakarta. Kualitasnya dibuktikan lewat akreditasi A dari Badan Akreditasi Nasional Perguruan Tinggi  berdasarkan Surat Keputusan  Nomor 3290/SK/BAN-PT/Akred/PT/IX/2017. UKDW juga termasuk perguruan tinggi protestan terbaik seluruh dunia pada posisi ke-61 berdasarkan daftar Top Protestant Universities in the World dari University Ranking  2022, keren banget ya Quipperian!",{},8000000.0,8000000.0,8000000.0,16000000.0,16000000.0,16000000.0
quipper-178,SEKOLAH TINGGI ILMU KESEHATAN RS HUSADA,SWASTA,https://campus.quipper.com/directory/sekolah-tinggi-ilmu-kesehatan-rs-husada,533.0,28.0,"{""website"": ""www.stikesrshusada.ac.id"", ""email"": ""admission@stikesrshusada.ac.id"", ""phone"": ""021-6259984""}","Sekolah Tinggi Ilmu Kesehatan RS Husada merupakan institusi pendidikan yang telah berdiri dan menyelenggarakan pendidikan keperawatan sejak tahun 1943 di bawah Perkumpulan Husada. Di tahun 1989, kampus ini berganti nama menjadi Akademi Keperawatan Husada. Setelah 30 tahun menjalankan program pendidikan keperawatan dalam bentuk akademi, kampus ini resmi bertransformasi menjadi Sekolah Tinggi Ilmu Kesehatan di tahun 2019 dengan menambahkan program studi baru, yakni Administrasi Kesehatan.",{},9000000.0,9000000.0,9000000.0,18000000.0,18000000.0,18000000.0
quipper-179,UNIVERSITAS JAYABAYA,SWASTA,https://campus.quipper.com/directory/universitas-jayabaya,4407.0,192.0,"{""website"": ""www.jayabaya.ac.id"", ""email"": ""info@jayabaya.ac.id"", ""phone"": ""021-4700892""}","Universitas Jayabaya adalah salah satu universitas swasta tertua di Indonesia, tepatnya didirikan pada tahun 1958 oleh Yayasan Jayabaya. Selama lebih dari 50 tahun kiprahnya dalam dunia pendidikan tinggi di Indonesia, Universitas Jayabaya telah menghasilkan lebih dari 58.500 orang lulusan berkualitas. Quipperian tertarik menjadi mahasiswa Universitas Jayabaya? Baca lebih lanjut ya.",{},10475000.0,10175000.0,10775000.0,20950000.0,20350000.0,21550000.0
quipper-181,STIKES PANTI WALUYA MALANG,SWASTA,https://campus.quipper.com/directory/stikes-panti-waluya-malang,246.0,29.0,"{""website"": ""www.stikespantiwaluya.ac.id"", ""email"": ""admin@stikespantiwaluya.ac.id"", ""phone"": ""0341-369003""}","Sekolah Tinggi Ilmu Kesehatan  Panti Waluya Malang dinaungi oleh Yayasan Pendidikan Misericordia. Kampus ini mengalami beberapa kali perubahan bentuk mulai dari Djuru Kesehatan , Sekolah Perawat Kesehatan , Akademi Perawat Panti Waluya Malang , dan pada tahun 2018 menjadi STIKes Panti Waluya Malang.",{},6925000.0,5800000.0,8050000.0,13850000.0,11600000.0,16100000.0
quipper-182,UNIVERSITAS HAYAM WURUK PERBANAS,SWASTA,https://campus.quipper.com/directory/sekolah-tinggi-ilmu-ekonomi-perbanas-surabaya,1842.0,108.0,"{""website"": ""www.perbanas.ac.id"", ""email"": ""humas@hayamwuruk.ac.id"", ""phone"": ""031-5947151, 031-5947152""}","Tahukah Quipperian kalau Universitas Hayam Wuruk  Perbanas merupakan bentuk pengembangan dari Sekolah Tinggi Ilmu Ekonomi Perbanas Surabaya? Setelah menyelenggarakan pendidikan ekonomi selama 36 tahun sejak 1985, STIE Perbanas Surabaya resmi bertransformasi menjadi Universitas Hayam Wuruk Perbanas di tahun 2021. Setelah berubah menjadi universitas, kampus ini mulai menambahkan program studi di luar bidang ekonomi, seperti Informatika, Sistem Informasi, dan Desain Komunikasi Visual.",{},8900000.0,7300000.0,10500000.0,17800000.0,14600000.0,21000000.0
quipper-184,INSTITUT TEKNOLOGI NASIONAL MALANG,SWASTA,https://campus.quipper.com/directory/institut-teknologi-nasional-malang,5212.0,201.0,"{""website"": ""www.itn.ac.id"", ""email"": ""pmb.itn@scholar.itn.ac.id"", ""phone"": ""0341-551431, 0341-417636""}","Institut Teknologi Nasional Malang bermula dari Akademi Teknik Nasional  Malang yang didirikan oleh Yayasan Pendidikan Umum dan Teknologi Nasional  Malang di tahun 1969. Berdasarkan keputusan Menteri Pendidikan dan Kebudayaan No. 0104/0/1983 yang diterima pada tahun 1983, akademi tersebut kemudian dikembangkan menjadi Institut Teknologi Nasional Malang yang terdiri dari 2 fakultas yaitu Fakultas Teknologi Industri  dan Fakultas Teknik Sipil dan Perencanaan .",{},8162500.0,5000000.0,11325000.0,16325000.0,10000000.0,22650000.0
quipper-185,UNIVERSITAS MA CHUNG,SWASTA,https://campus.quipper.com/directory/universitas-ma-chung,1706.0,83.0,"{""website"": ""www.machung.ac.id"", ""email"": ""info@machung.ac.id"", ""phone"": ""0341-550171""}","Ide pendirian Universitas Ma Chung dicetuskan pada saat pelaksanaan Reuni Akbar peringatan hari ulang tahun ke-55 sekolah Ma Chung pada September 2001 di kota Xiamen, China, yang dilandasi oleh warisan semangat Ma Chung: rukun, bersatu, mengabdi kepada masyarakat, serta mewujudkan dedikasi kepada dunia pendidikan Indonesia. Berselang hampir enam tahun kemudian tepatnya 7 Juli 2007, Universitas Ma Chung resmi beroperasi sebagai perguruan tinggi swasta di Malang.",{},9825000.0,7650000.0,12000000.0,19650000.0,15300000.0,24000000.0
quipper-186,INSTITUT ILMU KESEHATAN STRADA INDONESIA,SWASTA,https://campus.quipper.com/directory/institut-ilmu-kesehatan-strada-indonesia,1341.0,116.0,"{""website"": ""https://iik-strada.ac.id/"", ""email"": ""official@iik-strada.ac.id"", ""phone"": ""08113500876""}","Kampus yang awalnya bernama STIkes Surya Mitra Husada ini mengalami perubahan bentuk menjadi Institut Ilmu Kesehatan  STRADA Indonesia di tahun 2019. IIK STRADA Indonesia berusaha mempersiapkan mahasiswa agar menjadi lulusan yang handal dan profesional di dunia kerja dengan menerapkan 4G: Good Competence, Good English, Good Personality and Mentality, Good Placement and Preparation.",{},6000000.0,3000000.0,9000000.0,12000000.0,6000000.0,18000000.0
quipper-195,UNIVERSITAS 17 AGUSTUS 1945  SURABAYA,SWASTA,https://campus.quipper.com/directory/universitas-17-agustus-1945-surabaya,14845.0,374.0,"{""website"": ""www.untag-sby.ac.id"", ""email"": ""humas@untag-sby.ac.id"", ""phone"": ""031-5931800""}","Universitas 17 Agustus 1945  Surabaya berdiri pada tahun 1958 dengan nama Akademi Administrasi Negara dan Niaga  Surabaya. Lalu, pada tahun 1962, AANN digabung dengan Universitas 17 Agustus 1945 Jakarta menjadi Akademi Administrasi Negara dan Niaga Universitas 1945 Cabang Surabaya . Dengan terbentuknya Yayasan Perguruan 17 Agustus 1945 Surabaya, pada tahun 1966, Untag Surabaya resmi memisahkan diri dan tidak lagi menjadi cabang dari Universitas 17 Agustus 1945 Jakarta. Saat ini, Untag Surabaya telah terakreditasi A oleh Badan Akreditasi Nasional Perguruan Tinggi  dan menyediakan 7 fakultas dengan berbagai macam bidang keilmuan.",{},1100000.0,900000.0,1300000.0,2200000.0,1800000.0,2600000.0
quipper-230,UNIVERSITAS PAMULANG,SWASTA,https://campus.quipper.com/directory/universitas-pamulang,90.0,2.0,"{""website"": ""https://unpam.ac.id/"", ""email"": ""admin@unpam.ac.id"", ""phone"": ""021-7412566""}","Universitas Pamulang  berdiri pada tahun 2000 oleh Yayasan Prima Jaya. Namun karena ketidakmampuan Yayasan Prima Jaya dalam pengelolaannya, maka mereka pun mengalihkan kepemilikan dan pengelolaannya kepada Yayasan Sasmita Jaya pada awal tahun 2005.",{},1575000.0,1200000.0,1950000.0,3150000.0,2400000.0,3900000.0
quipper-245,UNIVERSITAS AGUNG PODOMORO,SWASTA,https://campus.quipper.com/directory/universitas-podomoro,965.0,61.0,"{""website"": ""www.podomorouniversity.ac.id"", ""email"": ""info@podomorouniversity.ac.id"", ""phone"": ""021-29200456""}",Universitas Agung Podomoro didirikan pada tahun 2014 oleh Yayasan Pendidikan Agung Podomoro. Universitas yang meraih akreditasi Baik Sekali ini punya delapan program studi berbasis pengetahuan umum serta memberikan pengalaman kerja langsung di industri.,{},14000000.0,9500000.0,18500000.0,28000000.0,19000000.0,37000000.0
quipper-251,INSTITUT TEKNOLOGI PLN,SWASTA,https://campus.quipper.com/directory/institut-teknologi-pln,3713.0,150.0,"{""website"": ""www.itpln.ac.id"", ""email"": ""infopmb@itpln.ac.id"", ""phone"": ""021-5440342""}","Di tengah banyaknya kebutuhan lulusan pendidikan tinggi selevel Sarjana keteknikan serta pelatihan yang intensif di bidang energi dan ketenagalistrikan, salah satu Badan Usaha milik negara  terbesar di Indonesia, yaitu PT. PLN  menyediakan lembaga pendidikan tingkat tinggi bernama Sekolah Tinggi Teknik PLN yang kini telah bertransformasi menjadi Institut Teknologi PLN .",{},9500000.0,9500000.0,9500000.0,19000000.0,19000000.0,19000000.0
quipper-257,UNIVERSITAS AGUNG PODOMORO,SWASTA,https://campus.quipper.com/directory/universitas-podomoro,965.0,61.0,"{""website"": ""www.podomorouniversity.ac.id"", ""email"": ""info@podomorouniversity.ac.id"", ""phone"": ""021-29200456""}",Universitas Agung Podomoro didirikan pada tahun 2014 oleh Yayasan Pendidikan Agung Podomoro. Universitas yang meraih akreditasi Baik Sekali ini punya delapan program studi berbasis pengetahuan umum serta memberikan pengalaman kerja langsung di industri.,{},14000000.0,9500000.0,18500000.0,28000000.0,19000000.0,37000000.0
quipper-263,INSTITUT TEKNOLOGI PLN,SWASTA,https://campus.quipper.com/directory/institut-teknologi-pln,3713.0,150.0,"{""website"": ""www.itpln.ac.id"", ""email"": ""infopmb@itpln.ac.id"", ""phone"": ""021-5440342""}","Di tengah banyaknya kebutuhan lulusan pendidikan tinggi selevel Sarjana keteknikan serta pelatihan yang intensif di bidang energi dan ketenagalistrikan, salah satu Badan Usaha milik negara  terbesar di Indonesia, yaitu PT. PLN  menyediakan lembaga pendidikan tingkat tinggi bernama Sekolah Tinggi Teknik PLN yang kini telah bertransformasi menjadi Institut Teknologi PLN .",{},9500000.0,9500000.0,9500000.0,19000000.0,19000000.0,19000000.0
quipper-265,INSTITUT TEKNOLOGI TELKOM PURWOKERTO,SWASTA,https://campus.quipper.com/directory/institut-teknologi-telkom-purwokerto,4282.0,151.0,"{""website"": ""www.ittelkom-pwt.ac.id"", ""email"": ""pmb@ittelkom-pwt.ac.id"", ""phone"": "" 641629, 081228319222 ""}","Institut Teknologi Telkom Purwokerto  merupakan kampus telkom yang didirikan pada tahun 2002 yang dikelola oleh Yayasan Pendidikan Telkom dan di bawah naungan PT Telkom Indonesia. ITTP adalah salah satu perguruan tinggi swasta di Jawa Tengah yang memiliki fokus pada pengembangan ilmu pengetahuan yang berbasis pada teknologi informasi pada bidang Healthcare, Agro-Industry, Tourism, dan Small Medium Enterprise . ITTP telah mendapatkan akreditasi dari BAN-PT dengan peringkat “Baik Sekali” dan juga telah tersertifikasi ISO 21001-2018.",{},5250000.0,4500000.0,6000000.0,10500000.0,9000000.0,12000000.0
quipper-266,LASALLE COLLEGE JAKARTA,SWASTA,https://campus.quipper.com/directory/lasalle-college-jakarta,-1.0,-1.0,"{""website"": ""www.lasallecollege.ac.id"", ""email"": ""infojkt@lasallecollege.ac.id"", ""phone"": ""0812 3881 8184""}","LaSalle College merupakan sekolah tinggi desain kelas internasional, yang merupakan bagian dari jaringan LCI Education yang berasal dari Kanada. Selain di Jakarta, LaSalle College juga ada di beberapa Kota besar  lainnya seperti:",{},30000000.0,30000000.0,30000000.0,60000000.0,60000000.0,60000000.0
quipper-267,LASALLE COLLEGE SURABAYA,SWASTA,https://campus.quipper.com/directory/lasalle-college-surabaya,65.0,21.0,"{""website"": ""www.lasallecollege.ac.id"", ""email"": ""infosby@lasallecollege.ac.id"", ""phone"": ""031-5625000""}","LaSalle College adalah salah satu sekolah tinggi desain kelas internasional, yang merupakan bagian dari jaringan LCI Education yang berasal dari Kanada. Selain berada di kota Surabaya, LaSalle College juga hadir di beberapa kota besar lainnya seperti:",{},218500000.0,87000000.0,350000000.0,437000000.0,174000000.0,700000000.0
quipper-268,UNIVERSITAS INTERNASIONAL SEMEN INDONESIA,SWASTA,https://campus.quipper.com/directory/universitas-internasional-semen-indonesia,2197.0,97.0,"{""website"": ""www.uisi.ac.id"", ""email"": ""info@uisi.ac.id, pmb@uisi.ac.id"", ""phone"": ""Telepon\t: 031-3986482 , 0821 2186 6660""}","Universitas Internasional Semen Indonesia  merupakan universitas berbasis korporasi PT.Semen Indonesia. Dalam proses penyelenggaraan pendidikan, kampus ini menerapkan konsep Practice Based Education , yang mana pembelajaran memanfaatkan live laboratory guna meningkatkan daya akselerasi pengembangan kompetensi mahasiswa, karena para mahasiswa akan bersentuhan secara langsung dengan best practices di lapangan.",{},6500000.0,6500000.0,6500000.0,13000000.0,13000000.0,13000000.0
quipper-269,KALBIS INSTITUTE,SWASTA,https://campus.quipper.com/directory/kalbis-institute,3000.0,150.0,"{""website"": ""www.kalbis.ac.id"", ""email"": ""info@kalbis.ac.id"", ""phone"": ""0821 2442 2078""}","Kamu tentu tahu sedikit banyak mengenai salah satu grup bisnis terbesar di Asia Tenggara, yaitu Kalbe. Nah, kampus keren yakni KALBIS Institute yang akan kita bahas ini merupakan institusi pendidikan yang berada di bawah naungan Yayasan Pendidikan Kalbe yang berafiliasi dengan Kalbe Farma.",{},18000000.0,18000000.0,18000000.0,36000000.0,36000000.0,36000000.0
quipper-270,SEKOLAH TINGGI BAHASA ASING JIA,SWASTA,https://campus.quipper.com/directory/sekolah-tinggi-bahasa-asing-jia,700.0,30.0,"{""website"": ""www.stba-jia.ac.id"", ""email"": ""info.mail@stba-jia.ac.id"", ""phone"": ""0822 4646 2727 ""}","Di tengah perkembangan dunia bisnis yang semakin mengglobal, kemampuan untuk berkomunikasi dalam bahasa yang sama merupakan prasyarat yang tidak dapat dielakkan, Quipperian. Melalui jurusan Bahasa dan Sastra STBA JIA yang didukung oleh dosen yang didatangkan dari luar negeri, kamu memiliki kesempatan untuk mempelajari keterampilan bahasa asing serta budayanya, sekaligus melatih kemampuan berfikir analitis dan logis.  Kampus yang didirikan sejak tahun 2000 dengan SK Mendiknas 90/D/O/2000 ini, menyediakan program diploma tiga  dan strata satu , Quipperian. Semua program studi yang tersedia telah terakreditasi oleh BAN-PT  dengan peringkat Sangat Baik. Sudah jelas terjamin, bukan?",{},7500000.0,7500000.0,7500000.0,15000000.0,15000000.0,15000000.0
quipper-271,LSPR COMMUNICATION AND BUSINESS INSTITUTE,SWASTA,https://campus.quipper.com/directory/london-school-of-public-relations,5499.0,266.0,"{""website"": ""www.lspr.edu"", ""email"": ""marketinglspr@lspr.edu"", ""phone"": ""021-57943751""}","LSPR Communication and Business Institute, yang sebelumnya dikenal dengan nama London School of Public Relations  Jakarta, didirikan pada tahun 1992 oleh Yayasan Pesona Pribadi Sejahtera. Awalnya, LSPR merupakan Sekolah Tinggi Ilmu Komunikasi, kemudian berubah menjadi Institut Komunikasi dan Bisnis di tahun 2019.",{},19250000.0,8500000.0,30000000.0,38500000.0,17000000.0,60000000.0
quipper-272,I3L SCHOOL OF BUSINESS,SWASTA,https://campus.quipper.com/directory/i3l-school-of-business-isb,-1.0,-1.0,"{""website"": ""isb.ac.id"", ""email"": ""admission@i3l.ac.id"", ""phone"": ""021-29567888, 021-29567899""}","Kalau kamu mencari kampus yang berfokus pada Bisnis, Manajemen, dan Kewirausahaan internasional, maka i3L School of Business  bisa menjadi pilihan kamu. iSB, menawarkan beberapa pilihan program sarjana yakni BioEntrepreneurship, Creative Digital Marketing, International Applied Accounting, dan International Business Management.",{},26500000.0,26500000.0,26500000.0,53000000.0,53000000.0,53000000.0
quipper-273,EDUCLAAS,SWASTA,https://campus.quipper.com/directory/educlaas,50000.0,-1.0,"{""website"": ""www.educlaas.com/id/"", ""email"": ""ibt@educlaas.com"", ""phone"": "" 021 39524270""}","eduCLaaS adalah platform yang berfokus pada Pan-Asia Digital Learning and Talent yang bertujuan menciptakan talenta dan mendukung pertumbuhan perusahaan dengan CLaaS® untuk transformasi ekonomi digital yang inklusif. eduCLaaS menghubungkan mahasiswa, karyawan, perusahaan, pengusaha, dan institusi pendidikan tinggi untuk peningkatan keterampilan digital, induksi karir digital, dan pengembangan tenaga kerja industri digital.",{},2860.6,1.0,6000.0,5721.2,2.0,12000.0
quipper-274,UNIVERSITAS MERCU BUANA,SWASTA,https://campus.quipper.com/directory/universitas-mercu-buana,22492.0,1080.0,"{""website"": ""www.mercubuana.ac.id"", ""email"": ""pmb@mercubuana.ac.id"", ""phone"": ""021-5840816""}","Universitas Mercu Buana  adalah universitas swasta yang berdiri pada tanggal 22 Oktober 1985. Kampus ini telah meraih banyak prestasi sejak awal berdiri hingga sekarang. Terhitung bulan Desember 2016, Universitas Mercu Buana memperoleh Akreditasi Institusi Perguruan Tinggi  dengan peringkat ""A"" atau Unggul dari Badan Akreditasi Nasional Perguruan Tinggi . Raihan ini merupakan salah satu tonggak pencapaian  kampus ini. Bahkan, salah satu program studinya yaitu Teknik Sipil berhasil mendapat akreditasi internasional oleh IABEE, lho. Nggak hanya itu, Universitas Mercu Buana juga berhasil masuk ke dalam ""Top 5 PTS Terbaik Nasional"", Quipperian. Tertarik berkuliah di UMB? Simak profil lengkapnya dulu, yuk!",{},5000000.0,5000000.0,5000000.0,10000000.0,10000000.0,10000000.0
quipper-275,INSTITUT AGAMA ISLAM TAZKIA,SWASTA,https://campus.quipper.com/directory/sekolah-tinggi-ekonomi-islam-tazkia,2092.0,-1.0,"{""website"": ""www.tazkia.ac.id"", ""email"": ""humas@tazkia.ac.id"", ""phone"": ""021-87962291 / 021-87962293 / 0821-84-800-600 ""}","Perjalanan Institut Agama Islam Tazkia dimulai sejak tahun 1999 dengan nama Sekolah Tinggi Ekonomi Islam  Tazkia. Kampus ini lahir dari buah pikir untuk mendukung kemajuan ekonomi dan perbankan Indonesia dengan menerapkan sistem syariah sebagai salah satu alternatif yang mana kondisi Indonesia dikala itu tengah dilanda krisis yang diprakarsai oleh pakar ekonomi syariah Dr. Muhammad Syafi’i Antonio, M.Ec., dan tim.",{},7000000.0,5500000.0,8500000.0,14000000.0,11000000.0,17000000.0
quipper-276,BINUS UNIVERSITY,SWASTA,https://campus.quipper.com/directory/binus-university,45000.0,1600.0,"{""website"": ""www.binus.ac.id"", ""email"": ""infobinus@binus.edu"", ""phone"": ""021-5345830, 021-5350660""}","Quipperian pasti sudah tidak asing dengan Universitas Bina Nusantara alias Binus University. Kampus swasta yang lokasinya tersebar di Jakarta, Bekasi, Bandung, Malang, dan Semarang ini memang sudah teruji kualitasnya dengan berbagai prestasi yang diraih, baik dalam lingkup nasional sampai internasional. Selain mendapatkan akreditasi 'Unggul' oleh BAN-PT, Binus University juga berhasil menyabet gelar ""World's 5-Star University"" oleh QS, lho!",{},20000000.0,20000000.0,20000000.0,40000000.0,40000000.0,40000000.0
quipper-278,UNIVERSITAS KATOLIK WIDYA MANDALA SURABAYA,SWASTA,https://campus.quipper.com/directory/universitas-katolik-widya-mandala-surabaya,6012.0,419.0,"{""website"": ""www.ukwms.ac.id"", ""email"": ""wmpmb@ukwms.ac.id"", ""phone"": ""031-5678478""}","Universitas Katolik Widya Mandala Surabaya  merupakan universitas nasional yang telah berdiri sejak 20 September 1960. Kampus ini telah meraih beberapa penghargaan salah satunya Kampus Unggulan Lembaga Layanan Pendidikan Tinggi  Wilayah VII Jawa Timur. Untuk meningkatkan standar kualitas ke level internasional, UKWMS juga tergabung dalam ASEAN University Network-Quality Assurance ; Association of Southeast and East Asia Catholic College and Universities , serta Association to Advance Collegiate Schools of Business. Program unggulan yang ditawarkan pun beragam seperti Joint Degree IBM – Solbridge School of Business , Food Technology, Chemical Engineering, dan lain sebagainya. Yuk simak informasi berikut ini untuk lebih jelasnya!",{},16750000.0,6000000.0,27500000.0,33500000.0,12000000.0,55000000.0
quipper-279,UNIVERSITAS NUSANTARA PGRI KEDIRI,SWASTA,https://campus.quipper.com/directory/universitas-nusantara-pgri-kediri,8384.0,243.0,"{""website"": ""www.unpkediri.ac.id"", ""email"": ""admin@unpkediri.ac.id"", ""phone"": ""0354-771503, 0354-771576""}","Universitas Nusantara PGRI Kediri berdiri tahun 1976 di bawah naungan PPLP PT-PGRI Kediri. Awalnya universitas swasta ini bernama Institut Keguruan dan Ilmu Pendidikan  PGRI Kediri, barulah di tahun 2006 resmi berubah menjadi Universitas Nusantara PGRI Kediri. Perubahan status menjadi sebuah universitas terjadi setelah beberapa sekolah tinggi milik PGRI Kediri, seperti STIE Kediri, STT PGRI Kediri, AKPER PGRI Kediri, dan AKBID PGRI Kediri menyatakan diri siap bergabung dengan IKIP PGRI Kediri untuk membangun sebuah universitas.",{},3750000.0,2000000.0,5500000.0,7500000.0,4000000.0,11000000.0
quipper-280,UNIVERSITAS WISNUWARDHANA,SWASTA,https://campus.quipper.com/directory/universitas-wisnuwardhana,4661.0,164.0,"{""website"": ""www.wisnuwardhana.ac.id"", ""email"": ""admin@wisnuwardhana.ac.id"", ""phone"": ""0341-713604""}","Universitas Wisnuwardhana  didirikan pada tanggal 20 Mei 1981 oleh Yayasan Pendidikan dan Sosial  Wisnuwardhana Malang sebagai bentuk partisipasi dalam mencerdaskan kehidupan bangsa. Berdirinya kampus ini didasari pada keinginan untuk mengembangkan ilmu pengetahuan teknologi, seni budaya, hukum, ekonomi, serta pendidikan menuju tatanan masyarakat madani . Pembelajaran di Universitas Wisnuwardhana ditunjang oleh para dosen yang bergelar profesor, doktor, dan magister sesuai dengan keilmuannya. Unidha juga mewadahi minat bakat mahasiswa melalui beragam bidang Unit Kegiatan Mahasiswa , seperti penalaran, olahraga, kerohanian, seni, dan budaya. Yuk, cek profil lengkapnya!",{},4200000.0,3450000.0,4950000.0,8400000.0,6900000.0,9900000.0
quipper-281,UNIVERSITAS ISLAM MAKASSAR,SWASTA,https://campus.quipper.com/directory/universitas-islam-makassar,8003.0,321.0,"{""website"": ""uim-makassar.ac.id"", ""email"": ""uimmakassar@uim-makassar.ac.id"", ""phone"": "" 588167""}","Universitas Islam Makassar  adalah salah satu Perguruan Tinggi Islam Swasta yang dibentuk oleh Yayasan Perguruan Tinggi Al-Gazali Makassar. Universitas Islam Makassar berdiri berdasarkan Surat Keputusan Mendiknas Nomor 71/O/D/2000 Tanggal 6 Juni 2000, sebagai perubahan bentuk dan pengembagan Sekolah Tinggi Ilmu Pertanian  1984 dan Sekolah Tinggi Agama Islam , merupakan penerus cita-cita, visi dan misi Akademi Dakwah Nahdlatul Ulama , Universitas Nahdlatul Ulama  dan Universitas Al-Gazali .",{},1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,2000000.0
quipper-282,INSTITUT TEKNOLOGI TELKOM SURABAYA,SWASTA,https://campus.quipper.com/directory/institut-teknologi-telkom-surabaya,2325.0,97.0,"{""website"": ""ittelkom-sby.ac.id"", ""email"": ""humas@ittelkom-sby.ac.id"", ""phone"": ""081132212000""}","Institut Teknologi Telkom Surabaya  adalah bagian dari Telkom University National Campus  yang digagas oleh Yayasan Pendidikan Telkom . Institut Teknologi Telkom Surabaya menjadi perguruan tinggi pertama yang memfokuskan diri pada penerapan Information, Communication and Technnology  di bidang Maaritim, Transportasi, dan Logistik. Lokasi Institut Teknologi Telkom Surabaya sangat strategis berada di jantung Kota Surabaya dan teritegrasi dengan kawasan industri Telkom.",{},700000.0,700000.0,700000.0,1400000.0,1400000.0,1400000.0
quipper-285,UNIVERSITAS MUHAMMADIYAH PROF DR HAMKA,SWASTA,https://campus.quipper.com/directory/universitas-muhammadiyah-prof-dr-hamka,21566.0,656.0,"{""website"": ""www.uhamka.ac.id"", ""email"": ""info@uhamka.ac.id"", ""phone"": ""021-7394451""}","Universitas Muhammadiyah Prof. DR. HAMKA  berdiri berdasarkan SK Dirjen Dikti Depdikbud No. 138/DIKTI/KEp.1997 pada tanggal 30 Mei 1997. Kampus ini mengalami perubahan bentuk dari Institut Keguruan dan Ilmu Pendidikan  Muhammadiyah Jakarta. UHAMKA mengedepankan nilai-nilai keislaman dan kemuhammadiyahan dalam menjalankan proses belajar mengajar yang kelak menjadi spirit dalam bermuamalah di kehidupan sehari-hari, dengan itu juga diharapkan dapat menghasilkan lulusan-lulusan yang unggul secara spiritual dan intelektual.",{},5350000.0,1200000.0,9500000.0,10700000.0,2400000.0,19000000.0
quipper-286,UNIVERSITAS RESPATI INDONESIA,SWASTA,https://campus.quipper.com/directory/universitas-respati-indonesia,2449.0,125.0,"{""website"": ""www.urindo.ac.id"", ""email"": ""info@urindo.ac.id"", ""phone"": ""021-8457627""}","Universitas Respati Indonesia  resmi berdiri pada tahun 1986, cikal bakalnya dimulai dengan berdirinya Akademi Manajemen Respati Indonesia  pada tahun 1982. Universitas Respati Indonesia berada dibawah naungan Yayasan Pendidikan dan Kebudayaan Respati.",{},10000000.0,10000000.0,10000000.0,20000000.0,20000000.0,20000000.0
quipper-288,UNIVERSITAS MERDEKA MALANG,SWASTA,https://campus.quipper.com/directory/universitas-merdeka-malang,7861.0,288.0,"{""website"": ""www.unmer.ac.id"", ""email"": ""birohumas@unmer.ac.id"", ""phone"": ""0341-568395""}","Universitas Merdeka Malang merupakan perguruan tinggi swasta yang berdiri sejak 5 Juli 1964. Kampus yang berada pada naungan Yayasan Perguruan tinggi Merdeka  ini didirikan oleh R. Edwin Soedardji, Soekiman Dahlan, SH., Frasnsiscus Soetrisno, Soegondo, Soetikno, SH., Dharma. Dikenal sebagai universitas swasta tertua di Malang, kampus yang biasa disebut dengan Unmer Malang ini memiliki slogan ""The Quality University"" yang bertujuan menciptakan sumber daya manusia yang handal di skala nasional maupun internasional.",{},4000000.0,4000000.0,4000000.0,8000000.0,8000000.0,8000000.0
