institution_code,institution_name,email,akreditasi_institusi,link
118,SEKOLAH TINGGI ILMU EKONOMI MAHARDHIKA,AKADEMIKMHDK2016@GMAIL.COM,B,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/73004
119,SEKOLAH TINGGI ILMU EKONOMI MALANGKUCECWARA,INFO@STIE-MCE.AC.ID,BAIK SEKALI,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/73019
120,SEKOLAH TINGGI ILMU EKONOMI MUHAMMADIYAH TUBAN,STIE_MUH_TBN@YAHOO.CO.ID,BAIK,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/73107
121,SEKOLAH TINGGI ILMU EKONOMI NGANJUK,"STIENGK@YAHOO.CO.ID, STIENGANJUK@STIENGANJUK.AC.ID",BAIK,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/73076
122,SEKOLAH TINGGI ILMU EKONOMI NU TRATE,"STIENU.GRESIK@GMAIL.COM, STIENUGRESIK@YAHOO.COM",BAIK,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/73098
123,SEKOLAH TINGGI ILMU EKONOMI PEMNAS INDONESIA,STIETHAMRIN@GMAIL.COM,BAIK,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/73102
124,SEKOLAH TINGGI ILMU EKONOMI PEMUDA,"STIEPEMUDA_SBY@YAHOO.COM, STIEPEMUDA@GMAIL.COM",BAIK,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/73108
125,SEKOLAH TINGGI ILMU EKONOMI PGRI DEWANTARA,"ADMSTIEDW@YAHOO.CO.ID, ADM.STIEDW@GAMIL.COM",B,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/73080
126,SEKOLAH TINGGI ILMU EKONOMI WIDYA DARMA,SIEWDS@YAHOO.CO.ID,BAIK,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/73079
127,SEKOLAH TINGGI ILMU EKONOMI WIDYA DHARMA,"STIE_WD@YAHOO.COM, STIE.WD02@GMAIL.COM",BAIK,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/73082
128,SEKOLAH TINGGI ILMU EKONOMI YAPAN,INFO@STIEYAPAN.AC.ID,B,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/73114
129,SEKOLAH TINGGI ILMU HUKUM JENDERAL SUDIRMAN,0,BAIK,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/73034
130,SEKOLAH TINGGI ILMU HUKUM SUNAN GIRI,STIHMALANG@YAHOO.CO.ID,BAIK,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/73021
131,SEKOLAH TINGGI ILMU HUKUM ZAINUL HASAN,STIHZAINULHASAN@YAHOO.CO.ID,BAIK,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/73037
132,SEKOLAH TINGGI ILMU KESEHATAN ARTHA BODHI ISWARA,STIKESABI@STIKESABI.AC.ID,B,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/73125
133,SEKOLAH TINGGI ILMU KESEHATAN GRIYA HUSADA SURABAYA,ADMIN@AKBID-GRIYAHUSADA.AC.ID,BAIK,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/73189
134,SEKOLAH TINGGI ILMU KESEHATAN HANG TUAH SURABAYA,INFO@STIKESHANGTUAH-SBY.AC.ID,BAIK,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/73132
135,SEKOLAH TINGGI ILMU KESEHATAN HARAPAN BANGSA,"HARAPANBANGSA@YAHOO.COM, STKES.HARAPANBANGSA@YAHOO.COM",BAIK,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/73175
136,SEKOLAH TINGGI ILMU KESEHATAN HUSADA JOMBANG,HUSADAJOMBANGSTIKES@YAHOO.CO.ID,B,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/73139
137,SEKOLAH TINGGI ILMU KESEHATAN KENDEDES,"STIKESKENDEDESMALANG@GMAIL.COM, PELAPORANKNDDS@GMAIL.COM",BAIK,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/73152
138,SEKOLAH TINGGI ILMU KESEHATAN MAHARANI,INFORMASI@STIKESMAHARANI.AC.ID,B,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/73143
139,SEKOLAH TINGGI ILMU KESEHATAN MAJAPAHIT,"STIKESPOLTEKKES.MAJAPAHIT@GMAIL.COM, MAJAPAHIT.STIKES@YAHOO.CO.ID",B,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/73123
140,SEKOLAH TINGGI ILMU KESEHATAN NGUDIA HUSADA MADURA,STIKES@NHM.AC.ID,B,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/73154
141,SEKOLAH TINGGI ILMU KESEHATAN PEMKAB JOMBANG,"STIKES_PEMKAB@YAHOO.COM, STIKESPEMKABJOMBANG2612@GMAIL.COM",BAIK,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/73144
142,SEKOLAH TINGGI ILMU KESEHATAN RAJEKWESI BOJONEGORO,"AKES.RAJEKWESI.BOJONEGORO.@GMAIL.COM, AKES@RAJEKWESI.AC.ID",BAIK,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/73184
143,SEKOLAH TINGGI ILMU KESEHATAN RUSTIDA,"RUSTIDABANYUWANGI@GMAIL.COM, AKESRUSTIDA@YMAIL.COM",BAIK,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/73188
144,SEKOLAH TINGGI ILMU KESEHATAN SUKMA WIJAYA SAMPANG,GHS_SPG@YAHOO.COM,BAIK,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/73187
145,SEKOLAH TINGGI ILMU KESEHATAN WILLIAM BOOTH,STIKESWB_BAAK@YAHOO.COM,B,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/73160
146,SEKOLAH TINGGI ILMU KOMPUTER PGRI BANYUWANGI,STIKOM@STIKOMBANYUWANGI,BAIK,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/73072
147,SEKOLAH TINGGI ILMU KOMUNIKASI ALMAMATER WARTAWAN SURABAYA,INFO@STIKOSA-AWS.AC.ID,BAIK SEKALI,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/73010
148,SEKOLAH TINGGI ILMU PERIKANAN MALANG,"STIPMALANG1992@GMAIL.COM, STIP.MALANG@YAHOO.COM",BAIK,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/73067
149,SEKOLAH TINGGI ILMU PERTANIAN,"STIPERJEMBER7@GMAIL.COM, STIPERJEMBER@YAHOO.COM",BAIK,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/73029
150,SEKOLAH TINGGI INFORMATIKA & KOMPUTER INDONESIA,STIKI@STIKI.AC.ID,BAIK SEKALI,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/73025
151,SEKOLAH TINGGI KESENIAN WILWATIKTA,"STKW_SBY@YMAIL.COM, INFO@STKW-SURABAYA.AC.ID",BAIK SEKALI,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/73003
152,SEKOLAH TINGGI PARIWISATA SATYA WIDYA,STP_AKPARSATYAWIDYA@YAHOO.COM,BELUM TERAKREDITASI/KEDALUARSA,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/73053
153,SEKOLAH TINGGI SOSIAL POLITIK WASKITA DARMA,WASKITA_DHARMA@YAHOO.COM,BAIK,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/73026
154,SEKOLAH TINGGI TEKNIK MULTIMEDIA INTERNASIONAL MALANG,STT@STT.AC.ID / ADMIN@STT.AC.ID,BAIK,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/73186
155,SEKOLAH TINGGI TEKNIK RADEN WIJAYA,0,BELUM TERAKREDITASI/KEDALUARSA,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/73015
156,SEKOLAH TINGGI TEKNOLOGI CAHAYA SURYA,OFFICE@CAHAYASURYA.AC.ID,BAIK,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/73081
157,SEKOLAH TINGGI TEKNOLOGI GEMPOL,WALISONGOSTT@GMAIL.COM,BAIK,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/73105
158,SEKOLAH TINGGI TEKNOLOGI MUHAMMADIYAH AR FACHRUDDIN,STTM.ARFACHRUDIN@GMAIL.COM,BELUM TERAKREDITASI/KEDALUARSA,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/73182
159,SEKOLAH TINGGI TEKNOLOGI POMOSDA,INFO@STT-POMOSDA.AC.ID,BAIK,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/73113
160,SEKOLAH TINGGI TEKNOLOGI STIKMA INTERNASIONAL,INFO@STIKMA.AC.ID,BAIK,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/73096
161,STIA DAN MANAJEMEN KEPELABUHAN BARUNAWATI,INFO@STIAMAK.AC.ID,BAIK SEKALI,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/73088
162,STIE BAKTI BANGSA,BAKTIBANGSAKU@GMAIL.COM,BAIK,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/73174
163,STIKES ADI HUSADA,INFO@ADIHUSADA.AC.ID,BAIK SEKALI,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/73181
164,STIKES ARRAHMA MANDIRI INDONESIA,STIKESAMIPASURUAN@GMAIL.COM,BAIK,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/73176
165,STIKES BAHRUL ULUM JOMBANG,0,BAIK,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/73148
166,STIKES BANYUWANGI,"INFO@STIKESBANYUWANGI.AC.ID, STIKES.BWI@GMAIL.COM",BAIK,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/73137
167,STIKES BHAKTI AL-QODIRI,STIKES.BHAKTIALQODIRI.JEMBER@GMAIL.COM,BAIK SEKALI,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/73166
168,STIKES BHAKTI HUSADA MULIA,STIKESBHM@GMAIL.COM,BAIK,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/73162
169,STIKES BHAKTI MULIA,STIKESBHAKTIMULIA@GMAIL.COM,BAIK,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/73136
170,STIKES BUANA HUSADA PONOROGO,HUMAS@STIKESPONOROGO.AC.ID,BAIK,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/73164
171,STIKES DIAN HUSADA,AKADEMIK@DIANHUSADA.AC.ID,BAIK,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/73140
172,STIKES GANESHA HUSADA KEDIRI,YYS.GANESHAGROUP@GMAIL.COM,BAIK,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/73155
173,STIKES HUTAMA ABDI HUSADA TULUNGAGUNG,STIKESHAHTA@YAHOO.CO.ID,BAIK,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/73159
174,STIKES INSAN SE AGUNG,0,BAIK,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/73134
175,STIKES KARYA HUSADA KEDIRI,"STIKESKARYAHUSADAKEDIRI2@GMAIL.COM,STIKESKH07@YAHOO.CO.ID",B,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/73128
176,STIKES KARYA PUTRA BANGSA TULUNGAGUNG,"STIKES-KPB@GMAIL.COM, STIKES.KPB@GMAIL.COM",BAIK,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/73168
177,STIKES KATOLIK ST VINCENTIUS A PAULO SURABAYA,SEKRETARIAT@STIKVINC.AC.ID,BAIK,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/73133
178,STIKES MUHAMMADIYAH BOJONEGORO,STIKESMUHBJNGR@GMAIL.COM,BAIK,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/73169
179,STIKES PAMENANG,STIKESPAMENANG@GMAIL.COM,BAIK,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/73180
180,STIKES PANTI WALUYA MALANG,"PANTIWALUYANURSING@YAHOO.CO.ID, STIKES.PANTIWALUYAMLG@GMAIL.COM",B,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/73178
181,STIKES PATRIA HUSADA,STIKESPHBLITAR@GMAIL.COM,BAIK,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/73135
182,STIKES RS BAPTIS KEDIRI,STIKES_RSBAPTIS@YAHOO.CO.ID,B,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/73142
183,STIKES SATRIA BHAKTI NGANJUK,STIKES.SBN.NGK@GMAIL.COM,BAIK,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/73138
184,STIKES WIDYAGAMA HUSADA MALANG,STIKES_WIDYAGAMA@YAHOO.CO.ID,BAIK,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/73145
185,STIKES YAYASAN RS. DR. SOETOMO,"STIKESYAYASANRSDRSOETOMO@STIKES-YRSDS.AC.ID, STIKESYAYASANRSDRSOETOMO@YAHOO.COM",BAIK SEKALI,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/73163
186,STKIP AL HIKMAH SURABAYA,"STKIP.ALHIKMAH@GMAIL.COM, STKIPH@HIKMAHUNIVERSITY.AC.ID",BAIK,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/73167
187,STKIP BINA INSAN MANDIRI,"ADMIN@STKIPBIM.AC.ID, STKIPBIM@YMAIL.COM",B,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/73129
188,STKIP MODERN NGAWI,STKIPMODERNNGAWI@YAHOO.CO.ID,BAIK,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/73170
189,STKIP MUHAMMADIYAH LUMAJANG,STKIPMUHLMJ@GMAIL.COM,BAIK,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/73035
190,STKIP PGRI BANGKALAN,ADMIN@STKIPPGRI-BKL.AC.ID,BAIK SEKALI,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/73049
191,STKIP PGRI LUMAJANG,STKIPPGRI_LMJ@YAHOO.CO.ID,B,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/73033
192,STKIP PGRI NGANJUK,HUMAS@STKIPNGANJUK.NET,BAIK,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/73041
193,STKIP PGRI PACITAN,INFO@STKIPPACITAN.AC.ID,B,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/73065
194,STKIP PGRI PONOROGO,STKIPPGRIPO@YAHOO.CO.ID,BAIK SEKALI,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/73044
195,STKIP PGRI SAMPANG,STKIP_PGRI_SPG@YAHOO.CO.ID,BAIK,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/73050
196,STKIP PGRI SITUBONDO,ADMIN@STKIPPGRI-SITUBONDO.AC.ID,BAIK,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/73032
197,STKIP PGRI SUMENEP,INFO.STKIPPGRISMP@GMAIL.COM,BAIK,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/73051
198,STKIP PGRI TRENGGALEK,STKIPTRENGGALEK@YAHOO.CO.ID,BAIK,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/73045
199,STKIP WIDYA YUWANA,WIDYAYUWANA@GMAIL.COM,B,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/73042
200,STMIK CAHAYA SURYA,-,BELUM TERAKREDITASI/KEDALUARSA,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/73117
201,STMIK PPKIA PRADNYA PARAMITA,SEKET@STIMATA.AC.ID,B,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/73104
202,UNIVERSITAS 17 AGUSTUS 1945 BANYUWANGI,UNTAGBWI@UNTAG-BANYUWANGI.AC.ID,BAIK SEKALI,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71035
203,UNIVERSITAS 17 AGUSTUS 1945 SURABAYA,HUMAS@UNTAG-SBY.AC.ID,UNGGUL,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71001
204,UNIVERSITAS 45 SURABAYA,INFO@UNIV45SBY.AC.ID,BAIK,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71016
205,UNIVERSITAS ABDURACHMAN SALEH SITUBONDO,"UNARSSITUBONDO1581@GMAIL.COM, UNARS_SITUBONDO@YAHOO.AC.ID",B,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71104
206,UNIVERSITAS ANNUQAYAH,"YAYASAN.ANNUQAYAH@GMAIL.COM, IST.ANNUQAYAH@GMAIL.COM",BAIK,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71116
207,UNIVERSITAS ANWAR MEDIKA,STIKESRSANWARMEDIKA@GMAIL.COM,BAIK,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71108
208,UNIVERSITAS BAKTI INDONESIA,"KAMPUSUBI.BANYUWANGI@GMAIL.COM, UBI_BWI@YMAIL.COM",BAIK,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71078
209,UNIVERSITAS BHAYANGKARA SURABAYA,INFO@UBHARA.AC.ID,B,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71010
210,UNIVERSITAS BHINNEKA PGRI,STKIPPGRITULUNGAGUNG@GMAIL.COM.ID,B,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71101
211,UNIVERSITAS BILLFATH,UNIVERSITASBILLFATH@GMAIL.COM,BAIK,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71093
212,UNIVERSITAS BINA SEHAT PPNI MOJOKERTO,STIKES_PPNI@YAHOO.CO.ID,BAIK,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71109
213,UNIVERSITAS BOJONEGORO,ADMIN@UNIGORO.AC.ID,BAIK,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71046
214,UNIVERSITAS BONDOWOSO,"PTS_UNIBO@YAHOO.COM, UNIV.BONDOWOSO247@YAHOO.COM",BAIK,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71037
215,UNIVERSITAS CIPUTRA SURABAYA,PMB@CIPUTRA.AC.ID,UNGGUL,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71071
216,UNIVERSITAS DARUL ULUM,UNDAR.65@GMAIL.COM,B,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71023
217,UNIVERSITAS DARUSSALAM GONTOR,REKTORAT@UNIDA.GONTOR.AC.ID,UNGGUL,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71085
218,UNIVERSITAS DINAMIKA,DITA@DINAMIKA.AC.ID,BAIK SEKALI,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71099
219,UNIVERSITAS DOKTOR NUGROHO MAGETAN,STKIPDRNUGROHOIDA@GMAIL.COM,BAIK,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71092
220,UNIVERSITAS DR SOETOMO,INFO@UNITOMO.AC.ID,B,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71005
221,UNIVERSITAS DR. SOEBANDI,INFO@STIKESDRSOEBANDI.AC.ID,BAIK SEKALI,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71107
222,UNIVERSITAS GAJAYANA,UNIGA@UNIGAMALANG.AC.ID,B,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71051
223,UNIVERSITAS GRESIK,"INFO@UNIGRES.AC.ID, KEPUNIGRES46@GMAIL.COM",BAIK SEKALI,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71020
224,UNIVERSITAS HAFSHAWATY ZAINUL HASAN,"STIKESHAFSHAWATYZAHA@GMAIL.COM, BAUPS.STIKES@GMAIL.COM",BAIK,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71114
225,UNIVERSITAS HANG TUAH,"HANGTUAH@HANGTUAH.AC.ID, SETREKTOR@HANGTUAH.AC.ID",UNGGUL,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71056
226,UNIVERSITAS HASYIM ASY'ARI TEBUIRENG JOMBANG,"REKTORAT.UNHASY@GMAIL.COM, REKTORAT@UNHASY.AC.ID",BAIK SEKALI,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71080
227,UNIVERSITAS HAYAM WURUK PERBANAS,HUMAS@PERBANAS.AC.ID,A,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71105
228,UNIVERSITAS IBRAHIMY,-,B,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71095
229,UNIVERSITAS INSAN BUDI UTOMO,HUMAS_IKIPBUDIUTOMO@YAHOO.COM,B,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71111
230,UNIVERSITAS INTERNASIONAL SEMEN INDONESIA,"INFO@UISI.AC.ID, AKSI.SEMENINDONESIA@GMAIL.COM, LPPM@UISI.AC.ID",B,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71089
231,UNIVERSITAS ISLAM BALITAR,LEMBAGA@UNISBABLITAR.AC.ID,BAIK SEKALI,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71070
232,UNIVERSITAS ISLAM DARUL `ULUM,"UNISDA@YAHOO.COM, HUMAS@UNISDA.AC.ID",BAIK,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71062
233,UNIVERSITAS ISLAM JEMBER,UNIVERSISLAM.JEMBER@GMAIL.COM,BAIK,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71034
234,UNIVERSITAS ISLAM KADIRI,"UNISKA_KEDIRI@YAHOO.COM, SEKRETARIAT@UNISKA-KEDIRI.AC.ID",B,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71040
235,UNIVERSITAS ISLAM LAMONGAN,"TATAUSAHA_UNISLA@YAHOO.COM, REKTOR@UNISLA.AC.ID",BAIK SEKALI,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71067
236,UNIVERSITAS ISLAM MADURA,0,BAIK,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71068
237,UNIVERSITAS ISLAM MAJAPAHIT,UNIM_MJK@YAHOO.COM,BAIK,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71066
238,UNIVERSITAS ISLAM MALANG,PMB@UNISMA.CO.ID,UNGGUL,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71027
239,UNIVERSITAS ISLAM RADEN RAHMAT,"UNIRADENRAHMAT@GMAIL.COM,HRDUNIRA@GMAIL.COM",BAIK,HTTPS://LLDIKTI7.KEMDIKBUD.GO.ID/DETAIL-PERGURUAN-TINGGI/71084
