faculty,prodi,institution_code
FAKULTAS TEKNIK,Teknik Mesin,quipper-200
FAKULTAS TEKNIK,Teknik Kimia,quipper-200
FAKULTAS TEKNIK,Teknik Elektro,quipper-200
FAKULTAS TEKNIK,Arsitektur,quipper-200
FAKULTAS TEKNIK,Perencanaan Wilayah dan Kota,quipper-200
FAKULTAS TEKNIK,Teknik Geologi,quipper-200
FAKULTAS TEKNIK,Geofisika,quipper-200
FAKULTAS TEKNIK,Ilmu Komputer,quipper-200
FAKULTAS KEDOKTERAN,Kebidanan,quipper-200
FAKULTAS KEDOKTERAN,Pendidikan Dokter,quipper-200
FAKULTAS KEDOKTERAN,Psikologi,quipper-200
FAKULTAS KEDOKTERAN GIGI,Pendidikan Dokter Gigi,quipper-200
FAKULTAS KELAUTAN DAN PERIKANAN,Perikanan,quipper-200
FAKULTAS KELAUTAN DAN PERIKANAN,Kelautan,quipper-200
FAKULTAS KELAUTAN DAN PERIKANAN,Budidaya Perairan,quipper-200
FAKULTAS MATEMATIKA DAN ILMU PENGETAHUN ALAM,Farmasi,quipper-200
FAKULTAS MATEMATIKA DAN ILMU PENGETAHUN ALAM,Teknik Elektro,quipper-200
FAKULTAS MATEMATIKA DAN ILMU PENGETAHUN ALAM,Matematika,quipper-200
FAKULTAS MATEMATIKA DAN ILMU PENGETAHUN ALAM,Biologi,quipper-200
FAKULTAS MATEMATIKA DAN ILMU PENGETAHUN ALAM,Kimia,quipper-200
FAKULTAS MATEMATIKA DAN ILMU PENGETAHUN ALAM,Fisika,quipper-200
FAKULTAS MATEMATIKA DAN ILMU PENGETAHUN ALAM,Teknik Informatika,quipper-200
FAKULTAS MATEMATIKA DAN ILMU PENGETAHUN ALAM,Statistika,quipper-200
FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,Ilmu Administrasi,quipper-201
FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,Kesejahteraan Sosial,quipper-201
FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,Ilmu Komunikasi,quipper-201
FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,Ilmu Perpustakaan,quipper-201
FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,Sosiologi,quipper-201
FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,Administrasi Negara,quipper-201
FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,Jurnalistik,quipper-201
FAKULTAS TEKNIK,Teknik Elektro,quipper-201
FAKULTAS TEKNIK,Teknik Informatika,quipper-201
FAKULTAS TEKNIK,Teknik Mesin,quipper-201
FAKULTAS TEKNIK,Teknik Sipil,quipper-201
FAKULTAS TEKNIK,Sistem Informasi,quipper-201
FAKULTAS TEKNIK,Arsitektur,quipper-201
FAKULTAS PERTANIAN,Agribisnis,quipper-201
FAKULTAS PERTANIAN,Agroteknologi,quipper-201
FAKULTAS PERTANIAN,Kelautan,quipper-201
FAKULTAS PERTANIAN,Kehutanan,quipper-201
FAKULTAS PERTANIAN,Peternakan,quipper-201
FAKULTAS PERTANIAN,Ilmu Tanah,quipper-201
FAKULTAS PERTANIAN,Teknik Pertanian,quipper-201
FAKULTAS PERTANIAN,Lainnya,quipper-201
FAKULTAS PERTANIAN,Proteksi Tanaman,quipper-201
FAKULTAS HUKUM,Ilmu Hukum,quipper-201
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,Keguruan & Pendidikan,quipper-201
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,Pendidikan Bahasa Indonesia,quipper-201
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,Pendidikan Bahasa Inggris,quipper-201
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,Pendidikan Matematika,quipper-201
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,Pendidikan Guru Sekolah Dasar,quipper-201
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,Biologi,quipper-201
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,Fisika,quipper-201
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,Kimia,quipper-201
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,Bimbingan dan Konseling,quipper-201
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,Administrasi Pendidikan,quipper-201
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,Teknologi Pendidikan,quipper-201
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,Pendidikan Anak Usia Dini,quipper-201
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,"Pendidikan Jasmani, Kesehatan, dan Rekreasi",quipper-201
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,Pendidikan Luar Sekolah,quipper-201
FAKULTAS EKONOMI DAN BISNIS,Akuntansi,quipper-201
FAKULTAS EKONOMI DAN BISNIS,Manajemen,quipper-201
FAKULTAS EKONOMI DAN BISNIS,Ekonomi Pembangunan,quipper-201
FAKULTAS KEDOKTERAN DAN ILMU KESEHATAN,Pendidikan Dokter,quipper-201
FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM,Biologi,quipper-201
FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM,Fisika,quipper-201
FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM,Kimia,quipper-201
FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM,Matematika,quipper-201
FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM,Statistika,quipper-201
FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM,Farmasi,quipper-201
FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM,Geofisika,quipper-201
FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM,Kebidanan,quipper-201
FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM,Ilmu Keperawatan,quipper-201
FAKULTAS ILMU SOSIAL,Keguruan & Pendidikan,quipper-202
FAKULTAS ILMU SOSIAL,Geografi,quipper-202
FAKULTAS ILMU SOSIAL,Sejarah,quipper-202
FAKULTAS ILMU SOSIAL,Sosiologi,quipper-202
FAKULTAS ILMU SOSIAL,Pendidikan Geografi,quipper-202
FAKULTAS ILMU KEOLAHRAGAAN,Pendidikan Olahraga,quipper-202
FAKULTAS ILMU KEOLAHRAGAAN,Kesehatan Masyarakat,quipper-202
FAKULTAS ILMU KEOLAHRAGAAN,"Pendidikan Jasmani, Kesehatan, dan Rekreasi",quipper-202
FAKULTAS EKONOMI,Keguruan & Pendidikan,quipper-202
FAKULTAS EKONOMI,Ilmu Administrasi,quipper-202
FAKULTAS EKONOMI,Manajemen,quipper-202
FAKULTAS EKONOMI,Akuntansi,quipper-202
FAKULTAS EKONOMI,Ilmu Ekonomi,quipper-202
FAKULTAS EKONOMI,Bisnis,quipper-202
FAKULTAS EKONOMI,Ekonomi Pembangunan,quipper-202
FAKULTAS EKONOMI,Administrasi Perkantoran,quipper-202
FAKULTAS EKONOMI,Manajemen Pemasaran,quipper-202
FAKULTAS ILMU PENDIDIKAN,Pendidikan Guru Sekolah Dasar,quipper-202
FAKULTAS ILMU PENDIDIKAN,Keguruan & Pendidikan,quipper-202
FAKULTAS ILMU PENDIDIKAN,Teknologi Pendidikan,quipper-202
FAKULTAS ILMU PENDIDIKAN,Bimbingan dan Konseling,quipper-202
FAKULTAS ILMU PENDIDIKAN,Manajemen Pendidikan,quipper-202
FAKULTAS ILMU PENDIDIKAN,Pendidikan Anak Usia Dini,quipper-202
FAKULTAS ILMU PENDIDIKAN,Administrasi Pendidikan,quipper-202
FAKULTAS ILMU PENDIDIKAN,Pendidikan Luar Sekolah,quipper-202
FAKULTAS MATEMATIKA DAN IPA,Keguruan & Pendidikan,quipper-202
FAKULTAS MATEMATIKA DAN IPA,Pendidikan Matematika,quipper-202
FAKULTAS MATEMATIKA DAN IPA,Matematika,quipper-202
FAKULTAS MATEMATIKA DAN IPA,Fisika,quipper-202
FAKULTAS MATEMATIKA DAN IPA,Kimia,quipper-202
FAKULTAS MATEMATIKA DAN IPA,Biologi,quipper-202
FAKULTAS MATEMATIKA DAN IPA,Bioteknologi,quipper-202
FAKULTAS SASTRA,Musik,quipper-202
FAKULTAS SASTRA,Pendidikan Bahasa Indonesia,quipper-202
FAKULTAS SASTRA,Sastra Indonesia,quipper-202
FAKULTAS SASTRA,Ilmu Perpustakaan,quipper-202
FAKULTAS SASTRA,Pendidikan Bahasa Inggris,quipper-202
FAKULTAS SASTRA,Sastra Inggris,quipper-202
FAKULTAS SASTRA,Sastra Arab,quipper-202
FAKULTAS SASTRA,Sastra & Bahasa Asing,quipper-202
FAKULTAS SASTRA,Seni Rupa,quipper-202
FAKULTAS SASTRA,Tari,quipper-202
FAKULTAS SASTRA,Desain Komunikasi Visual,quipper-202
FAKULTAS SASTRA,Animasi,quipper-202
FAKULTAS TEKNIK,Rias dan Busana,quipper-202
FAKULTAS TEKNIK,Ilmu Teknik,quipper-202
FAKULTAS TEKNIK,Teknik Industri,quipper-202
FAKULTAS TEKNIK,Teknik Sipil,quipper-202
FAKULTAS TEKNIK,Teknik Informatika,quipper-202
FAKULTAS TEKNIK,Teknik Elektro,quipper-202
FAKULTAS TEKNIK,Teknik Mesin,quipper-202
FAKULTAS TEKNIK,Teknik Otomotif,quipper-202
FAKULTAS TEKNIK,Tata Boga,quipper-202
FAKULTAS PENDIDIKAN PSIKOLOGI,Psikologi,quipper-202
PROGRAM PASCASARJANA,Pendidikan Guru Sekolah Dasar,quipper-202
JURUSAN TEKNIK MESIN,Teknologi Rekayasa Perancangan Manufaktur,quipper-203
JURUSAN TEKNIK MESIN,Teknik Mesin dan Manufaktur,quipper-203
JURUSAN TEKNIK MESIN,Teknik Perancangan Mekanik,quipper-203
JURUSAN TEKNIK MESIN,Teknik Perawatan dan Perbaikan Mesin,quipper-203
JURUSAN TEKNIK ELEKTRO DAN INFORMATIKA,Teknik Elektro,quipper-203
JURUSAN TEKNIK ELEKTRO DAN INFORMATIKA,Teknik Elektronika,quipper-203
JURUSAN TEKNIK ELEKTRO DAN INFORMATIKA,Rekayasa Perangkat Lunak,quipper-203
FAKULTAS ILMU KOMPUTER,Sistem Informasi,quipper-204
FAKULTAS ILMU KOMPUTER,Ilmu Komputer,quipper-204
FAKULTAS ILMU KOMPUTER,Teknik Informatika,quipper-204
FAKULTAS KEDOKTERAN GIGI,Pendidikan Dokter Gigi,quipper-204
FAKULTAS ILMU ADMINISTRASI,Ilmu Administrasi,quipper-204
FAKULTAS ILMU ADMINISTRASI,Administrasi Negara,quipper-204
FAKULTAS ILMU ADMINISTRASI,Administrasi Bisnis,quipper-204
FAKULTAS KESEHATAN MASYARAKAT,Kesehatan Masyarakat,quipper-204
FAKULTAS KESEHATAN MASYARAKAT,Gizi,quipper-204
FAKULTAS KESEHATAN MASYARAKAT,Kesehatan Lingkungan,quipper-204
FAKULTAS KESEHATAN MASYARAKAT,Administrasi Kesehatan,quipper-204
FAKULTAS KESEHATAN MASYARAKAT,Lainnya,quipper-204
FAKULTAS PSIKOLOGI,Psikologi,quipper-204
FAKULTAS ILMU KEPERAWATAN,Ilmu Keperawatan,quipper-204
FAKULTAS KEDOKTERAN,Gizi,quipper-204
FAKULTAS KEDOKTERAN,Pendidikan Dokter,quipper-204
FAKULTAS EKONOMI DAN BISNIS,Manajemen,quipper-204
FAKULTAS EKONOMI DAN BISNIS,Akuntansi,quipper-204
FAKULTAS EKONOMI DAN BISNIS,Bisnis,quipper-204
FAKULTAS EKONOMI DAN BISNIS,Ilmu Ekonomi,quipper-204
FAKULTAS EKONOMI DAN BISNIS,Ekonomi Syariah,quipper-204
FAKULTAS EKONOMI DAN BISNIS,Lainnya,quipper-204
FAKULTAS FARMASI,Farmasi,quipper-204
FAKULTAS TEKNIK,Teknik Kimia,quipper-204
FAKULTAS TEKNIK,Teknik Sipil,quipper-204
FAKULTAS TEKNIK,Teknik Lingkungan,quipper-204
FAKULTAS TEKNIK,Teknik Mesin,quipper-204
FAKULTAS TEKNIK,Ilmu Teknik,quipper-204
FAKULTAS TEKNIK,Teknik Elektro,quipper-204
FAKULTAS TEKNIK,Teknik Pertambangan,quipper-204
FAKULTAS TEKNIK,Arsitektur,quipper-204
FAKULTAS TEKNIK,Teknik Industri,quipper-204
FAKULTAS TEKNIK,Teknik Perkapalan,quipper-204
FAKULTAS TEKNIK,Teknik Metalurgi,quipper-204
FAKULTAS TEKNIK,Teknik Biomedis,quipper-204
FAKULTAS TEKNIK,Desain Interior,quipper-204
FAKULTAS HUKUM,Ilmu Hukum,quipper-204
FAKULTAS PENDIDIKAN VOKASI,Pariwisata,quipper-204
FAKULTAS PENDIDIKAN VOKASI,Ilmu Administrasi,quipper-204
FAKULTAS PENDIDIKAN VOKASI,Akuntansi,quipper-204
FAKULTAS PENDIDIKAN VOKASI,Perpajakan,quipper-204
FAKULTAS PENDIDIKAN VOKASI,Perbankan,quipper-204
FAKULTAS PENDIDIKAN VOKASI,Fisioterapi,quipper-204
FAKULTAS PENDIDIKAN VOKASI,Broadcasting,quipper-204
FAKULTAS PENDIDIKAN VOKASI,Bisnis,quipper-204
FAKULTAS PENDIDIKAN VOKASI,Administrasi Perkantoran,quipper-204
FAKULTAS PENDIDIKAN VOKASI,Public Relations,quipper-204
FAKULTAS PENDIDIKAN VOKASI,Administrasi Kesehatan,quipper-204
FAKULTAS PENDIDIKAN VOKASI,Kearsipan,quipper-204
FAKULTAS PENDIDIKAN VOKASI,Lainnya,quipper-204
FAKULTAS PENDIDIKAN VOKASI,Multimedia,quipper-204
FAKULTAS PENDIDIKAN VOKASI,Administrasi Perpajakan,quipper-204
FAKULTAS ILMU SOSIAL ILMU POLITIK,Ilmu Hukum,quipper-204
FAKULTAS ILMU SOSIAL ILMU POLITIK,Hubungan Internasional,quipper-204
FAKULTAS ILMU SOSIAL ILMU POLITIK,Ilmu Komunikasi,quipper-204
FAKULTAS ILMU SOSIAL ILMU POLITIK,Ilmu Politik,quipper-204
FAKULTAS ILMU SOSIAL ILMU POLITIK,Kesejahteraan Sosial,quipper-204
FAKULTAS ILMU SOSIAL ILMU POLITIK,Sosiologi,quipper-204
FAKULTAS ILMU SOSIAL ILMU POLITIK,Antropologi,quipper-204
FAKULTAS ILMU SOSIAL ILMU POLITIK,Kriminologi,quipper-204
FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM,Biologi,quipper-204
FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM,Geografi,quipper-204
FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM,Teknik Geologi,quipper-204
FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM,Geofisika,quipper-204
FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM,Fisika,quipper-204
FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM,Kimia,quipper-204
FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM,Matematika,quipper-204
FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM,Statistika,quipper-204
FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM,Farmasi,quipper-204
FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM,Aktuaria,quipper-204
FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM,Kelautan,quipper-204
FAKULTAS ILMU PENGETAHUAN BUDAYA,Sejarah,quipper-204
FAKULTAS ILMU PENGETAHUAN BUDAYA,Arkeologi,quipper-204
FAKULTAS ILMU PENGETAHUAN BUDAYA,Filsafat,quipper-204
FAKULTAS ILMU PENGETAHUAN BUDAYA,Sastra & Bahasa Asing,quipper-204
FAKULTAS ILMU PENGETAHUAN BUDAYA,Sastra & Bahasa Daerah,quipper-204
FAKULTAS ILMU PENGETAHUAN BUDAYA,Sastra Arab,quipper-204
FAKULTAS ILMU PENGETAHUAN BUDAYA,Sastra Indonesia,quipper-204
FAKULTAS ILMU PENGETAHUAN BUDAYA,Sastra Inggris,quipper-204
FAKULTAS ILMU PENGETAHUAN BUDAYA,Sastra Jepang,quipper-204
FAKULTAS ILMU PENGETAHUAN BUDAYA,Sastra Korea,quipper-204
FAKULTAS ILMU PENGETAHUAN BUDAYA,Sastra Cina,quipper-204
FAKULTAS ILMU PENGETAHUAN BUDAYA,Sastra Jawa,quipper-204
FAKULTAS TEKNIK,Teknik Informatika,quipper-205
FAKULTAS TEKNIK,Sistem Informasi,quipper-205
FAKULTAS TEKNIK,Arsitektur,quipper-205
FAKULTAS TEKNIK,Teknik Mesin,quipper-205
FAKULTAS TEKNIK,Teknik Sipil,quipper-205
FAKULTAS TEKNIK,Teknik Kimia,quipper-205
FAKULTAS TEKNIK,Teknik Elektro,quipper-205
FAKULTAS TEKNIK,Teknik Industri,quipper-205
FAKULTAS TEKNIK,Ilmu Teknik,quipper-205
FAKULTAS HUKUM,Ilmu Hukum,quipper-205
FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,Ilmu Komunikasi,quipper-205
FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,Ilmu Politik,quipper-205
FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,Sosiologi,quipper-205
FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,Antropologi,quipper-205
FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,Administrasi Negara,quipper-205
FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,Administrasi Bisnis,quipper-205
FAKULTAS KEDOKTERAN,Pendidikan Dokter,quipper-205
FAKULTAS KEDOKTERAN,Psikologi,quipper-205
FAKULTAS PERTANIAN,Agroteknologi,quipper-205
FAKULTAS PERTANIAN,Agribisnis,quipper-205
FAKULTAS PERTANIAN,Budidaya Perairan,quipper-205
FAKULTAS PERTANIAN,Kelautan,quipper-205
FAKULTAS ILMU KEGURUAN DAN ILMU PENDIDIKAN,Fisika,quipper-205
FAKULTAS ILMU KEGURUAN DAN ILMU PENDIDIKAN,Kimia,quipper-205
FAKULTAS ILMU KEGURUAN DAN ILMU PENDIDIKAN,Pendidikan Matematika,quipper-205
FAKULTAS ILMU KEGURUAN DAN ILMU PENDIDIKAN,Teknik Mesin,quipper-205
FAKULTAS ILMU KEGURUAN DAN ILMU PENDIDIKAN,Pendidikan Bahasa Indonesia,quipper-205
FAKULTAS ILMU KEGURUAN DAN ILMU PENDIDIKAN,Keguruan & Pendidikan,quipper-205
FAKULTAS EKONOMI DAN BISNIS,Akuntansi,quipper-205
FAKULTAS EKONOMI DAN BISNIS,Manajemen,quipper-205
FAKULTAS EKONOMI DAN BISNIS,Ekonomi Pembangunan,quipper-205
FAKULTAS EKONOMI DAN BISNIS,Ekonomi Syariah,quipper-205
FAKULTAS TEKNIK,Teknik Pertambangan,quipper-206
FAKULTAS TEKNIK,Teknik Elektro,quipper-206
FAKULTAS TEKNIK,Teknik Geologi,quipper-206
FAKULTAS TEKNIK,Teknik Industri,quipper-206
FAKULTAS TEKNIK,Teknik Informatika,quipper-206
FAKULTAS TEKNIK,Teknik Kimia,quipper-206
FAKULTAS TEKNIK,Teknik Lingkungan,quipper-206
FAKULTAS TEKNIK,Teknik Sipil,quipper-206
FAKULTAS TEKNIK,Sistem Informasi,quipper-206
FAKULTAS KEHUTANAN,Kehutanan,quipper-206
FAKULTAS KEDOKTERAN,Pendidikan Dokter Gigi,quipper-206
FAKULTAS KEDOKTERAN,Pendidikan Dokter,quipper-206
FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,Psikologi,quipper-206
FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,Administrasi Negara,quipper-206
FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,Administrasi Bisnis,quipper-206
FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,Administrasi Perkantoran,quipper-206
FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,Ilmu Pemerintahan,quipper-206
FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,Hubungan Internasional,quipper-206
FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,Lainnya,quipper-206
FAKULTAS PERIKANAN DAN ILMU KELAUTAN,Perikanan,quipper-206
FAKULTAS PERIKANAN DAN ILMU KELAUTAN,Budidaya Perairan,quipper-206
FAKULTAS PERIKANAN DAN ILMU KELAUTAN,Kelautan,quipper-206
FAKULTAS PERIKANAN DAN ILMU KELAUTAN,Manajemen Sumber Daya Perairan,quipper-206
FAKULTAS PERIKANAN DAN ILMU KELAUTAN,Teknologi Hasil Perikanan,quipper-206
FAKULTAS ILMU BUDAYA,Sastra Inggris,quipper-206
FAKULTAS ILMU BUDAYA,Sastra Indonesia,quipper-206
FAKULTAS ILMU BUDAYA,Musik,quipper-206
FAKULTAS KESEHATAN MASYARAKAT,Kesehatan Masyarakat,quipper-206
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,Pendidikan Matematika,quipper-206
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,Keguruan & Pendidikan,quipper-206
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,Pendidikan Bahasa Indonesia,quipper-206
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,Pendidikan Bahasa Inggris,quipper-206
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,Pendidikan Guru Sekolah Dasar,quipper-206
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,Fisika,quipper-206
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,Biologi,quipper-206
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,Kimia,quipper-206
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,Sejarah,quipper-206
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,Ilmu Ekonomi,quipper-206
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,Geografi,quipper-206
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,Pendidikan Anak Usia Dini,quipper-206
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,Pendidikan Luar Sekolah,quipper-206
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,"Pendidikan Jasmani, Kesehatan, dan Rekreasi",quipper-206
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,Ilmu Komputer,quipper-206
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,Manajemen Pendidikan,quipper-206
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,Bimbingan dan Konseling,quipper-206
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,Pendidikan Geografi,quipper-206
FAKULTAS FARMASI,Farmasi,quipper-206
FAKULTAS EKONOMI DAN BISNIS,Ilmu Ekonomi,quipper-206
FAKULTAS EKONOMI DAN BISNIS,Akuntansi,quipper-206
FAKULTAS EKONOMI DAN BISNIS,Manajemen,quipper-206
FAKULTAS EKONOMI DAN BISNIS,Ekonomi Pembangunan,quipper-206
FAKULTAS EKONOMI DAN BISNIS,Ekonomi Syariah,quipper-206
FAKULTAS HUKUM,Ilmu Hukum,quipper-206
FAKULTAS PERTANIAN,Teknik Pertanian,quipper-206
FAKULTAS PERTANIAN,Agroteknologi,quipper-206
FAKULTAS PERTANIAN,Agribisnis,quipper-206
FAKULTAS PERTANIAN,Peternakan,quipper-206
FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM,Statistika,quipper-206
FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM,Biologi,quipper-206
FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM,Fisika,quipper-206
FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM,Kimia,quipper-206
FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM,Matematika,quipper-206
FAKULTAS MATEMATIKA DAN ILMU PENGETAHUAN ALAM,Geofisika,quipper-206
FAKULTAS ILMU KOMPUTER DAN TEKNOLOGI INFORMASI,Sistem Informasi,quipper-206
FAKULTAS ILMU KOMPUTER DAN TEKNOLOGI INFORMASI,Ilmu Komputer,quipper-206
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,Sejarah,quipper-207
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,Keguruan & Pendidikan,quipper-207
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,Pendidikan Bahasa Indonesia,quipper-207
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,Pendidikan Bahasa Inggris,quipper-207
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,Pendidikan Guru Sekolah Dasar,quipper-207
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,Pendidikan Matematika,quipper-207
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,Fisika,quipper-207
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,Biologi,quipper-207
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,Geografi,quipper-207
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,Pendidikan Anak Usia Dini,quipper-207
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,Ilmu Ekonomi,quipper-207
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,Pendidikan Geografi,quipper-207
FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN,Pendidikan Sejarah,quipper-207
FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,Kesejahteraan Sosial,quipper-207
FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,Hubungan Internasional,quipper-207
FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,Sosiologi,quipper-207
FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,Administrasi Negara,quipper-207
FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,Administrasi Bisnis,quipper-207
FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,Perpajakan,quipper-207
FAKULTAS ILMU SOSIAL DAN ILMU POLITIK,Travel,quipper-207
FAKULTAS KEDOKTERAN,Pendidikan Dokter,quipper-207
FAKULTAS KEDOKTERAN GIGI,Pendidikan Dokter Gigi,quipper-207
FAKULTAS TEKNIK,Teknik Mesin,quipper-207
FAKULTAS TEKNIK,Teknik Elektro,quipper-207
FAKULTAS TEKNIK,Teknik Sipil,quipper-207
FAKULTAS TEKNIK,Teknik Pertambangan,quipper-207
FAKULTAS TEKNIK,Teknik Kimia,quipper-207
FAKULTAS TEKNIK,Teknik Lingkungan,quipper-207
FAKULTAS TEKNIK,Perencanaan Wilayah dan Kota,quipper-207
FAKULTAS TEKNIK,Teknik Perminyakan,quipper-207
FAKULTAS TEKNIK,Ilmu Teknik,quipper-207
FAKULTAS TEKNIK,Teknik Perkapalan,quipper-207
FAKULTAS TEKNOLOGI PERTANIAN,Teknik Pertanian,quipper-207
FAKULTAS TEKNOLOGI PERTANIAN,Ilmu Teknik,quipper-207
FAKULTAS HUKUM,Ilmu Hukum,quipper-207
FAKULTAS FARMASI,Farmasi,quipper-207
FAKULTAS PERTANIAN,Agroteknologi,quipper-207
FAKULTAS PERTANIAN,Agribisnis,quipper-207
FAKULTAS PERTANIAN,Penyuluhan dan Komunikasi Pertanian,quipper-207
FAKULTAS PERTANIAN,Ilmu Tanah,quipper-207
FAKULTAS PERTANIAN,Peternakan,quipper-207
FAKULTAS KESEHATAN MASYARAKAT,Kesehatan Masyarakat,quipper-207
FAKULTAS KESEHATAN MASYARAKAT,Gizi,quipper-207
FAKULTAS EKONOMI DAN BISNIS,Akuntansi,quipper-207
FAKULTAS EKONOMI DAN BISNIS,Manajemen,quipper-207
FAKULTAS EKONOMI DAN BISNIS,Ekonomi Syariah,quipper-207
FAKULTAS EKONOMI DAN BISNIS,Ekonomi Pembangunan,quipper-207
