nama_kampus,link_kampus,akreditasi_kampus,status,alamat,kota,provinsi,website,ranking_webometric,biaya_semester_min,biaya_semester_max,biaya_rata_tahunan,biaya_rata_keseluruhan,uang_pangkal,biaya_semester,biaya_per_bulan,biaya_per_tahun,biaya_total,provinsi_id,telepon,email,fax,tahun_berdiri,jumlah_mahasiswa,jumlah_dosen,luas_kampus,jenjang_tersedia,fasilitas,beasiswa,kerjasama,prestasi,visi,misi,fakultas,prodi,akreditasi_prodi
Universitas Cokroaminoto Palopo,https://rencanamu.id/cari-kampus/universitas-cokroaminoto-palopo,i:B,Swasta,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,0471 22111,-,-,2005,7839,7839,-,Profesi,-,Tersedia,-,dibuka pada tanggal 1 Desember 2018 - 17 Maret 2019 pengumuman kelulusan tanggal 26 Maret 2019,-,-,Umum,Biologi,B
Universitas Cokroaminoto Palopo,https://rencanamu.id/cari-kampus/universitas-cokroaminoto-palopo,i:B,Swasta,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,0471 22111,-,-,2005,7839,7839,-,Profesi,-,Tersedia,-,dibuka pada tanggal 1 Desember 2018 - 17 Maret 2019 pengumuman kelulusan tanggal 26 Maret 2019,-,-,Umum,Fisika,B
Universitas Cokroaminoto Palopo,https://rencanamu.id/cari-kampus/universitas-cokroaminoto-palopo,i:B,Swasta,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,0471 22111,-,-,2005,7839,7839,-,Profesi,-,Tersedia,-,dibuka pada tanggal 1 Desember 2018 - 17 Maret 2019 pengumuman kelulusan tanggal 26 Maret 2019,-,-,Umum,Kimia,B
Universitas Cokroaminoto Palopo,https://rencanamu.id/cari-kampus/universitas-cokroaminoto-palopo,i:B,Swasta,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,0471 22111,-,-,2005,7839,7839,-,Profesi,-,Tersedia,-,dibuka pada tanggal 1 Desember 2018 - 17 Maret 2019 pengumuman kelulusan tanggal 26 Maret 2019,-,-,Umum,Matematika,B
Universitas Cokroaminoto Palopo,https://rencanamu.id/cari-kampus/universitas-cokroaminoto-palopo,i:B,Swasta,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,0471 22111,-,-,2005,7839,7839,-,Profesi,-,Tersedia,-,dibuka pada tanggal 1 Desember 2018 - 17 Maret 2019 pengumuman kelulusan tanggal 26 Maret 2019,-,-,Umum,Pendidikan Bahasa dan Sastra Indonesia,B
Universitas Cokroaminoto Palopo,https://rencanamu.id/cari-kampus/universitas-cokroaminoto-palopo,i:B,Swasta,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,0471 22111,-,-,2005,7839,7839,-,Profesi,-,Tersedia,-,dibuka pada tanggal 1 Desember 2018 - 17 Maret 2019 pengumuman kelulusan tanggal 26 Maret 2019,-,-,Umum,Pendidikan Bahasa Inggris,B
Universitas Cokroaminoto Palopo,https://rencanamu.id/cari-kampus/universitas-cokroaminoto-palopo,i:B,Swasta,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,0471 22111,-,-,2005,7839,7839,-,Profesi,-,Tersedia,-,dibuka pada tanggal 1 Desember 2018 - 17 Maret 2019 pengumuman kelulusan tanggal 26 Maret 2019,-,-,Umum,Pendidikan Biologi,B
Universitas Cokroaminoto Palopo,https://rencanamu.id/cari-kampus/universitas-cokroaminoto-palopo,i:B,Swasta,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,0471 22111,-,-,2005,7839,7839,-,Profesi,-,Tersedia,-,dibuka pada tanggal 1 Desember 2018 - 17 Maret 2019 pengumuman kelulusan tanggal 26 Maret 2019,-,-,Umum,Pendidikan Guru SD,C
Universitas Cokroaminoto Palopo,https://rencanamu.id/cari-kampus/universitas-cokroaminoto-palopo,i:B,Swasta,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,0471 22111,-,-,2005,7839,7839,-,Profesi,-,Tersedia,-,dibuka pada tanggal 1 Desember 2018 - 17 Maret 2019 pengumuman kelulusan tanggal 26 Maret 2019,-,-,Umum,Pendidikan Pancasila Dan Kewarganegaraan,B
Universitas Cokroaminoto Palopo,https://rencanamu.id/cari-kampus/universitas-cokroaminoto-palopo,i:B,Swasta,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,0471 22111,-,-,2005,7839,7839,-,Profesi,-,Tersedia,-,dibuka pada tanggal 1 Desember 2018 - 17 Maret 2019 pengumuman kelulusan tanggal 26 Maret 2019,-,-,Umum,Agribisnis,B
Universitas Cokroaminoto Palopo,https://rencanamu.id/cari-kampus/universitas-cokroaminoto-palopo,i:B,Swasta,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,0471 22111,-,-,2005,7839,7839,-,Profesi,-,Tersedia,-,dibuka pada tanggal 1 Desember 2018 - 17 Maret 2019 pengumuman kelulusan tanggal 26 Maret 2019,-,-,Umum,Agroteknologi,B
Universitas Cokroaminoto Palopo,https://rencanamu.id/cari-kampus/universitas-cokroaminoto-palopo,i:B,Swasta,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,0471 22111,-,-,2005,7839,7839,-,Profesi,-,Tersedia,-,dibuka pada tanggal 1 Desember 2018 - 17 Maret 2019 pengumuman kelulusan tanggal 26 Maret 2019,-,-,Umum,Teknik Informatika,B
Universitas Fajar,https://rencanamu.id/cari-kampus/universitas-fajar,i:B,Swasta,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,0411-447508,-,-,2008,-,-,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,-,-,-,Umum,Ilmu Komunikasi,B
Universitas Fajar,https://rencanamu.id/cari-kampus/universitas-fajar,i:B,Swasta,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,0411-447508,-,-,2008,-,-,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,-,-,-,Umum,Manajemen,B
Universitas Fajar,https://rencanamu.id/cari-kampus/universitas-fajar,i:B,Swasta,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,0411-447508,-,-,2008,-,-,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,-,-,-,Umum,Hubungan Internasional,B
Universitas Fajar,https://rencanamu.id/cari-kampus/universitas-fajar,i:B,Swasta,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,0411-447508,-,-,2008,-,-,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,-,-,-,Umum,Sastra Inggris,B
Universitas Fajar,https://rencanamu.id/cari-kampus/universitas-fajar,i:B,Swasta,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,0411-447508,-,-,2008,-,-,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,-,-,-,Umum,Akuntansi,B
Universitas Fajar,https://rencanamu.id/cari-kampus/universitas-fajar,i:B,Swasta,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,0411-447508,-,-,2008,-,-,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,-,-,-,Umum,Teknik Elektro,B
Universitas Fajar,https://rencanamu.id/cari-kampus/universitas-fajar,i:B,Swasta,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,0411-447508,-,-,2008,-,-,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,-,-,-,Umum,Teknik Sipil,B
Universitas Fajar,https://rencanamu.id/cari-kampus/universitas-fajar,i:B,Swasta,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,0411-447508,-,-,2008,-,-,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,-,-,-,Umum,Teknik Mesin,C
Universitas Fajar,https://rencanamu.id/cari-kampus/universitas-fajar,i:B,Swasta,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,0411-447508,-,-,2008,-,-,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,-,-,-,Umum,Teknik Kimia,C
Universitas Fajar,https://rencanamu.id/cari-kampus/universitas-fajar,i:B,Swasta,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,0411-447508,-,-,2008,-,-,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,-,-,-,Umum,Arsitektur,B
Universitas Fajar,https://rencanamu.id/cari-kampus/universitas-fajar,i:B,Swasta,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,0411-447508,-,-,2008,-,-,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,-,-,-,Umum,Ilmu Komunikasi,B
Universitas Fajar,https://rencanamu.id/cari-kampus/universitas-fajar,i:B,Swasta,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,0411-447508,-,-,2008,-,-,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,-,-,-,Umum,Akuntansi,B
Universitas Fajar,https://rencanamu.id/cari-kampus/universitas-fajar,i:B,Swasta,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,0411-447508,-,-,2008,-,-,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,-,-,-,Umum,BinaWisata,B
Universitas Fajar,https://rencanamu.id/cari-kampus/universitas-fajar,i:B,Swasta,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,0411-447508,-,-,2008,-,-,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,-,-,-,Umum,Ilmu Komunikasi,B
Universitas Fajar,https://rencanamu.id/cari-kampus/universitas-fajar,i:B,Swasta,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,0411-447508,-,-,2008,-,-,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,-,-,-,Umum,Manajemen,B
Universitas Fajar,https://rencanamu.id/cari-kampus/universitas-fajar,i:B,Swasta,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,0411-447508,-,-,2008,-,-,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,-,-,-,Umum,Hubungan Internasional,B
Universitas Fajar,https://rencanamu.id/cari-kampus/universitas-fajar,i:B,Swasta,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,0411-447508,-,-,2008,-,-,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,-,-,-,Umum,Sastra Inggris,B
Universitas Fajar,https://rencanamu.id/cari-kampus/universitas-fajar,i:B,Swasta,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,0411-447508,-,-,2008,-,-,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,-,-,-,Umum,Akuntansi,B
Universitas Fajar,https://rencanamu.id/cari-kampus/universitas-fajar,i:B,Swasta,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,0411-447508,-,-,2008,-,-,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,-,-,-,Umum,Teknik Elektro,B
Universitas Fajar,https://rencanamu.id/cari-kampus/universitas-fajar,i:B,Swasta,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,0411-447508,-,-,2008,-,-,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,-,-,-,Umum,Teknik Sipil,B
Universitas Fajar,https://rencanamu.id/cari-kampus/universitas-fajar,i:B,Swasta,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,0411-447508,-,-,2008,-,-,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,-,-,-,Umum,Teknik Mesin,C
Universitas Fajar,https://rencanamu.id/cari-kampus/universitas-fajar,i:B,Swasta,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,0411-447508,-,-,2008,-,-,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,-,-,-,Umum,Teknik Kimia,C
Universitas Fajar,https://rencanamu.id/cari-kampus/universitas-fajar,i:B,Swasta,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,0411-447508,-,-,2008,-,-,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,-,-,-,Umum,Arsitektur,B
Universitas Fajar,https://rencanamu.id/cari-kampus/universitas-fajar,i:B,Swasta,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,0411-447508,-,-,2008,-,-,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,-,-,-,Umum,Ilmu Komunikasi,B
Universitas Fajar,https://rencanamu.id/cari-kampus/universitas-fajar,i:B,Swasta,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,0411-447508,-,-,2008,-,-,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,-,-,-,Umum,Akuntansi,B
Universitas Fajar,https://rencanamu.id/cari-kampus/universitas-fajar,i:B,Swasta,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26,0411-447508,-,-,2008,-,-,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,-,-,-,Umum,BinaWisata,B
Universitas Dayanu Ikhsanuddin,https://rencanamu.id/cari-kampus/universitas-dayanu-ikhsanuddin,i:Tidak Terdefinisi,Swasta,-,-,-,-,-,2000000,2000000,4000000,16000000,-,-,-,-,-,27,+62402 2 1327,-,-,1982,5289,5289,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,-,-,-,Umum,Pendidikan Sejarah,C
Universitas Dayanu Ikhsanuddin,https://rencanamu.id/cari-kampus/universitas-dayanu-ikhsanuddin,i:Tidak Terdefinisi,Swasta,-,-,-,-,-,2000000,2000000,4000000,16000000,-,-,-,-,-,27,+62402 2 1327,-,-,1982,5289,5289,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,-,-,-,Umum,Ilmu Ekonomi,C
Universitas Dayanu Ikhsanuddin,https://rencanamu.id/cari-kampus/universitas-dayanu-ikhsanuddin,i:Tidak Terdefinisi,Swasta,-,-,-,-,-,2000000,2000000,4000000,16000000,-,-,-,-,-,27,+62402 2 1327,-,-,1982,5289,5289,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,-,-,-,Umum,Pendidikan Bahasa Inggris,C
Universitas Dayanu Ikhsanuddin,https://rencanamu.id/cari-kampus/universitas-dayanu-ikhsanuddin,i:Tidak Terdefinisi,Swasta,-,-,-,-,-,2000000,2000000,4000000,16000000,-,-,-,-,-,27,+62402 2 1327,-,-,1982,5289,5289,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,-,-,-,Umum,Pendidikan Matematika,C
Universitas Dayanu Ikhsanuddin,https://rencanamu.id/cari-kampus/universitas-dayanu-ikhsanuddin,i:Tidak Terdefinisi,Swasta,-,-,-,-,-,2000000,2000000,4000000,16000000,-,-,-,-,-,27,+62402 2 1327,-,-,1982,5289,5289,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,-,-,-,Umum,Ilmu Hukum,C
Universitas Dayanu Ikhsanuddin,https://rencanamu.id/cari-kampus/universitas-dayanu-ikhsanuddin,i:Tidak Terdefinisi,Swasta,-,-,-,-,-,2000000,2000000,4000000,16000000,-,-,-,-,-,27,+62402 2 1327,-,-,1982,5289,5289,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,-,-,-,Umum,Ilmu Administrasi Negara,C
Universitas Dayanu Ikhsanuddin,https://rencanamu.id/cari-kampus/universitas-dayanu-ikhsanuddin,i:Tidak Terdefinisi,Swasta,-,-,-,-,-,2000000,2000000,4000000,16000000,-,-,-,-,-,27,+62402 2 1327,-,-,1982,5289,5289,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,-,-,-,Umum,Sosiologi,C
Universitas Dayanu Ikhsanuddin,https://rencanamu.id/cari-kampus/universitas-dayanu-ikhsanuddin,i:Tidak Terdefinisi,Swasta,-,-,-,-,-,2000000,2000000,4000000,16000000,-,-,-,-,-,27,+62402 2 1327,-,-,1982,5289,5289,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,-,-,-,Umum,Manajemen Perusahaan,C
Universitas Dayanu Ikhsanuddin,https://rencanamu.id/cari-kampus/universitas-dayanu-ikhsanuddin,i:Tidak Terdefinisi,Swasta,-,-,-,-,-,2000000,2000000,4000000,16000000,-,-,-,-,-,27,+62402 2 1327,-,-,1982,5289,5289,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,-,-,-,Umum,Akuntansi,C
Universitas Dayanu Ikhsanuddin,https://rencanamu.id/cari-kampus/universitas-dayanu-ikhsanuddin,i:Tidak Terdefinisi,Swasta,-,-,-,-,-,2000000,2000000,4000000,16000000,-,-,-,-,-,27,+62402 2 1327,-,-,1982,5289,5289,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,-,-,-,Umum,Budidaya Perairan,C
Universitas Dayanu Ikhsanuddin,https://rencanamu.id/cari-kampus/universitas-dayanu-ikhsanuddin,i:Tidak Terdefinisi,Swasta,-,-,-,-,-,2000000,2000000,4000000,16000000,-,-,-,-,-,27,+62402 2 1327,-,-,1982,5289,5289,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,-,-,-,Umum,Agroekoteknologi,C
Universitas Dayanu Ikhsanuddin,https://rencanamu.id/cari-kampus/universitas-dayanu-ikhsanuddin,i:Tidak Terdefinisi,Swasta,-,-,-,-,-,2000000,2000000,4000000,16000000,-,-,-,-,-,27,+62402 2 1327,-,-,1982,5289,5289,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,-,-,-,Umum,Teknik Sipil,C
Universitas Dayanu Ikhsanuddin,https://rencanamu.id/cari-kampus/universitas-dayanu-ikhsanuddin,i:Tidak Terdefinisi,Swasta,-,-,-,-,-,2000000,2000000,4000000,16000000,-,-,-,-,-,27,+62402 2 1327,-,-,1982,5289,5289,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,-,-,-,Umum,Teknik Mesin,C
Universitas Dayanu Ikhsanuddin,https://rencanamu.id/cari-kampus/universitas-dayanu-ikhsanuddin,i:Tidak Terdefinisi,Swasta,-,-,-,-,-,2000000,2000000,4000000,16000000,-,-,-,-,-,27,+62402 2 1327,-,-,1982,5289,5289,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,-,-,-,Umum,Teknik Informatika,C
Universitas Dayanu Ikhsanuddin,https://rencanamu.id/cari-kampus/universitas-dayanu-ikhsanuddin,i:Tidak Terdefinisi,Swasta,-,-,-,-,-,2000000,2000000,4000000,16000000,-,-,-,-,-,27,+62402 2 1327,-,-,1982,5289,5289,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,-,-,-,Umum,Pendidikan Sejarah,C
Universitas Dayanu Ikhsanuddin,https://rencanamu.id/cari-kampus/universitas-dayanu-ikhsanuddin,i:Tidak Terdefinisi,Swasta,-,-,-,-,-,2000000,2000000,4000000,16000000,-,-,-,-,-,27,+62402 2 1327,-,-,1982,5289,5289,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,-,-,-,Umum,Ilmu Ekonomi,C
Universitas Dayanu Ikhsanuddin,https://rencanamu.id/cari-kampus/universitas-dayanu-ikhsanuddin,i:Tidak Terdefinisi,Swasta,-,-,-,-,-,2000000,2000000,4000000,16000000,-,-,-,-,-,27,+62402 2 1327,-,-,1982,5289,5289,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,-,-,-,Umum,Pendidikan Bahasa Inggris,C
Universitas Dayanu Ikhsanuddin,https://rencanamu.id/cari-kampus/universitas-dayanu-ikhsanuddin,i:Tidak Terdefinisi,Swasta,-,-,-,-,-,2000000,2000000,4000000,16000000,-,-,-,-,-,27,+62402 2 1327,-,-,1982,5289,5289,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,-,-,-,Umum,Pendidikan Matematika,C
Universitas Dayanu Ikhsanuddin,https://rencanamu.id/cari-kampus/universitas-dayanu-ikhsanuddin,i:Tidak Terdefinisi,Swasta,-,-,-,-,-,2000000,2000000,4000000,16000000,-,-,-,-,-,27,+62402 2 1327,-,-,1982,5289,5289,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,-,-,-,Umum,Ilmu Hukum,C
Universitas Dayanu Ikhsanuddin,https://rencanamu.id/cari-kampus/universitas-dayanu-ikhsanuddin,i:Tidak Terdefinisi,Swasta,-,-,-,-,-,2000000,2000000,4000000,16000000,-,-,-,-,-,27,+62402 2 1327,-,-,1982,5289,5289,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,-,-,-,Umum,Ilmu Administrasi Negara,C
Universitas Dayanu Ikhsanuddin,https://rencanamu.id/cari-kampus/universitas-dayanu-ikhsanuddin,i:Tidak Terdefinisi,Swasta,-,-,-,-,-,2000000,2000000,4000000,16000000,-,-,-,-,-,27,+62402 2 1327,-,-,1982,5289,5289,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,-,-,-,Umum,Sosiologi,C
Universitas Dayanu Ikhsanuddin,https://rencanamu.id/cari-kampus/universitas-dayanu-ikhsanuddin,i:Tidak Terdefinisi,Swasta,-,-,-,-,-,2000000,2000000,4000000,16000000,-,-,-,-,-,27,+62402 2 1327,-,-,1982,5289,5289,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,-,-,-,Umum,Manajemen Perusahaan,C
Universitas Dayanu Ikhsanuddin,https://rencanamu.id/cari-kampus/universitas-dayanu-ikhsanuddin,i:Tidak Terdefinisi,Swasta,-,-,-,-,-,2000000,2000000,4000000,16000000,-,-,-,-,-,27,+62402 2 1327,-,-,1982,5289,5289,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,-,-,-,Umum,Akuntansi,C
Universitas Dayanu Ikhsanuddin,https://rencanamu.id/cari-kampus/universitas-dayanu-ikhsanuddin,i:Tidak Terdefinisi,Swasta,-,-,-,-,-,2000000,2000000,4000000,16000000,-,-,-,-,-,27,+62402 2 1327,-,-,1982,5289,5289,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,-,-,-,Umum,Budidaya Perairan,C
Universitas Dayanu Ikhsanuddin,https://rencanamu.id/cari-kampus/universitas-dayanu-ikhsanuddin,i:Tidak Terdefinisi,Swasta,-,-,-,-,-,2000000,2000000,4000000,16000000,-,-,-,-,-,27,+62402 2 1327,-,-,1982,5289,5289,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,-,-,-,Umum,Agroekoteknologi,C
Universitas Dayanu Ikhsanuddin,https://rencanamu.id/cari-kampus/universitas-dayanu-ikhsanuddin,i:Tidak Terdefinisi,Swasta,-,-,-,-,-,2000000,2000000,4000000,16000000,-,-,-,-,-,27,+62402 2 1327,-,-,1982,5289,5289,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,-,-,-,Umum,Teknik Sipil,C
Universitas Dayanu Ikhsanuddin,https://rencanamu.id/cari-kampus/universitas-dayanu-ikhsanuddin,i:Tidak Terdefinisi,Swasta,-,-,-,-,-,2000000,2000000,4000000,16000000,-,-,-,-,-,27,+62402 2 1327,-,-,1982,5289,5289,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,-,-,-,Umum,Teknik Mesin,C
Universitas Dayanu Ikhsanuddin,https://rencanamu.id/cari-kampus/universitas-dayanu-ikhsanuddin,i:Tidak Terdefinisi,Swasta,-,-,-,-,-,2000000,2000000,4000000,16000000,-,-,-,-,-,27,+62402 2 1327,-,-,1982,5289,5289,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,-,-,-,Umum,Teknik Informatika,C
Universitas Muhammadiyah Buton,https://rencanamu.id/cari-kampus/universitas-muhammadiyah-buton,i:Tidak Terdefinisi,Swasta,-,-,-,-,-,750000,1100000,2837500,11350000,-,-,-,-,-,27,+62402 282 7038,-,-,2001,7577,7577,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,-,-,-,Umum,Teknik Sipil,C
Universitas Muhammadiyah Buton,https://rencanamu.id/cari-kampus/universitas-muhammadiyah-buton,i:Tidak Terdefinisi,Swasta,-,-,-,-,-,750000,1100000,2837500,11350000,-,-,-,-,-,27,+62402 282 7038,-,-,2001,7577,7577,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,-,-,-,Umum,Agribisnis,B
Universitas Muhammadiyah Buton,https://rencanamu.id/cari-kampus/universitas-muhammadiyah-buton,i:Tidak Terdefinisi,Swasta,-,-,-,-,-,750000,1100000,2837500,11350000,-,-,-,-,-,27,+62402 282 7038,-,-,2001,7577,7577,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,-,-,-,Umum,Akuntansi,C
Universitas Muhammadiyah Buton,https://rencanamu.id/cari-kampus/universitas-muhammadiyah-buton,i:Tidak Terdefinisi,Swasta,-,-,-,-,-,750000,1100000,2837500,11350000,-,-,-,-,-,27,+62402 282 7038,-,-,2001,7577,7577,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,-,-,-,Umum,Ilmu Pemerintahan,B
Universitas Muhammadiyah Buton,https://rencanamu.id/cari-kampus/universitas-muhammadiyah-buton,i:Tidak Terdefinisi,Swasta,-,-,-,-,-,750000,1100000,2837500,11350000,-,-,-,-,-,27,+62402 282 7038,-,-,2001,7577,7577,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,-,-,-,Umum,Ilmu Komunikasi,C
Universitas Muhammadiyah Buton,https://rencanamu.id/cari-kampus/universitas-muhammadiyah-buton,i:Tidak Terdefinisi,Swasta,-,-,-,-,-,750000,1100000,2837500,11350000,-,-,-,-,-,27,+62402 282 7038,-,-,2001,7577,7577,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,-,-,-,Umum,Ilmu Hukum,B
Universitas Muhammadiyah Buton,https://rencanamu.id/cari-kampus/universitas-muhammadiyah-buton,i:Tidak Terdefinisi,Swasta,-,-,-,-,-,750000,1100000,2837500,11350000,-,-,-,-,-,27,+62402 282 7038,-,-,2001,7577,7577,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,-,-,-,Umum,Bimbingan dan Konseling,B
Universitas Muhammadiyah Buton,https://rencanamu.id/cari-kampus/universitas-muhammadiyah-buton,i:Tidak Terdefinisi,Swasta,-,-,-,-,-,750000,1100000,2837500,11350000,-,-,-,-,-,27,+62402 282 7038,-,-,2001,7577,7577,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,-,-,-,Umum,Pendidikan Bahasa dan Sastra Indonesia,B
Universitas Muhammadiyah Buton,https://rencanamu.id/cari-kampus/universitas-muhammadiyah-buton,i:Tidak Terdefinisi,Swasta,-,-,-,-,-,750000,1100000,2837500,11350000,-,-,-,-,-,27,+62402 282 7038,-,-,2001,7577,7577,-,"Profesi, S2, S3",Fasilitas asrama atau kos sekitar kampus,Tersedia,-,-,-,-,Umum,Kependidikan Sekolah Dasar & Prasekolah,C
