institution_code,institution_name,province,prodi_normalized,campus_accreditation,average_yearly_fee,contact,cluster_label,link
32,UNIVERSITAS KATOLIK INDONESIA ATMA JAYA,DKI JAKARTA,MESIN,A,289650000.0,Tel: (021) 570-3306,DKI JAKARTA | Teknik & Arsitektur | Sangat Mahal (>50jt) | Unggul / A,https://rencanamu.id/cari-kampus/universitas-katolik-indonesia-atma-jaya
48,UNIVERSITAS PERTAMINA,DKI JAKARTA,ELEKTRO,BAIK SEKALI,126000000.0,"{""website"": ""https://universitaspertamina.ac.id"", ""email"": ""info@universitaspertamina.ac.id"", ""phone"": ""+6221 50857540""}",DKI JAKARTA | Teknik & Arsitektur | Sangat Mahal (>50jt) | Baik Sekali / B,https://rencanamu.id/cari-kampus/universitas-pertamina
48,UNIVERSITAS PERTAMINA,DKI JAKARTA,LINGKUNGAN,BAIK SEKALI,126000000.0,"{""website"": ""https://universitaspertamina.ac.id"", ""email"": ""info@universitaspertamina.ac.id"", ""phone"": ""+6221 50857540""}",DKI JAKARTA | Teknik & Arsitektur | Sangat Mahal (>50jt) | Baik Sekali / B,https://rencanamu.id/cari-kampus/universitas-pertamina
48,UNIVERSITAS PERTAMINA,DKI JAKARTA,MESIN,BAIK SEKALI,126000000.0,"{""website"": ""https://universitaspertamina.ac.id"", ""email"": ""info@universitaspertamina.ac.id"", ""phone"": ""+6221 50857540""}",DKI JAKARTA | Teknik & Arsitektur | Sangat Mahal (>50jt) | Baik Sekali / B,https://rencanamu.id/cari-kampus/universitas-pertamina
48,UNIVERSITAS PERTAMINA,DKI JAKARTA,PERMINYAKAN,BAIK SEKALI,126000000.0,"{""website"": ""https://universitaspertamina.ac.id"", ""email"": ""info@universitaspertamina.ac.id"", ""phone"": ""+6221 50857540""}",DKI JAKARTA | Teknik & Arsitektur | Sangat Mahal (>50jt) | Baik Sekali / B,https://rencanamu.id/cari-kampus/universitas-pertamina
48,UNIVERSITAS PERTAMINA,DKI JAKARTA,SIPIL,BAIK SEKALI,126000000.0,"{""website"": ""https://universitaspertamina.ac.id"", ""email"": ""info@universitaspertamina.ac.id"", ""phone"": ""+6221 50857540""}",DKI JAKARTA | Teknik & Arsitektur | Sangat Mahal (>50jt) | Baik Sekali / B,https://rencanamu.id/cari-kampus/universitas-pertamina
50,UNIVERSITAS 17 AGUSTUS 1945 JAKARTA,DKI JAKARTA,ELEKTRO,B (BAIK),114980000.0,"{""website"": ""http://www.uta45jakarta.ac.id"", ""email"": ""info@uta45jakarta.ac.id"", ""phone"": ""64715666 / 6410287""}",DKI JAKARTA | Teknik & Arsitektur | Sangat Mahal (>50jt) | Baik Sekali / B,https://rencanamu.id/cari-kampus/universitas-17-agustus-1945-jakarta
50,UNIVERSITAS 17 AGUSTUS 1945 JAKARTA,DKI JAKARTA,MESIN,B (BAIK),114980000.0,"{""website"": ""http://www.uta45jakarta.ac.id"", ""email"": ""info@uta45jakarta.ac.id"", ""phone"": ""64715666 / 6410287""}",DKI JAKARTA | Teknik & Arsitektur | Sangat Mahal (>50jt) | Baik Sekali / B,https://rencanamu.id/cari-kampus/universitas-17-agustus-1945-jakarta
50,UNIVERSITAS 17 AGUSTUS 1945 JAKARTA,DKI JAKARTA,SIPIL,B (BAIK),114980000.0,"{""website"": ""http://www.uta45jakarta.ac.id"", ""email"": ""info@uta45jakarta.ac.id"", ""phone"": ""64715666 / 6410287""}",DKI JAKARTA | Teknik & Arsitektur | Sangat Mahal (>50jt) | Baik Sekali / B,https://rencanamu.id/cari-kampus/universitas-17-agustus-1945-jakarta
51,UNIVERSITAS BINA NUSANTARA,DKI JAKARTA,ARSITEKTUR,A,95259501.0,"{""website"": ""www.binus.ac.id"", ""email"": ""veronica@binus.edu"", ""phone"": ""021-5345830 / 021-5300244""}",DKI JAKARTA | Teknik & Arsitektur | Sangat Mahal (>50jt) | Unggul / A,https://campus.quipper.com/directory/binus-university
51,UNIVERSITAS BINA NUSANTARA,DKI JAKARTA,INDUSTRI,B (BAIK),95259501.0,"{""website"": ""www.binus.ac.id"", ""email"": ""veronica@binus.edu"", ""phone"": ""021-5345830 / 021-5300244""}",DKI JAKARTA | Teknik & Arsitektur | Sangat Mahal (>50jt) | Baik Sekali / B,https://campus.quipper.com/directory/binus-university
51,UNIVERSITAS BINA NUSANTARA,DKI JAKARTA,SIPIL,UNGGUL,95259501.0,"{""website"": ""www.binus.ac.id"", ""email"": ""veronica@binus.edu"", ""phone"": ""021-5345830 / 021-5300244""}",DKI JAKARTA | Teknik & Arsitektur | Sangat Mahal (>50jt) | Unggul / A,https://campus.quipper.com/directory/binus-university
58,UNIVERSITAS MUHAMMADIYAH PROF DR HAMKA,DKI JAKARTA,ELEKTRO,UNGGUL,75800000.0,"{""website"": ""www.uhamka.ac.id"", ""email"": ""info@uhamka.ac.id"", ""phone"": ""7208177 / 7261226""}",DKI JAKARTA | Teknik & Arsitektur | Sangat Mahal (>50jt) | Unggul / A,https://campus.quipper.com/directory/universitas-muhammadiyah-prof-dr-hamka
58,UNIVERSITAS MUHAMMADIYAH PROF DR HAMKA,DKI JAKARTA,MESIN,UNGGUL,75800000.0,"{""website"": ""www.uhamka.ac.id"", ""email"": ""info@uhamka.ac.id"", ""phone"": ""7208177 / 7261226""}",DKI JAKARTA | Teknik & Arsitektur | Sangat Mahal (>50jt) | Unggul / A,https://campus.quipper.com/directory/universitas-muhammadiyah-prof-dr-hamka
71,UNIVERSITAS TARUMANAGARA,DKI JAKARTA,ARSITEKTUR,A,60100000.0,"{""website"": ""www.untar.ac.id"", ""email"": ""humas@untar.ac.id"", ""phone"": ""021-5671747 / 021-5604478""}",DKI JAKARTA | Teknik & Arsitektur | Sangat Mahal (>50jt) | Unggul / A,https://rencanamu.id/cari-kampus/universitas-tarumanagara
71,UNIVERSITAS TARUMANAGARA,DKI JAKARTA,ELEKTRO,B (BAIK),60100000.0,"{""website"": ""www.untar.ac.id"", ""email"": ""humas@untar.ac.id"", ""phone"": ""021-5671747 / 021-5604478""}",DKI JAKARTA | Teknik & Arsitektur | Sangat Mahal (>50jt) | Baik Sekali / B,https://rencanamu.id/cari-kampus/universitas-tarumanagara
71,UNIVERSITAS TARUMANAGARA,DKI JAKARTA,INDUSTRI,B (BAIK),60100000.0,"{""website"": ""www.untar.ac.id"", ""email"": ""humas@untar.ac.id"", ""phone"": ""021-5671747 / 021-5604478""}",DKI JAKARTA | Teknik & Arsitektur | Sangat Mahal (>50jt) | Baik Sekali / B,https://rencanamu.id/cari-kampus/universitas-tarumanagara
71,UNIVERSITAS TARUMANAGARA,DKI JAKARTA,MESIN,A,60100000.0,"{""website"": ""www.untar.ac.id"", ""email"": ""humas@untar.ac.id"", ""phone"": ""021-5671747 / 021-5604478""}",DKI JAKARTA | Teknik & Arsitektur | Sangat Mahal (>50jt) | Unggul / A,https://rencanamu.id/cari-kampus/universitas-tarumanagara
71,UNIVERSITAS TARUMANAGARA,DKI JAKARTA,SIPIL,A,60100000.0,"{""website"": ""www.untar.ac.id"", ""email"": ""humas@untar.ac.id"", ""phone"": ""021-5671747 / 021-5604478""}",DKI JAKARTA | Teknik & Arsitektur | Sangat Mahal (>50jt) | Unggul / A,https://rencanamu.id/cari-kampus/universitas-tarumanagara
76,UNIVERSITAS KRISTEN KRIDA WACANA,DKI JAKARTA,ELEKTRO,B (BAIK),56000000.0,"{""website"": ""www.ukrida.ac.id"", ""email"": ""univ.secretary@ukrida.ac.id"", ""phone"": ""021 566 6952-55 / 021 566 6956""}",DKI JAKARTA | Teknik & Arsitektur | Sangat Mahal (>50jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-kristen-krida-wacana
76,UNIVERSITAS KRISTEN KRIDA WACANA,DKI JAKARTA,INDUSTRI,B (BAIK),56000000.0,"{""website"": ""www.ukrida.ac.id"", ""email"": ""univ.secretary@ukrida.ac.id"", ""phone"": ""021 566 6952-55 / 021 566 6956""}",DKI JAKARTA | Teknik & Arsitektur | Sangat Mahal (>50jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-kristen-krida-wacana
76,UNIVERSITAS KRISTEN KRIDA WACANA,DKI JAKARTA,SIPIL,B (BAIK),56000000.0,"{""website"": ""www.ukrida.ac.id"", ""email"": ""univ.secretary@ukrida.ac.id"", ""phone"": ""021 566 6952-55 / 021 566 6956""}",DKI JAKARTA | Teknik & Arsitektur | Sangat Mahal (>50jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-kristen-krida-wacana
77,INSTITUT SAINS DAN TEKNOLOGI NASIONAL,DKI JAKARTA,ARSITEKTUR,B (BAIK),55500000.0,"{""website"": ""www.istn.ac.id"", ""email"": ""humas@istn.ac.id"", ""phone"": ""021-7270090 / 0812 9103 0024 / 0851 6132 9476""}",DKI JAKARTA | Teknik & Arsitektur | Sangat Mahal (>50jt) | Baik Sekali / B,https://campus.quipper.com/directory/institut-sains-dan-teknologi-nasional
77,INSTITUT SAINS DAN TEKNOLOGI NASIONAL,DKI JAKARTA,ELEKTRO,B (BAIK),55500000.0,"{""website"": ""www.istn.ac.id"", ""email"": ""humas@istn.ac.id"", ""phone"": ""021-7270090 / 0812 9103 0024 / 0851 6132 9476""}",DKI JAKARTA | Teknik & Arsitektur | Sangat Mahal (>50jt) | Baik Sekali / B,https://campus.quipper.com/directory/institut-sains-dan-teknologi-nasional
77,INSTITUT SAINS DAN TEKNOLOGI NASIONAL,DKI JAKARTA,INDUSTRI,B (BAIK),55500000.0,"{""website"": ""www.istn.ac.id"", ""email"": ""humas@istn.ac.id"", ""phone"": ""021-7270090 / 0812 9103 0024 / 0851 6132 9476""}",DKI JAKARTA | Teknik & Arsitektur | Sangat Mahal (>50jt) | Baik Sekali / B,https://campus.quipper.com/directory/institut-sains-dan-teknologi-nasional
77,INSTITUT SAINS DAN TEKNOLOGI NASIONAL,DKI JAKARTA,MESIN,B (BAIK),55500000.0,"{""website"": ""www.istn.ac.id"", ""email"": ""humas@istn.ac.id"", ""phone"": ""021-7270090 / 0812 9103 0024 / 0851 6132 9476""}",DKI JAKARTA | Teknik & Arsitektur | Sangat Mahal (>50jt) | Baik Sekali / B,https://campus.quipper.com/directory/institut-sains-dan-teknologi-nasional
77,INSTITUT SAINS DAN TEKNOLOGI NASIONAL,DKI JAKARTA,SIPIL,B (BAIK),55500000.0,"{""website"": ""www.istn.ac.id"", ""email"": ""humas@istn.ac.id"", ""phone"": ""021-7270090 / 0812 9103 0024 / 0851 6132 9476""}",DKI JAKARTA | Teknik & Arsitektur | Sangat Mahal (>50jt) | Baik Sekali / B,https://campus.quipper.com/directory/institut-sains-dan-teknologi-nasional
83,UNIVERSITAS PRASETIYA MULYA,DKI JAKARTA,ENERGI TERBARUKAN,BAIK SEKALI,51000000.0,"{""website"": ""www.prasetiyamulya.ac.id"", ""email"": ""bpm@pmbs.ac.id"", ""phone"": ""021-7511126/30450500 / 021-7500460/30450505""}",DKI JAKARTA | Teknik & Arsitektur | Sangat Mahal (>50jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-prasetiya-mulya
88,INSTITUT TRANSPORTASI  DAN LOGISTIK TRISAKTI,DKI JAKARTA,KELAUTAN,BAIK SEKALI,48675030.0,"{""website"": ""http://itltrisakti.ac.id/"", ""email"": ""sekretariat@itltrisakti.ac.id"", ""phone"": ""021 - 8516050 / 021 - 856 9340""}",DKI JAKARTA | Teknik & Arsitektur | Mahal (20-50jt) | Baik Sekali / B,-
88,INSTITUT TRANSPORTASI  DAN LOGISTIK TRISAKTI,DKI JAKARTA,PENERBANGAN,BAIK SEKALI,48675030.0,"{""website"": ""http://itltrisakti.ac.id/"", ""email"": ""sekretariat@itltrisakti.ac.id"", ""phone"": ""021 - 8516050 / 021 - 856 9340""}",DKI JAKARTA | Teknik & Arsitektur | Mahal (20-50jt) | Baik Sekali / B,-
88,INSTITUT TRANSPORTASI  DAN LOGISTIK TRISAKTI,DKI JAKARTA,REKAYASA INFRASTRUKTUR LINGKUNGAN,BAIK SEKALI,48675030.0,"{""website"": ""http://itltrisakti.ac.id/"", ""email"": ""sekretariat@itltrisakti.ac.id"", ""phone"": ""021 - 8516050 / 021 - 856 9340""}",DKI JAKARTA | Teknik & Arsitektur | Mahal (20-50jt) | Baik Sekali / B,-
88,INSTITUT TRANSPORTASI  DAN LOGISTIK TRISAKTI,DKI JAKARTA,TRANSPORTASI,BAIK SEKALI,48675030.0,"{""website"": ""http://itltrisakti.ac.id/"", ""email"": ""sekretariat@itltrisakti.ac.id"", ""phone"": ""021 - 8516050 / 021 - 856 9340""}",DKI JAKARTA | Teknik & Arsitektur | Mahal (20-50jt) | Baik Sekali / B,-
109,UNIVERSITAS KRISNADWIPAYANA,DKI JAKARTA,ARSITEKTUR,C,40500000.0,"{""website"": ""www.unkris.ac.id"", ""email"": ""marketing@unkris.ac.id"", ""phone"": ""8462229-31 / 8462461""}",DKI JAKARTA | Teknik & Arsitektur | Mahal (20-50jt) | Baik / C,https://campus.quipper.com/directory/universitas-krisnadwipayana
109,UNIVERSITAS KRISNADWIPAYANA,DKI JAKARTA,ELEKTRO,C,40500000.0,"{""website"": ""www.unkris.ac.id"", ""email"": ""marketing@unkris.ac.id"", ""phone"": ""8462229-31 / 8462461""}",DKI JAKARTA | Teknik & Arsitektur | Mahal (20-50jt) | Baik / C,https://campus.quipper.com/directory/universitas-krisnadwipayana
109,UNIVERSITAS KRISNADWIPAYANA,DKI JAKARTA,INDUSTRI,C,40500000.0,"{""website"": ""www.unkris.ac.id"", ""email"": ""marketing@unkris.ac.id"", ""phone"": ""8462229-31 / 8462461""}",DKI JAKARTA | Teknik & Arsitektur | Mahal (20-50jt) | Baik / C,https://campus.quipper.com/directory/universitas-krisnadwipayana
109,UNIVERSITAS KRISNADWIPAYANA,DKI JAKARTA,MESIN,C,40500000.0,"{""website"": ""www.unkris.ac.id"", ""email"": ""marketing@unkris.ac.id"", ""phone"": ""8462229-31 / 8462461""}",DKI JAKARTA | Teknik & Arsitektur | Mahal (20-50jt) | Baik / C,https://campus.quipper.com/directory/universitas-krisnadwipayana
109,UNIVERSITAS KRISNADWIPAYANA,DKI JAKARTA,SIPIL,C,40500000.0,"{""website"": ""www.unkris.ac.id"", ""email"": ""marketing@unkris.ac.id"", ""phone"": ""8462229-31 / 8462461""}",DKI JAKARTA | Teknik & Arsitektur | Mahal (20-50jt) | Baik / C,https://campus.quipper.com/directory/universitas-krisnadwipayana
120,UNIVERSITAS ARY GINANJAR,DKI JAKARTA,INDUSTRI,B (BAIK),38200000.0,"{""website"": ""https://uag.ac.id/"", ""email"": ""-"", ""phone"": ""021-29406999 / 021-29406999""}",DKI JAKARTA | Teknik & Arsitektur | Mahal (20-50jt) | Baik Sekali / B,-
139,UNIVERSITAS BAKRIE,DKI JAKARTA,INDUSTRI,B (BAIK),32750000.0,"{""website"": ""www.bakrie.ac.id"", ""email"": ""info@bakrie.ac.id"", ""phone"": ""021-526-1448 / 021-527-6543""}",DKI JAKARTA | Teknik & Arsitektur | Mahal (20-50jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-bakrie
139,UNIVERSITAS BAKRIE,DKI JAKARTA,LINGKUNGAN,B (BAIK),32750000.0,"{""website"": ""www.bakrie.ac.id"", ""email"": ""info@bakrie.ac.id"", ""phone"": ""021-526-1448 / 021-527-6543""}",DKI JAKARTA | Teknik & Arsitektur | Mahal (20-50jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-bakrie
139,UNIVERSITAS BAKRIE,DKI JAKARTA,SIPIL,UNGGUL,32750000.0,"{""website"": ""www.bakrie.ac.id"", ""email"": ""info@bakrie.ac.id"", ""phone"": ""021-526-1448 / 021-527-6543""}",DKI JAKARTA | Teknik & Arsitektur | Mahal (20-50jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-bakrie
145,UNIVERSITAS MULTIMEDIA NUSANTARA JAKARTA,DKI JAKARTA,ARSITEKTUR,BAIK SEKALI,32325000.0,"{""website"": ""www.umn.ac.id"", ""email"": ""rektorat@umn.ac.id"", ""phone"": ""021 5422 0808 / 021 5422 0800""}",DKI JAKARTA | Teknik & Arsitektur | Mahal (20-50jt) | Baik Sekali / B,-
152,UNIVERSITAS NAHDLATUL ULAMA INDONESIA,DKI JAKARTA,AGROINDUSTRI,B (BAIK),31100000.0,"{""website"": ""unusia.ac.id"", ""email"": ""sekretariat@unusia.ac.id"", ""phone"": ""021-3906501 / 021-3906501""}",DKI JAKARTA | Teknik & Arsitektur | Mahal (20-50jt) | Baik Sekali / B,-
152,UNIVERSITAS NAHDLATUL ULAMA INDONESIA,DKI JAKARTA,INDUSTRI,TIDAK TERAKREDITASI,31100000.0,"{""website"": ""unusia.ac.id"", ""email"": ""sekretariat@unusia.ac.id"", ""phone"": ""021-3906501 / 021-3906501""}",DKI JAKARTA | Teknik & Arsitektur | Mahal (20-50jt) | Baik Sekali / B,-
154,UNIVERSITAS ESA UNGGUL,DKI JAKARTA,INDUSTRI,BAIK SEKALI,31025000.0,"{""website"": ""https://esaunggul.ac.id/"", ""email"": ""pmb@esaunggul.ac.id"", ""phone"": ""5674152 / 5682503""}",DKI JAKARTA | Teknik & Arsitektur | Mahal (20-50jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-esa-unggul
154,UNIVERSITAS ESA UNGGUL,DKI JAKARTA,MESIN,B (BAIK),31025000.0,"{""website"": ""https://esaunggul.ac.id/"", ""email"": ""pmb@esaunggul.ac.id"", ""phone"": ""5674152 / 5682503""}",DKI JAKARTA | Teknik & Arsitektur | Mahal (20-50jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-esa-unggul
154,UNIVERSITAS ESA UNGGUL,DKI JAKARTA,SIPIL,B (BAIK),31025000.0,"{""website"": ""https://esaunggul.ac.id/"", ""email"": ""pmb@esaunggul.ac.id"", ""phone"": ""5674152 / 5682503""}",DKI JAKARTA | Teknik & Arsitektur | Mahal (20-50jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-esa-unggul
156,UNIVERSITAS BOROBUDUR,DKI JAKARTA,ARSITEKTUR,B (BAIK),30600000.0,"{""website"": ""http://www.borobudur.ac.id"", ""email"": ""info@borobudur.ac.id"", ""phone"": ""8618293  8613877 / 8622139""}",DKI JAKARTA | Teknik & Arsitektur | Mahal (20-50jt) | Baik Sekali / B,https://rencanamu.id/cari-kampus/universitas-borobudur
156,UNIVERSITAS BOROBUDUR,DKI JAKARTA,INDUSTRI,C,30600000.0,"{""website"": ""http://www.borobudur.ac.id"", ""email"": ""info@borobudur.ac.id"", ""phone"": ""8618293  8613877 / 8622139""}",DKI JAKARTA | Teknik & Arsitektur | Mahal (20-50jt) | Baik / C,https://rencanamu.id/cari-kampus/universitas-borobudur
156,UNIVERSITAS BOROBUDUR,DKI JAKARTA,SIPIL,B (BAIK),30600000.0,"{""website"": ""http://www.borobudur.ac.id"", ""email"": ""info@borobudur.ac.id"", ""phone"": ""8618293  8613877 / 8622139""}",DKI JAKARTA | Teknik & Arsitektur | Mahal (20-50jt) | Baik Sekali / B,https://rencanamu.id/cari-kampus/universitas-borobudur
160,UNIVERSITAS KRISTEN INDONESIA,DKI JAKARTA,ARSITEKTUR,A,30000000.0,"{""website"": ""www.uki.ac.id"", ""email"": ""humas-uki@uki.ac.id"", ""phone"": ""021\u20138092425, ext. 232""}",DKI JAKARTA | Teknik & Arsitektur | Mahal (20-50jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-kristen-indonesia
160,UNIVERSITAS KRISTEN INDONESIA,DKI JAKARTA,ELEKTRO,B (BAIK),30000000.0,"{""website"": ""www.uki.ac.id"", ""email"": ""humas-uki@uki.ac.id"", ""phone"": ""021\u20138092425, ext. 232""}",DKI JAKARTA | Teknik & Arsitektur | Mahal (20-50jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-kristen-indonesia
160,UNIVERSITAS KRISTEN INDONESIA,DKI JAKARTA,MESIN,B (BAIK),30000000.0,"{""website"": ""www.uki.ac.id"", ""email"": ""humas-uki@uki.ac.id"", ""phone"": ""021\u20138092425, ext. 232""}",DKI JAKARTA | Teknik & Arsitektur | Mahal (20-50jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-kristen-indonesia
160,UNIVERSITAS KRISTEN INDONESIA,DKI JAKARTA,SIPIL,B (BAIK),30000000.0,"{""website"": ""www.uki.ac.id"", ""email"": ""humas-uki@uki.ac.id"", ""phone"": ""021\u20138092425, ext. 232""}",DKI JAKARTA | Teknik & Arsitektur | Mahal (20-50jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-kristen-indonesia
177,UNIVERSITAS AGUNG PODOMORO,DKI JAKARTA,ARSITEKTUR,C,28000000.0,"{""website"": ""www.podomorouniversity.ac.id"", ""email"": ""info@podomorouniversity.ac.id"", ""phone"": ""021-29200456""}",DKI JAKARTA | Teknik & Arsitektur | Mahal (20-50jt) | Baik / C,https://campus.quipper.com/directory/universitas-podomoro
177,UNIVERSITAS AGUNG PODOMORO,DKI JAKARTA,SIPIL,BAIK SEKALI,28000000.0,"{""website"": ""www.podomorouniversity.ac.id"", ""email"": ""info@podomorouniversity.ac.id"", ""phone"": ""021-29200456""}",DKI JAKARTA | Teknik & Arsitektur | Mahal (20-50jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-podomoro
188,UNIVERSITAS JAYABAYA,DKI JAKARTA,ARSITEKTUR,C,26750000.0,"{""website"": ""www.jayabaya.ac.id"", ""email"": ""info@jayabaya.ac.id"", ""phone"": ""4700877 / 4700893""}",DKI JAKARTA | Teknik & Arsitektur | Mahal (20-50jt) | Baik / C,https://campus.quipper.com/directory/universitas-jayabaya
188,UNIVERSITAS JAYABAYA,DKI JAKARTA,ELEKTRO,B (BAIK),26750000.0,"{""website"": ""www.jayabaya.ac.id"", ""email"": ""info@jayabaya.ac.id"", ""phone"": ""4700877 / 4700893""}",DKI JAKARTA | Teknik & Arsitektur | Mahal (20-50jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-jayabaya
188,UNIVERSITAS JAYABAYA,DKI JAKARTA,MESIN,B (BAIK),26750000.0,"{""website"": ""www.jayabaya.ac.id"", ""email"": ""info@jayabaya.ac.id"", ""phone"": ""4700877 / 4700893""}",DKI JAKARTA | Teknik & Arsitektur | Mahal (20-50jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-jayabaya
188,UNIVERSITAS JAYABAYA,DKI JAKARTA,SIPIL,B (BAIK),26750000.0,"{""website"": ""www.jayabaya.ac.id"", ""email"": ""info@jayabaya.ac.id"", ""phone"": ""4700877 / 4700893""}",DKI JAKARTA | Teknik & Arsitektur | Mahal (20-50jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-jayabaya
199,UNIVERSITAS NASIONAL,DKI JAKARTA,ELEKTRO,B (BAIK),25501000.0,"{""website"": ""www.unas.ac.id"", ""email"": ""info@unas.ac.id"", ""phone"": ""021-7806700 / 021-7802718""}",DKI JAKARTA | Teknik & Arsitektur | Mahal (20-50jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-nasional
199,UNIVERSITAS NASIONAL,DKI JAKARTA,MESIN,B (BAIK),25501000.0,"{""website"": ""www.unas.ac.id"", ""email"": ""info@unas.ac.id"", ""phone"": ""021-7806700 / 021-7802718""}",DKI JAKARTA | Teknik & Arsitektur | Mahal (20-50jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-nasional
202,INSTITUT KESEHATAN DAN TEKNOLOGI PONDOK KARYA PEMBANGUNAN,DKI JAKARTA,LINGKUNGAN,B (BAIK),25200000.0,"{""website"": ""www.iktj.ac.id"", ""email"": ""-"", ""phone"": ""021-22852216 / 021-22852216""}",DKI JAKARTA | Teknik & Arsitektur | Mahal (20-50jt) | Baik Sekali / B,-
219,UNIVERSITAS MUHAMMADIYAH JAKARTA,DKI JAKARTA,ARSITEKTUR,A,24511201.0,"{""website"": ""www.umj.ac.id"", ""email"": ""info@umj.ac.id"", ""phone"": ""7401894 / 7430756""}",DKI JAKARTA | Teknik & Arsitektur | Mahal (20-50jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-muhammadiyah-jakarta
219,UNIVERSITAS MUHAMMADIYAH JAKARTA,DKI JAKARTA,ELEKTRO,B (BAIK),24511201.0,"{""website"": ""www.umj.ac.id"", ""email"": ""info@umj.ac.id"", ""phone"": ""7401894 / 7430756""}",DKI JAKARTA | Teknik & Arsitektur | Mahal (20-50jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-muhammadiyah-jakarta
219,UNIVERSITAS MUHAMMADIYAH JAKARTA,DKI JAKARTA,INDUSTRI,B (BAIK),24511201.0,"{""website"": ""www.umj.ac.id"", ""email"": ""info@umj.ac.id"", ""phone"": ""7401894 / 7430756""}",DKI JAKARTA | Teknik & Arsitektur | Mahal (20-50jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-muhammadiyah-jakarta
219,UNIVERSITAS MUHAMMADIYAH JAKARTA,DKI JAKARTA,MESIN,B (BAIK),24511201.0,"{""website"": ""www.umj.ac.id"", ""email"": ""info@umj.ac.id"", ""phone"": ""7401894 / 7430756""}",DKI JAKARTA | Teknik & Arsitektur | Mahal (20-50jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-muhammadiyah-jakarta
219,UNIVERSITAS MUHAMMADIYAH JAKARTA,DKI JAKARTA,OTOMOTIF,B (BAIK),24511201.0,"{""website"": ""www.umj.ac.id"", ""email"": ""info@umj.ac.id"", ""phone"": ""7401894 / 7430756""}",DKI JAKARTA | Teknik & Arsitektur | Mahal (20-50jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-muhammadiyah-jakarta
219,UNIVERSITAS MUHAMMADIYAH JAKARTA,DKI JAKARTA,SIPIL,B (BAIK),24511201.0,"{""website"": ""www.umj.ac.id"", ""email"": ""info@umj.ac.id"", ""phone"": ""7401894 / 7430756""}",DKI JAKARTA | Teknik & Arsitektur | Mahal (20-50jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-muhammadiyah-jakarta
227,UNIVERSITAS TANRI ABENG,DKI JAKARTA,ARSITEKTUR,B (BAIK),24000000.0,"{""website"": ""www.tau.ac.id"", ""email"": ""admission@tau.ac.id"", ""phone"": ""021 - 58908888 dan 0813 1818 9500""}",DKI JAKARTA | Teknik & Arsitektur | Mahal (20-50jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-tanri-abeng
227,UNIVERSITAS TANRI ABENG,DKI JAKARTA,ELEKTRO,BAIK SEKALI,24000000.0,"{""website"": ""www.tau.ac.id"", ""email"": ""admission@tau.ac.id"", ""phone"": ""021 - 58908888 dan 0813 1818 9500""}",DKI JAKARTA | Teknik & Arsitektur | Mahal (20-50jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-tanri-abeng
227,UNIVERSITAS TANRI ABENG,DKI JAKARTA,PERMINYAKAN,BAIK SEKALI,24000000.0,"{""website"": ""www.tau.ac.id"", ""email"": ""admission@tau.ac.id"", ""phone"": ""021 - 58908888 dan 0813 1818 9500""}",DKI JAKARTA | Teknik & Arsitektur | Mahal (20-50jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-tanri-abeng
227,UNIVERSITAS TANRI ABENG,DKI JAKARTA,SIPIL,BAIK SEKALI,24000000.0,"{""website"": ""www.tau.ac.id"", ""email"": ""admission@tau.ac.id"", ""phone"": ""021 - 58908888 dan 0813 1818 9500""}",DKI JAKARTA | Teknik & Arsitektur | Mahal (20-50jt) | Baik Sekali / B,https://campus.quipper.com/directory/universitas-tanri-abeng
